LE,gammaE,loglik
13.419233,0.8283745,-147.76825
19.03354,0.72010136,-147.87094
11.737852,0.554862,-147.33038
15.227076,0.5885043,-146.77927
14.673611,0.61764354,-146.75876
11.305857,0.5494052,-147.45564
20.337345,0.766108,-149.22813
18.241486,0.6792473,-147.2215
19.972792,0.70220155,-147.88843
16.55501,0.5671039,-146.79286
19.704243,0.70661664,-147.87424
10.689816,0.7571974,-147.33826
8.214734,0.72764486,-148.29938
35.868843,0.47964427,-148.24423
29.17738,0.44722918,-147.56137
27.770832,0.4380679,-147.51825
20.102165,0.44272396,-147.3614
16.102543,0.6338325,-146.7668
15.752428,0.6944629,-146.95908
19.250801,0.66798234,-147.31454
12.560226,0.71997887,-146.969
9.731741,0.6425476,-147.58102
10.190326,0.5622261,-147.69357
12.34236,0.5917968,-147.0538
22.254719,0.59814113,-147.27307
17.899265,0.58233285,-146.79413
12.4457855,0.63702685,-146.92484
13.1550045,0.70913535,-146.90857
17.329088,0.5757867,-146.78113
9.888522,0.8473356,-147.97127
17.532864,0.5999758,-146.78625
11.703634,0.7570094,-147.17065
17.324295,0.71408087,-147.36148
18.485237,0.6160744,-146.88712
19.58566,0.5399662,-146.88829
7.893398,0.535518,-148.75339
13.849758,0.7553472,-147.15202
8.6251135,0.61979246,-148.10437
15.094838,0.83491576,-148.33345
11.234398,0.4237538,-148.43788
9.278032,0.5202074,-148.22961
13.256894,0.58016074,-146.96188
31.431353,0.32178745,-148.69255
21.899784,0.5499222,-147.02939
17.64795,0.45897037,-147.31143
34.03298,0.49347144,-148.13452
7.7913623,0.8341299,-148.93243
8.026571,0.81733817,-148.68839
18.19367,0.64069,-146.95718
13.989744,0.7036213,-146.88617
14.524038,0.756752,-147.23929
18.768389,0.48446503,-147.0936
15.44545,0.5521047,-146.87657
18.286934,0.6404633,-146.96735
14.279765,0.5404035,-147.02068
12.596652,0.46604052,-147.77591
7.096651,0.68989235,-149.05562
8.239439,0.6070251,-148.33174
24.649715,0.577647,-147.4943
20.792456,0.31288537,-148.9752
9.663172,0.48794818,-148.30609
12.215319,0.7487451,-147.09332
10.875769,0.84533864,-147.77898
12.918224,0.8033004,-147.44447
13.0090065,0.7997496,-147.42201
19.512188,0.46101055,-147.2333
11.453308,0.48981723,-147.80885
26.406025,0.45171005,-147.40302
12.473873,0.73814505,-147.03577
17.319847,0.72995085,-147.5315
15.175525,0.63982683,-146.753
17.517246,0.5342333,-146.8766
21.835152,0.51834685,-147.01866
32.807983,0.38458925,-148.02008
27.432201,0.36990187,-148.03795
28.82719,0.36256436,-148.13437
25.208565,0.40466997,-147.6709
19.427004,0.30901715,-149.103
18.912933,0.29406956,-149.40211
19.50436,0.49133492,-147.04799
13.459991,0.7638237,-147.18005
11.670791,0.6368908,-147.05533
10.997452,0.6232873,-147.23581
12.929111,0.7313233,-146.99208
6.9653153,0.47902325,-149.51627
26.708126,0.7196796,-150.99384
23.229465,0.48824543,-147.14406
21.27166,0.6515132,-147.57092
16.44792,0.6034182,-146.75151
17.734905,0.6259316,-146.85114
16.498043,0.6299957,-146.77744
13.113985,0.70032865,-146.88641
12.797427,0.6909352,-146.8869
16.01763,0.6824293,-146.92252
10.361179,0.7911639,-147.54306
7.875536,0.8608032,-149.0072
8.5782995,0.8509845,-148.51367
8.48158,0.870427,-148.67911
11.293127,0.780101,-147.32083
13.120131,0.7872965,-147.32861
15.109763,0.7718617,-147.48439
17.634052,0.5792681,-146.78572
14.02683,0.67913634,-146.8151
15.246209,0.62669164,-146.7448
14.481867,0.73564446,-147.07779
9.415302,0.6292073,-147.73059
10.097942,0.62225986,-147.49887
11.114262,0.5426982,-147.5389
14.1608925,0.5617736,-146.93402
12.859884,0.67887634,-146.86665
14.413492,0.6720414,-146.7993
11.411894,0.7937684,-147.37904
9.724958,0.917318,-148.57098
9.77627,0.77970505,-147.66943
9.628334,0.7950032,-147.77895
14.634822,0.72650313,-147.03427
12.001708,0.6770131,-146.96466
15.947333,0.5458884,-146.87573
11.002222,0.88810533,-148.16125
9.875488,0.55984765,-147.80704
10.630054,0.7409593,-147.30844
13.519195,0.6229669,-146.82335
15.842607,0.6492413,-146.78696
14.373842,0.61143416,-146.77934
18.861774,0.6350889,-147.01208
15.439169,0.52213675,-147.01767
12.790052,0.46553448,-147.74727
12.794343,0.54280156,-147.20003
8.103075,0.79370743,-148.54318
8.1487665,1.0201927,-150.09464
13.182555,0.6803915,-146.84537
11.915319,0.618356,-147.04898
15.971926,0.48341846,-147.22583
18.531284,0.4874793,-147.08034
13.030428,0.76179504,-147.14558
14.6004305,0.5185995,-147.10968
16.633017,0.5884779,-146.76013
14.75322,0.61903214,-146.75504
10.025479,0.5536966,-147.788
17.197565,0.76309234,-147.931
16.462091,0.7818127,-147.97177
15.907454,0.76020664,-147.53525
17.215143,0.76357144,-147.94363
8.1182165,0.6958794,-148.32494
8.98423,0.6796389,-147.85252
21.054005,0.6865133,-147.96927
22.09172,0.67931646,-148.15918
11.866619,0.6747252,-146.98537
13.140109,0.64700663,-146.83434
16.936356,0.5766778,-146.77512
19.04288,0.65644526,-147.1792
27.670956,0.4971893,-147.44904
13.501913,0.54131275,-147.10568
29.536211,0.6344237,-149.56244
19.785929,0.6781408,-147.5327
16.655684,0.5882439,-146.76056
17.51028,0.50905293,-146.98625
22.041037,0.49599883,-147.07417
8.982679,0.6452008,-147.88597
22.514183,0.6574844,-147.94464
18.893538,0.7277578,-147.94029
12.552007,0.5284126,-147.32391
17.836872,0.5210379,-146.92355
22.517002,0.51469314,-147.0604
16.36984,0.5531387,-146.8346
33.911095,0.39208838,-148.01443
34.28775,0.46926686,-148.00122
18.50346,0.5033142,-146.9953
22.833145,0.5241332,-147.07758
28.107119,0.39913034,-147.76764
25.490227,0.4936859,-147.267
11.737852,0.7225637,-147.05836
13.878042,0.7248048,-146.97331
11.230009,0.7323659,-147.16138
12.456083,0.7053261,-146.94092
16.670406,0.6437323,-146.8216
10.306538,0.80330014,-147.61298
14.177384,0.51209044,-147.19553
21.089748,0.58819765,-147.06113
18.325302,0.5971581,-146.82832
13.382347,0.5934553,-146.90262
16.123049,0.53209156,-146.9263
28.154093,0.62791437,-148.99014
5.103525,0.5025525,-150.79861
15.591465,0.92947125,-150.76178
6.2775755,0.7390535,-149.97414
4.846266,0.7242327,-151.86887
5.9785404,0.6286382,-150.00145
7.2752666,0.64381975,-148.88847
18.628553,0.791997,-149.01987
24.001064,0.5775836,-147.39359
25.483032,0.50995314,-147.27621
11.527842,0.8604504,-147.8879
10.355872,0.7661849,-147.44856
14.272165,0.6307121,-146.76674
15.163654,0.82127964,-148.1399
16.398764,0.5889848,-146.7583
6.936245,0.7930556,-149.48926
7.7530675,0.7346409,-148.62115
31.765133,0.5767655,-148.88416
13.754615,0.8842758,-148.6695
13.143251,0.6713731,-146.83813
20.07411,0.30566627,-149.13287
17.376894,0.49836516,-147.04929
19.214127,0.61445147,-146.95605
14.509623,0.65873545,-146.77515
16.455416,0.6438267,-146.80714
13.630276,0.534468,-147.12663
10.4012985,0.44018883,-148.47824
35.700554,0.568799,-149.63535
38.30864,0.6202255,-152.08618
35.63957,0.62853247,-151.45978
27.817139,0.5093124,-147.49986
13.547737,0.5933708,-146.88483
14.430347,0.6550405,-146.77097
14.511533,0.6844254,-146.83347
11.727011,0.6579941,-147.01651
14.052648,0.7204805,-146.95996
12.093506,0.58051574,-147.14085
12.586385,0.66954076,-146.88747
12.194318,0.63950187,-146.9588
13.942894,0.73918474,-147.05484
16.135447,0.5659966,-146.80319
13.728968,0.65110624,-146.7912
14.910091,0.6926086,-146.88017
18.654255,0.6720254,-147.23639
18.895523,0.60645217,-146.89502
15.937124,0.6754912,-146.88223
14.561672,0.65897787,-146.77539
9.280748,0.79526275,-147.91528
14.83812,0.75724435,-147.29095
13.275894,0.60544795,-146.88193
14.327164,0.66014916,-146.77861
11.967457,0.7574831,-147.1482
11.76984,0.6161528,-147.08246
12.629271,0.6834666,-146.89183
11.089077,0.59145725,-147.31451
13.008085,0.6412142,-146.8511
22.660446,0.4312527,-147.4331
18.546001,0.50231,-146.99973
14.044086,0.3420976,-148.9841
13.882076,0.3542795,-148.82916
11.224655,0.3611671,-149.1454
13.8046665,0.39572388,-148.30621
14.125065,0.368078,-148.61182
13.908129,0.36845025,-148.63364
15.441609,0.3509081,-148.70773
17.098223,0.3339169,-148.82608
13.905513,0.35574138,-148.80595
18.642237,0.43989766,-147.42859
10.092589,0.56062204,-147.73218
7.8879967,0.46841887,-149.11609
13.298871,0.70958805,-146.90627
15.692567,0.52503604,-146.98494
10.408763,0.9820212,-149.32024
10.978291,0.82174855,-147.59802
27.646154,0.53225094,-147.59686
17.419706,0.5123273,-146.97224
12.388146,0.48525316,-147.65492
20.254145,0.31754106,-148.91702
21.697205,0.45752224,-147.24454
15.432861,0.40511274,-148.00888
36.77315,0.38947472,-148.15948
37.309444,0.4810125,-148.43275
31.228954,0.52128553,-148.0045
11.533161,0.6040614,-147.16698
11.249147,0.92113554,-148.56567
8.898272,0.974614,-149.34691
13.321164,0.62689495,-146.83598
11.425285,0.5300242,-147.53946
18.223156,0.7533687,-148.11972
13.807741,0.6034645,-146.83395
14.822655,0.62065506,-146.75204
17.727732,0.56061214,-146.80765
28.830675,0.4271528,-147.61322
27.98835,0.44352403,-147.50745
22.880299,0.3882482,-147.83862
26.390701,0.42234805,-147.55508
26.94807,0.5166669,-147.43512
28.229446,0.38134497,-147.92784
21.284348,0.55628794,-146.98817
11.134878,0.5406974,-147.54517
15.593,0.5539619,-146.86172
17.32309,0.5936861,-146.77402
15.574211,0.5020663,-147.12758
18.45777,0.61550957,-146.8827
11.318054,0.71025676,-147.10463
11.536797,0.57068473,-147.29672
18.04298,0.53595364,-146.86823
15.711851,0.44618025,-147.55653
18.76433,0.52566195,-146.90405
15.2023945,0.664729,-146.79907
10.365938,0.7272642,-147.35187
17.548464,0.8053085,-148.80461
14.12848,0.4377284,-147.80882
17.287746,0.4626515,-147.3005
12.85462,0.7308245,-146.99199
13.800056,0.75068593,-147.11655
15.708548,0.6245171,-146.74615
13.056292,0.6833098,-146.85727
12.895846,0.71249515,-146.92847
16.242163,0.57700217,-146.77635
14.198378,0.6221437,-146.77628
12.155822,0.73544586,-147.04788
13.7338,0.5919309,-146.87015
13.53009,0.7707778,-147.23557
12.744745,0.8141374,-147.52518
10.277409,0.84994924,-147.89998
11.066263,0.6615459,-147.15082
14.46058,0.5338375,-147.03696
19.165178,0.5580601,-146.85336
19.165178,0.5580601,-146.85336
15.685415,0.55457276,-146.85501
17.5992,0.6465808,-146.91702
22.617018,0.64479065,-147.79852
28.062939,0.38855356,-147.85712
12.410297,0.7390753,-147.04283
14.779204,0.6701773,-146.80026
12.098778,0.75229967,-147.11613
15.900488,0.66270375,-146.82942
10.532141,0.7902001,-147.49915
13.647074,0.8194283,-147.70963
10.492824,0.786624,-147.49216
15.311337,0.6237308,-146.74396
17.806915,0.6960586,-147.2873
13.551401,0.67878366,-146.8251
13.122852,0.7351687,-147.00624
16.73175,0.5752711,-146.77632
12.428961,0.4871802,-147.63245
18.015842,0.519966,-146.92581
20.843206,0.6083952,-147.13155
17.897713,0.6461625,-146.949
16.505188,0.71446115,-147.2048
11.667154,0.65391505,-147.0315
14.442597,0.6979947,-146.87856
15.92437,0.835636,-148.68039
12.215686,0.47589895,-147.7621
20.407589,0.7766118,-149.52022
16.370337,0.7214712,-147.24121
11.577837,0.7089312,-147.05719
16.216633,0.65424263,-146.82263
9.992259,0.7707348,-147.56834
9.676892,0.71136767,-147.5624
11.633215,0.7268456,-147.08301
10.984219,0.7112863,-147.1742
18.446348,0.45965803,-147.27226
21.200691,0.5799215,-147.04108
12.397962,0.43459904,-148.10161
16.922712,0.5865937,-146.76526
22.553032,0.5088465,-147.0692
20.81436,0.4676439,-147.17876
13.927012,0.6856514,-146.8309
11.155561,0.64943486,-147.14467
9.252548,0.53100127,-148.17781
14.255957,0.6806648,-146.8186
14.877302,0.67159486,-146.80655
10.84392,0.69862425,-147.19592
12.511126,0.79843026,-147.37892
17.109718,0.8429837,-149.42278
14.6607485,0.6622093,-146.78116
13.853919,0.56868446,-146.93695
14.946481,0.6793406,-146.8324
12.370892,0.6861525,-146.9214
23.534485,0.51673126,-147.12628
14.592207,0.5613042,-146.89816
16.969435,0.80156416,-148.48299
14.711534,0.5670609,-146.86768
13.383186,0.6001858,-146.88354
12.821411,0.64208084,-146.8707
15.333834,0.55630535,-146.86687
12.676252,0.5928817,-146.99696
18.373846,0.5051961,-146.98778
16.62272,0.5618728,-146.80437
14.047429,0.5340312,-147.07916
10.261364,0.73778576,-147.40073
9.287653,0.73335207,-147.74533
9.479252,0.5991894,-147.7894
17.28347,0.5819848,-146.77519
16.647629,0.70973957,-147.19016
12.359904,0.68214065,-146.91934
18.814203,0.7336929,-148.00505
11.014233,0.6356263,-147.20297
12.330488,0.62811935,-146.95679
14.646784,0.5493587,-146.94379
30.810469,0.41627157,-147.75229
34.645477,0.3312772,-148.60046
34.034687,0.2855366,-149.31303
11.683764,1.0041194,-150.1057
11.683764,1.0041194,-150.1057
11.298912,0.95679826,-149.09277
8.539962,0.8532088,-148.54683
14.05923,0.75622433,-147.17836
12.799975,0.794887,-147.36589
9.312507,0.8643955,-148.26358
10.6973095,0.91822684,-148.49292
10.245006,0.9204356,-148.53224
12.848685,0.63094634,-146.88106
12.48888,0.66812295,-146.89838
17.104366,0.5627044,-146.7992
12.844722,0.61815536,-146.90448
11.659916,0.58753926,-147.19882
16.651022,0.48669574,-147.15787
15.66495,0.65708405,-146.79855
19.110683,0.5000613,-147.00635
22.418947,0.4708476,-147.18176
18.070528,0.4824428,-147.12357
14.209183,0.67241776,-146.8
13.744888,0.69072473,-146.84528
15.606152,0.7140409,-147.06316
13.198025,0.6711739,-146.8342
12.959605,0.7379157,-147.01953
17.763168,0.5076674,-146.98676
17.763168,0.5076674,-146.98676
19.079357,0.63821846,-147.05978
16.061481,0.56711155,-146.80217
9.422627,0.69587666,-147.65645
7.769164,0.7104445,-148.56923
13.509676,0.79701823,-147.45438
8.103785,0.8193789,-148.64514
13.185859,0.8080084,-147.51611
10.1507225,0.83105963,-147.80286
10.495981,0.96563065,-149.09222
16.509926,0.45771855,-147.38971
29.087288,0.46132833,-147.53508
34.02529,0.3656756,-148.21191
23.127821,0.6381504,-147.83331
14.080057,0.50887805,-147.22794
19.449142,0.5634224,-146.86671
8.384348,0.9367377,-149.20294
8.190574,0.9364024,-149.30415
8.279988,0.94987595,-149.3655
8.306897,0.92091924,-149.11987
9.457286,0.90019023,-148.48274
12.035549,0.9924845,-150.03159
13.649889,0.6512498,-146.79564
12.149578,0.7353333,-147.04803
20.82454,0.6698572,-147.68246
14.117692,0.5985217,-146.81998
13.449822,0.6288897,-146.82167
17.003325,0.655817,-146.89575
14.752783,0.56508416,-146.8718
18.87019,0.6361987,-147.01929
17.296751,0.5721566,-146.78473
18.991707,0.6941502,-147.5271
16.33475,0.5735644,-146.78186
16.33475,0.5735644,-146.78186
12.080017,0.75421125,-147.12561
24.465197,0.47900704,-147.2261
17.327398,0.3567008,-148.46875
10.033595,0.70483506,-147.4314
19.274054,0.6136027,-146.95921
15.536509,0.5912443,-146.76462
23.040176,0.6190478,-147.59099
26.026884,0.6515167,-148.84792
9.647463,0.50204396,-148.21445
8.297624,0.52737135,-148.59457
6.0429626,0.5538202,-149.9208
14.367285,0.56448984,-146.90442
26.058153,0.45717725,-147.3675
10.60145,0.7183187,-147.27493
19.1447,0.7034725,-147.67758
19.292543,0.6924298,-147.57983
13.5487995,0.6654656,-146.80856
12.697186,0.77317095,-147.20828
19.652105,0.54195887,-146.88802
15.188377,0.5699999,-146.82825
22.649033,0.38578,-147.86963
12.136782,0.93455833,-148.96054
9.944574,0.65257317,-147.48784
13.201042,0.52070975,-147.26791
20.76869,0.48002297,-147.10992
13.519772,0.40515208,-148.23602
19.835293,0.60920507,-147.00496
22.98606,0.33284006,-148.57571
24.048555,0.59864205,-147.5777
11.983852,0.71108675,-147.00243
13.485624,0.89933705,-148.83188
8.206535,0.78544414,-148.44688
11.035112,0.8196064,-147.57727
12.961555,0.74283665,-147.04219
14.173241,0.85967296,-148.40778
11.732346,0.52743363,-147.48775
16.697863,0.72048616,-147.29465
15.9254675,0.65333223,-146.80182
8.373403,0.85668886,-148.66068
8.6362295,0.91092527,-148.87613
12.4338455,0.8218572,-147.56982
10.450792,0.86732817,-148.00513
10.447294,0.88228285,-148.13515
9.210121,1.0468851,-150.20557
9.784858,0.9165773,-148.55254
7.8169947,0.8378426,-148.93126
11.714843,0.5899741,-147.17804
18.540016,0.48729426,-147.08125
29.22218,0.6030314,-148.77591
26.022678,0.58209956,-147.77045
15.800709,0.8196711,-148.34183
13.182543,0.6057398,-146.89185
20.234259,0.74016523,-148.62137
18.026112,0.5342692,-146.87347
14.412991,0.6176207,-146.76979
27.268112,0.4698408,-147.40471
21.467272,0.4954337,-147.05722
20.066051,0.40730193,-147.6933
21.505,0.532934,-146.98906
16.99759,0.50331676,-147.03557
17.487919,0.64876485,-146.91487
16.266182,0.45866066,-147.3995
19.625898,0.57716674,-146.88962
17.331526,0.5550336,-146.81613
20.959835,0.5527213,-146.95871
9.843272,0.7240071,-147.51396
8.765016,0.71028644,-147.96738
10.232222,0.61426604,-147.47784
10.929894,0.6322068,-147.23154
7.9510493,0.62518615,-148.45892
7.218751,0.60368776,-148.96022
7.0524325,0.55442667,-149.17279
12.729288,0.68748105,-146.88745
11.506926,0.63131726,-147.09949
10.493361,0.5281958,-147.7884
11.833054,0.74886954,-147.12552
16.178953,0.7855261,-147.93604
10.754728,0.6899609,-147.21529
22.190609,0.5184114,-147.03815
15.283164,0.7755355,-147.56319
15.421227,0.7554617,-147.37918
11.009937,0.675535,-147.15451
31.770102,0.592351,-149.20529
17.064945,0.53054255,-146.899
15.814582,0.66775995,-146.84149
17.872988,0.72074735,-147.56166
15.441275,0.70014966,-146.95865
21.519243,0.47171643,-147.1612
21.994604,0.5136126,-147.03325
7.5058537,0.8273591,-149.12451
9.028583,0.8789186,-148.47122
19.129438,0.6010346,-146.90057
12.846045,0.5196574,-147.32959
20.98248,0.6889949,-147.98575
12.687612,0.57728505,-147.0528
11.806265,0.64274436,-147.01996
13.563202,0.7286762,-146.98155
12.458397,0.6532611,-146.90619
9.796329,0.9597357,-149.01367
13.374538,0.7447649,-147.05801
13.614656,0.70453495,-146.88634
10.999662,0.5282333,-147.65274
11.937541,0.6348853,-147.00923
10.901335,0.63639355,-147.22986
11.625249,0.7739408,-147.25388
27.616879,0.43883985,-147.50818
19.289333,0.30521595,-149.17761
24.185484,0.33211866,-148.56195
32.064663,0.52978224,-148.2207
21.765285,0.38611248,-147.8822
19.518892,0.6181641,-147.00858
17.098959,0.6353784,-146.8283
14.169886,0.6656595,-146.78862
16.989805,0.6036872,-146.76622
17.735611,0.5925914,-146.79027
15.845754,0.6503995,-146.78993
19.17831,0.52323025,-146.9164
19.701984,0.42509428,-147.52673
20.03836,0.43419108,-147.4347
13.379518,0.5505403,-147.07413
16.372686,0.56522524,-146.80003
20.43116,0.5766721,-146.95491
13.563919,0.62971497,-146.81119
8.153024,0.9691153,-149.59833
11.598068,0.8877636,-148.18683
17.568867,0.6169892,-146.81468
14.192437,0.82503164,-147.90306
10.43337,0.65687746,-147.32446
10.519262,0.7323964,-147.31868
24.538609,0.5327123,-147.23737
17.938791,0.5201066,-146.92612
17.072485,0.4756932,-147.21243
18.380882,0.60767424,-146.85379
15.879253,0.6519507,-146.7956
11.473961,0.7505378,-147.17467
13.707463,0.5941659,-146.86642
10.461884,0.8241082,-147.69348
9.108241,0.65523523,-147.81502
8.950031,0.54785967,-148.21
12.61116,0.76417625,-147.15443
16.452461,0.5646774,-146.79999
14.95362,0.848608,-148.51309
15.105934,0.85286707,-148.65207
23.985867,0.52828777,-147.17447
17.672289,0.63923264,-146.89296
11.860334,0.6181188,-147.05989
9.055482,0.91197455,-148.7098
7.8229384,0.92073524,-149.41928
11.658106,0.8816425,-148.1213
12.269916,0.9431309,-149.15521
10.469048,1.0190642,-149.9332
10.352367,1.0536197,-150.54213
7.733194,0.88806623,-149.26947
19.32246,0.6200255,-146.99344
13.60963,0.8344572,-147.88179
11.279081,0.7741437,-147.29507
40.11138,0.3727345,-148.39752
60.48342,0.38266104,-149.69519
8.728358,0.9607535,-149.26418
17.625242,0.46501055,-147.26488
14.073221,0.64879185,-146.77484
33.641796,0.43934453,-147.86777
16.741337,0.5983402,-146.7576
9.366341,0.8017608,-147.90616
28.512592,0.36000794,-148.16077
19.391243,0.31695348,-148.96677
18.954391,0.33005798,-148.772
28.896822,0.44485787,-147.55112
21.02487,0.5467352,-146.9593
14.546786,0.48046938,-147.37976
16.567713,0.5982389,-146.75421
8.62213,0.674442,-148.03476
11.085204,0.7497902,-147.23471
7.1441803,0.6750635,-148.99997
10.62919,0.7766272,-147.42032
10.029251,0.7205304,-147.44617
37.957096,0.45163175,-148.27484
8.672867,0.5589752,-148.27867
25.658123,0.5438456,-147.40991
18.269917,0.54763764,-146.84009
14.577968,0.6282027,-146.75621
22.133913,0.66675717,-147.9778
21.693684,0.65379786,-147.69347
19.991844,0.3805829,-148.00299
22.203814,0.35053262,-148.33139
15.661208,0.5065765,-147.09247
17.99399,0.36602944,-148.29446
9.610566,0.585185,-147.79034
6.8647823,0.6637125,-149.21959
7.3019176,0.6894889,-148.88998
7.964304,0.66350746,-148.416
8.064893,0.65424806,-148.35898
8.794476,0.6803347,-147.94458
20.85696,0.4187571,-147.55737
29.397572,0.47874275,-147.5676
35.08803,0.4259468,-147.97205
42.692673,0.37526855,-148.51566
26.206236,0.37323987,-147.99345
23.610306,0.42976016,-147.45064
24.586952,0.47267678,-147.24956
12.994161,0.46619642,-147.70811
14.771564,0.46774536,-147.45844
16.143631,0.7783701,-147.82475
19.295824,0.76602095,-148.76257
13.489796,0.54968303,-147.06406
12.740756,0.76077175,-147.13515
12.48657,0.7634732,-147.15211
16.866035,0.582825,-146.76753
20.387018,0.47497147,-147.13539
17.750126,0.59514755,-146.79272
11.513778,0.72965217,-147.10751
14.271808,0.6446907,-146.76645
20.10749,0.46184957,-147.21873
11.75004,0.8352675,-147.65952
9.899302,0.9402577,-148.78035
7.8444395,0.93993986,-149.54465
7.8912754,0.8718432,-149.05807
14.122486,0.77050614,-147.29962
13.090881,0.5741111,-147.00691
13.613689,0.6235198,-146.81454
13.9095545,0.5692936,-146.92883
16.807116,0.598855,-146.75917
10.529271,0.66080457,-147.29166
16.173727,0.7050278,-147.07834
11.689401,0.6715427,-147.01581
11.011003,0.5867829,-147.35239
14.44949,0.6694142,-146.79391
26.36572,0.49485704,-147.33328
9.921305,0.7129656,-147.4751
13.965011,0.4689238,-147.54417
14.1219845,0.5242523,-147.12654
13.046191,0.5492368,-147.12723
13.550408,0.62124246,-146.82315
10.17639,0.5380739,-147.82411
13.699102,0.426,-147.98466
28.59462,0.5798202,-148.24393
15.659528,0.5547908,-146.85545
11.365192,0.5941308,-147.23865
10.194172,0.6136945,-147.49165
12.32142,0.724906,-147.00098
16.998533,0.62512463,-146.79526
14.834325,0.6061957,-146.7649
9.915257,0.70435214,-147.4715
12.343513,0.7587426,-147.13196
14.920401,0.5874103,-146.79521
21.41442,0.31792217,-148.86551
20.220697,0.3450804,-148.47856
18.640242,0.48928905,-147.06772
21.53137,0.47116682,-147.16425
19.560629,0.50316566,-146.99318
18.479023,0.6339663,-146.95853
17.51026,0.63821465,-146.87311
15.404585,0.740018,-147.23352
10.958202,0.68188214,-147.16508
9.230245,0.55959034,-148.04268
16.135107,0.41969565,-147.78305
36.411648,0.30952707,-148.93129
64.24988,0.3967887,-150.18109
55.49297,0.38247564,-149.32901
10.031715,1.0437441,-150.25845
8.187018,0.9220789,-149.19652
10.557236,0.9084109,-148.38518
10.271363,0.8566605,-147.95004
10.271363,0.8566605,-147.95004
11.227479,0.8502068,-147.79492
8.031231,0.78605616,-148.5647
8.387295,0.8077745,-148.41718
49.611977,0.4503962,-149.55977
52.069023,0.4741269,-150.3891
43.82817,0.4512473,-148.8933
47.474163,0.44754672,-149.26277
22.241978,0.52331495,-147.03806
8.921073,0.7982798,-148.09016
15.113261,0.7497483,-147.26979
11.486519,0.7051824,-147.06763
9.958618,0.6043534,-147.59863
10.978995,0.8731281,-148.01192
13.951616,0.71780217,-146.94318
12.281719,0.8596083,-147.93967
11.431934,0.599155,-147.20563
16.769844,0.74572587,-147.57892
16.40668,0.6654943,-146.8804
14.577036,0.5726729,-146.85818
13.689621,0.7883532,-147.39865
8.799916,0.8414577,-148.34758
6.497463,0.43669823,-150.00269
19.388401,0.67655283,-147.42647
9.450546,0.6137763,-147.75577
