E,EA,EAS
-148.00683906361485,-148.42713558049076,-145.89023
-148.0406179689395,-148.224369379566,-145.76915
-148.17697333097215,-148.11697028549594,-145.88715
-147.96927869949823,-148.2637395512778,-146.0421
-147.94437786669158,-148.24809230672702,-145.7927
-148.09216888527692,-148.84525128835816,-146.16534
-147.8942799024639,-148.07773555142774,-145.98618
-147.8839900285211,-148.33480334182124,-145.89882
-148.11414901840283,-148.31074189111274,-145.84776
-147.91347042283303,-148.45684099171962,-145.98413
-148.03643746192137,-148.37860944193366,-145.79825
-147.90592775761584,-148.56262582408752,-146.193
-148.12257684141002,-148.27650412596128,-145.76074
-147.93458186363404,-148.55970027102842,-146.09041
-147.9239523466081,-148.36657410880886,-145.84314
-148.03769949653147,-148.479488321607,-145.80414
-147.9054949364356,-148.20097517538161,-145.74442
-148.16324828149115,-148.0870758600056,-146.06299
-147.8803451232996,-148.36277393900545,-146.12102
-147.9231644575907,-148.60530681783877,-145.64044
-148.02890401181386,-148.49856496952634,-145.74973
-148.07223670843604,-148.5318285173305,-145.92516
-147.98319077128795,-148.1538150601212,-146.09924
-147.95158186271587,-148.10579065964305,-146.11432
-148.20143971323193,-148.55810590635335,-145.82841
-148.13329599704667,-148.22254053918763,-145.68158
-148.05865353086872,-148.52414117626236,-145.61313
-147.91860847199058,-148.23632002102022,-145.5896
-147.9681263128378,-148.52471356180314,-145.83633
-148.10605209108394,-148.55644181293962,-145.80861
-148.05864947261892,-148.5319975908365,-145.72818
-147.8950803499174,-148.6242565440062,-146.21913
-147.98083582161354,-148.43348844176484,-146.18942
-148.1578666139411,-148.4168079300104,-146.11606
-147.8210795770837,-148.43503733826228,-145.77342
-148.2202132599186,-148.35293139085275,-146.01111
-148.12549157299824,-148.3859596263572,-145.72298
-147.93614624957556,-148.45344445867408,-145.9723
-147.6325432372997,-148.18714041655082,-145.86642
-147.68270757814884,-148.36380102409387,-146.00142
-148.02624089058608,-148.1495874098788,-146.14957
-148.02545701750816,-148.4016355453034,-146.12392
-147.95909346798933,-148.39721766951033,-145.93399
-147.9833571284376,-148.46584844583765,-146.17241
-148.08127416101655,-148.30903467714347,-146.04356
-148.0341210732496,-148.35817138413438,-146.03256
-147.9562223059145,-148.3205935049162,-146.04964
-147.93908362246833,-148.36107856884811,-145.88837
-148.0727574042807,-148.33515839870267,-145.95857
-148.2793483450087,-148.54851365109795,-145.82251
-147.7523002941527,-148.0567454016787,-145.98393
-147.70562623787117,-148.50146960088756,-145.5983
-148.38249149072962,-148.36080520423135,-146.20174
-148.1150030258464,-148.29177122108393,-146.08932
-147.9185242567567,-148.3069495532731,-146.09225
-147.98109943192895,-148.33377865326446,-145.84564
-148.12565181165155,-148.20536959642678,-145.80002
-148.13319095787966,-148.26733361251738,-145.99863
-148.11692062214723,-148.22037810924647,-145.6885
-148.01940635081425,-148.6001307886038,-146.36824
-148.13480713931347,-148.32325871081673,-146.08707
-148.06594439478374,-148.47609242986493,-146.1148
-148.32030509511122,-148.51131618408283,-145.90555
-147.88069624637,-148.46150674225265,-145.99013
-148.27323065475065,-148.26658082819776,-146.158
-148.27745351681722,-148.31702165591594,-146.2551
-148.24774919569126,-148.2188569422795,-146.23495
-148.21231500233588,-148.1885206364139,-146.11818
-148.30853921846685,-148.1492416171492,-145.84476
-148.0784675943586,-148.1626459027438,-145.69637
-147.954777204509,-148.27303885506626,-145.96753
-148.04241709137412,-148.1836250397564,-146.0214
-148.23614957007686,-148.47901472249572,-145.61562
-148.11796485458058,-148.44535034654047,-145.51767
-148.03142235062967,-148.38037004784923,-146.05743
-148.1761151330528,-148.28851309381986,-145.86186
-147.77497457875236,-148.37974415917253,-146.02417
-148.3089354861005,-148.4832560278304,-145.79974
-148.17182229725162,-148.48735961945,-145.68512
-147.8947768454841,-148.29540110379713,-145.76315
-148.20050284797415,-148.17825071537658,-145.65622
-147.85242615597008,-148.0957275291503,-145.66733
-148.04742527107786,-148.1375973229277,-146.06403
-148.04634899992982,-148.18153049446147,-146.07881
-148.07788909514943,-148.32575722423792,-146.00482
-148.03746310616793,-148.59498267072829,-145.44122
-148.0183569751913,-148.46252362137656,-146.15987
-148.11047419859074,-148.36228377610104,-145.74129
-148.31578687539005,-148.34161793421146,-145.83249
-148.2763539024205,-148.38361711296687,-145.91022
-148.0352155511224,-148.4554739507281,-145.72516
-147.9334361654915,-148.38017208229442,-145.83662
-148.04998880409278,-148.43102081539325,-145.90906
-148.14650756619014,-148.405179140818,-145.85805
-148.0132209391425,-148.32769455854387,-146.00174
-148.08213165066414,-148.3400644534358,-145.99887
-148.08974071368962,-148.2553716188762,-146.02383
-148.01003292022645,-148.31961462426477,-145.90234
-148.0053279897974,-148.0041051555684,-146.44437
-148.07644106568978,-148.54149432246334,-145.80676
-148.03293400029662,-148.2857106096473,-145.98175
-147.94869257203814,-148.22439523743594,-145.80594
-148.08195083497733,-148.54664065043468,-146.31862
-148.03939752104935,-148.40232619275977,-145.67029
-148.15510460063268,-148.1570283593569,-145.85452
-148.02284847703493,-148.45696252212161,-145.99648
-148.14204707861228,-148.2543591777842,-145.86295
-147.8274862630157,-148.2800519716248,-145.95872
-147.93067641773018,-148.27503844479332,-146.16858
-147.98089075674235,-148.4411372958448,-145.82678
-148.0586128445773,-148.3944874623453,-146.04723
-147.94920654089714,-148.295628441065,-146.11754
-148.11707494521897,-148.18283822422273,-146.02783
-148.0260702683854,-148.1646052936295,-146.09615
-147.78789687444416,-148.43072456359783,-145.76141
-147.78122992753055,-148.37583875039297,-145.69385
-147.81535884076033,-148.36233482669016,-145.83914
-147.81535884076033,-148.45673982520407,-146.00732
-147.88976629665999,-148.34759093300795,-145.70386
-147.96857036159733,-148.3449079646045,-145.9959
-148.0357473868975,-148.51188304426455,-145.79283
-147.98767050368014,-148.50262018650426,-145.7538
-148.10734864108673,-148.32410547608862,-145.92859
-147.98463919302674,-148.42533908279722,-146.0532
-148.0334738404669,-148.34427066374488,-145.82065
-147.91140972494853,-148.22686021712752,-145.98813
-147.95065202831054,-148.44827846959407,-145.45291
-147.95814050074875,-148.4061106213515,-145.92609
-148.05939396201467,-148.23927777790098,-145.88235
-147.9170587005706,-147.9885355727023,-146.06172
-147.9390343625803,-148.12320893000077,-145.83463
-148.1864263493931,-148.52671571354276,-146.057
-147.877891143706,-148.28534590502812,-145.9445
-147.86901575848782,-148.1930003670346,-145.763
-148.25376216843947,-148.6757310666271,-145.99149
-148.04089135744323,-148.15587978452263,-145.6781
-147.734881427948,-148.3516488711184,-146.03633
-148.01146634349124,-148.60065322471092,-146.22293
-147.9718471208212,-148.18442466912728,-145.80653
-147.8281658698147,-148.42468104433047,-145.61139
-147.8469740370606,-148.2083538262279,-146.2062
-147.9133830437156,-148.32564053032303,-145.61337
-148.06798942418368,-148.43230693808647,-146.24326
-148.12996377896442,-148.22982279565426,-145.42972
-147.95144921052923,-148.21333436954933,-145.93681
-148.02834860777557,-148.30547570976114,-145.802
-147.8250764798703,-148.38133981654244,-145.94214
-147.72044744453086,-148.27213205311742,-145.92715
-148.22862624142365,-148.416743153278,-145.8504
-148.19648376266835,-148.37030736384946,-145.8157
-148.2715159723877,-148.3311803578159,-145.90602
-148.21314939197345,-148.41937244462449,-145.85019
-148.15974134749152,-148.49541098641964,-145.86482
-147.95543546128917,-148.23639567929246,-145.60904
-148.17991275569636,-148.47249712779296,-145.91588
-148.13520445658207,-148.13635506227584,-145.913
-147.90586570132473,-148.56755876267215,-145.63358
-148.2051530300174,-148.57968586481294,-146.04912
-147.912404571908,-148.26896645156273,-145.95728
-148.06259893025478,-148.49894091332715,-145.51944
-147.9521820112624,-148.48209811868242,-145.8649
-148.07389224805365,-148.17169188536894,-145.84375
-147.95986535967893,-148.469511455018,-145.9208
-148.0747014459162,-148.11194890424514,-145.37155
-147.92903457113147,-148.522357920005,-145.89258
-148.1167136079386,-148.3265912065445,-145.97997
-147.8730537760872,-148.3265912065445,-145.85233
-148.112714975042,-148.2917339690046,-146.17715
-148.07438647400545,-148.2854232037522,-145.77094
-147.8700934527365,-148.35836899234204,-146.07198
-148.12917628751592,-148.23831292983604,-146.11154
-148.25598427893146,-148.35000547883902,-145.71796
-148.40631352822925,-148.26071455384613,-145.60297
-148.44281734521238,-148.20830211063594,-146.13306
-148.02540813742482,-148.27833463432611,-145.83847
-148.01295280587578,-148.17795409939725,-146.07693
-148.0478839427717,-148.42602419459413,-145.6764
-148.06254939721197,-148.3742989347606,-145.85861
-148.26676773993125,-148.23691211931097,-145.85306
-147.99577592231998,-148.2563130698632,-145.83698
-147.9341965038551,-148.16448127963693,-145.80193
-147.9694245533092,-148.12584246847504,-145.95377
-147.98561395132947,-148.52905795567852,-145.8232
-147.9155412970733,-148.48901267203945,-145.81564
-148.05253643256347,-148.60132152414627,-145.96635
-148.00453414225268,-148.35571551019967,-145.859
-147.9102058970157,-148.42425113414475,-146.15887
-147.93043552545504,-148.5143015667519,-145.59967
-148.11415420073956,-148.2731969599302,-145.49768
-147.88421927004003,-148.2810324589353,-145.72504
-148.10689254496452,-148.43422346109585,-145.97334
-148.05869851076164,-148.49876779587984,-145.81949
-148.11398890946626,-148.28339359305255,-145.77307
-147.8528748204781,-148.57240098679915,-145.94824
-148.12115739223407,-148.36617768486406,-145.72943
-148.11833386097982,-148.26839816072055,-145.97102
-148.07660868715843,-148.33965757332484,-145.88742
-147.946833842417,-148.0800179570137,-145.35892
-147.8502733180174,-148.2495730195107,-145.51967
-147.97988715517837,-148.73793115215543,-145.81793
-148.12744767783667,-148.53121914689456,-145.71922
-147.7934917334494,-148.66290334966146,-145.47025
-147.93307827774632,-148.47597318804523,-145.89397
-148.00468858162972,-148.50302627935218,-146.18666
-147.88710195798055,-148.25880989247378,-146.19588
-148.14802253153903,-148.36773747832675,-145.9367
-148.00094421780216,-148.17385465285935,-146.17865
-147.9475285986404,-148.32319020661404,-146.14532
-148.14284269845044,-148.42661621323313,-146.01328
-148.05669445743212,-148.18461415514713,-145.72939
-148.02570558924947,-148.62073404951576,-146.22198
-147.90744080198246,-148.319358578611,-146.2653
-148.1026059856688,-148.43384928466082,-145.81221
-148.00152643442328,-148.50064805559646,-145.84608
-148.16871052839673,-148.33416197474577,-145.97699
-147.89015728283007,-148.40215176797483,-145.68094
-147.89015728283007,-148.3358566264654,-145.71541
-148.1258967222306,-148.3085645039683,-145.93253
-148.0884016315483,-148.32014673112522,-146.11203
-148.0182279500445,-148.4423181655459,-146.27258
-148.0249504008279,-148.33492830453088,-146.13727
-147.79397852478925,-148.17231439780454,-145.54984
-147.69847503935404,-148.31401067659223,-146.10498
-148.0415973958143,-148.29623563689202,-145.76245
-148.00998155048046,-148.5689117036739,-145.72972
-147.95910262863003,-148.46470602275213,-145.6709
-147.99509221058446,-148.30995356197934,-145.8536
-147.86596310711624,-148.33539388822683,-145.84683
-147.83152224285692,-148.2690638290566,-145.51828
-148.18678176338167,-148.4649306677159,-145.92892
-148.18282130352907,-148.51671738629284,-146.09665
-147.98887200337907,-148.55571605205085,-145.96594
-147.9899888296055,-148.50285404557675,-145.58186
-147.8937792542016,-148.26857395771395,-145.99275
-147.94529507328556,-148.24351185712231,-145.54129
-147.97208983089504,-148.19468356222248,-145.80652
-147.9036520854848,-148.36395516928405,-146.14194
-148.0901734658268,-148.40167820665243,-145.91779
-148.20247405483514,-148.26017935053835,-146.14505
-147.75228153783758,-148.51639010924129,-145.84125
-147.92223439092652,-148.47906366486166,-145.81955
-147.78133984512294,-148.44174812423563,-146.12082
-147.81704923553627,-148.5538698807659,-145.73416
-147.8294516981929,-148.17412986979252,-145.97952
-148.06378612858714,-148.23765206999025,-145.56049
-148.20051539084048,-148.38020444289796,-145.98036
-147.94037319604087,-148.30633395571743,-145.58456
-148.09860758815358,-148.4088195760332,-145.60751
-148.03539902441912,-148.32907980212906,-145.59595
-148.02330977424958,-148.4218082201902,-145.71832
-147.98371406039774,-148.24990587298748,-145.75302
-147.9810842698799,-148.29152288750817,-145.8207
-147.93196295716032,-148.40688444004854,-145.7495
-147.87869406881956,-148.4030496625377,-145.82617
-147.89844439956684,-148.44886501556368,-146.22623
-147.992805041927,-148.2111304166679,-146.23865
-148.09438366646907,-148.3556045983405,-145.99844
-147.797101042457,-148.62424288856934,-145.66217
-147.80088248047457,-148.58088399239992,-145.7671
-147.81927284025477,-148.3262313832746,-146.16275
-147.86629867419327,-148.49671772698295,-145.64825
-147.89979404385238,-148.57886917914882,-145.85262
-148.06438150396357,-148.25444808933042,-145.88733
-148.02974294286193,-148.27974471721814,-145.79324
-147.95766348441185,-148.32695362410556,-145.74214
-147.91622564862055,-148.09127315424442,-146.13635
-147.820606535251,-148.1669395179637,-146.14117
-147.88030719392682,-148.2345862991014,-145.84416
-147.80861343538385,-148.06411675924036,-145.74771
-147.9331694018228,-148.3932067219631,-145.57086
-148.02389158348228,-148.3223366049854,-146.175
-148.13496910623985,-148.16200603290906,-146.10524
-147.89410779675217,-148.20058938716977,-146.11139
-148.00662302864583,-148.29011820759732,-145.71078
-147.9836129114721,-148.40972340830865,-146.01718
-147.85650978804915,-148.17602996724784,-145.9426
-148.13482377654753,-148.39374548410774,-145.68631
-147.94044755517186,-148.02907909676657,-146.1768
-148.0842834002029,-148.06909371788788,-146.35823
-148.0444295977714,-148.4904494259069,-145.71436
-148.01281795574945,-148.49148230012548,-145.97322
-147.87908493380604,-148.3898882187732,-145.77266
-147.88616160776073,-148.2857532904779,-145.72348
-148.01519401828753,-148.24756703895525,-145.88272
-148.0205481783302,-148.2679600404342,-145.76929
-148.1055758285583,-148.20875355504484,-146.14323
-148.01109497663236,-148.0845640641028,-146.01689
-148.0006192294589,-148.57530802182904,-146.03653
-147.97036119146009,-148.18905288818394,-145.85358
-148.13358968606994,-148.20047611162028,-145.79996
-147.84037907535327,-148.05695388432724,-145.61723
-147.96515646029485,-148.2454945139816,-145.84818
-147.70228705868112,-148.20026246342405,-146.10172
-148.17782986592243,-148.35254595345341,-145.79056
-148.019335759645,-148.38447687619774,-145.68866
-148.06870934144192,-148.3634937670618,-146.0396
-147.94078247863524,-148.33950715722284,-145.81349
-147.97017686844947,-148.43847451630586,-145.89153
-148.13303390613845,-148.2468567874641,-145.76283
-147.9762064782939,-148.51208507902797,-146.07318
-148.00407099688476,-148.3136359152386,-145.97305
-148.39417702290604,-148.4379207724399,-146.01259
-147.99246166528218,-148.28726471421788,-145.78217
-148.26765092170177,-148.45374007207278,-145.86433
-147.90060409610714,-148.37357581941998,-146.09935
-148.0887112120335,-148.26125321060658,-145.6919
-147.95770933412697,-148.411729364417,-146.09021
-148.00970782822276,-148.12693072629207,-145.6885
-148.07605188900504,-148.12425128829705,-145.66302
-147.9172819798428,-148.04846306977925,-145.43573
-148.24887503960133,-148.1331999872847,-146.08774
-148.07439366776646,-148.410401607514,-145.82744
-148.0215612458035,-148.4217680439016,-145.99152
-147.96885383415164,-148.22846738002656,-145.87585
-147.7853959888343,-148.3173424494214,-145.75201
-147.72619455566115,-148.22133800771616,-145.809
-148.28401457563263,-148.3895532112524,-145.87553
-148.27982613880937,-148.30304390135325,-146.19922
-148.02246423970448,-148.42768553020784,-145.73454
-148.16762492460444,-148.38030027992738,-146.18684
-147.83521643229443,-148.5342080680598,-146.33043
-148.1158389531301,-148.13580756878537,-146.47018
-148.1706795740438,-148.1145207706055,-145.87222
-147.95503268155232,-148.3403103102887,-145.73431
-148.2541975241426,-148.25158199345682,-145.81088
-148.32391131131527,-148.2513509280835,-145.56026
-148.10990506724886,-148.51936402755803,-145.91753
-148.0453969178282,-148.40224078093638,-145.77542
-147.98701052208565,-148.4063587770548,-146.05876
-147.9838472874564,-148.411187006342,-145.72441
-148.02612884545073,-148.11007610882533,-145.59875
-148.144572975024,-148.15175203633174,-146.00925
-147.94727523910677,-148.33071214847132,-145.95593
-148.113177061809,-148.22646917096935,-145.876
-148.11008739322128,-148.32928156132533,-146.09203
-147.93304039027703,-148.12120829759635,-145.548
-148.16402364488334,-148.56191034384716,-146.01245
-148.0343335863124,-148.3530811663804,-145.9077
-148.09573610307962,-148.18831987588675,-145.56253
-147.9026711857877,-148.3639558563296,-146.0719
-148.17436907631065,-148.26615760782244,-145.69525
-147.83368245239365,-148.26931974716922,-145.88113
-148.0659166824624,-148.33944843939338,-146.02977
-148.11967502657177,-148.56995125671526,-146.4124
-148.05116813066766,-148.37728621330277,-146.13556
-148.0014594244701,-148.49958032679183,-146.37064
-148.0088359604146,-148.1804941744919,-145.62584
-148.02805148720785,-148.16278168359844,-146.00525
-148.06569578588628,-148.33772680689617,-146.15033
-148.21179081600883,-148.31742676671462,-146.31052
-148.21059213280455,-148.3333165077832,-146.186
-148.21059213280455,-148.36793914919224,-145.96722
-147.89248776951703,-148.20331190281064,-145.58696
-148.00382351483177,-148.53215887003688,-145.72246
-147.92240410921698,-148.755509135343,-146.30615
-147.9247941726876,-148.37764467311544,-145.73483
-147.94176352179886,-148.1063273821735,-145.86429
-148.25123210418565,-148.0918742667934,-145.70569
-148.16207065954418,-148.2450808712697,-145.98741
-148.32142062462484,-148.11180537425304,-146.45438
-147.67235041795612,-148.4648119316157,-145.86435
-147.9508890374668,-148.30183693871345,-146.2073
-148.04917476897748,-148.27430125730484,-145.9166
-147.8939594683098,-148.2708147961527,-145.98123
-147.8709753795826,-148.29705451745411,-145.91539
-147.8756252146099,-148.47225074800528,-145.76767
-147.99574338755195,-148.22247027967546,-145.96216
-148.1100335083298,-148.44207427796096,-145.64383
-148.09879024452655,-148.40067950229553,-145.67984
-147.89653650032145,-148.21627113204147,-146.02081
-147.86019527286214,-148.32866424054748,-145.98553
-148.040967531361,-148.3536740627985,-145.87616
-148.13358483127135,-148.3104497543103,-145.96512
-148.0548977128966,-148.31732220828377,-146.00305
-148.00700255805242,-148.42057160969122,-145.932
-147.98611579139327,-148.4974312027398,-145.74939
-148.1446427055116,-148.1169726251586,-145.83458
-147.8085853753436,-148.56494527058908,-146.12018
-147.9297411722095,-148.53390262974895,-146.13765
-148.19747348596385,-148.0814342786694,-145.90405
-148.06345236393616,-148.461928057606,-146.0155
-147.89653269770048,-148.2396917253436,-145.71399
-148.06232593594774,-148.2229177759098,-145.69473
-148.00829739399353,-148.3722551650269,-145.83379
-147.94038893413696,-148.52215854307303,-146.17938
-148.04023851490746,-148.54566641774562,-145.86139
-148.03961767215628,-148.17490560221518,-145.7951
-147.84800446091936,-148.32199420901082,-145.82114
-148.04527011920845,-148.4831423013694,-146.12045
-147.8670112789373,-148.60183978740602,-146.10056
-147.83837426371483,-148.24939149235206,-145.96123
-148.13006932940021,-148.2135770467955,-146.27289
-148.46419919528358,-148.28704329689168,-145.50908
-148.0850696186673,-148.18335165016597,-145.78055
-147.93900596959952,-148.19732860523172,-145.65094
-148.07079628747726,-148.48124226996507,-146.0285
-147.84214454411926,-148.4638812732041,-145.66492
-148.13711409560995,-148.19469459822216,-145.77225
-147.9911129512487,-148.1335066894775,-146.07147
-147.9911129512487,-148.34410557882202,-146.02368
-147.83441613187614,-148.26972168505654,-145.82455
-148.1654266882718,-148.2629301428363,-145.70248
-147.93485490152872,-148.34873589531966,-145.89421
-148.04788698151793,-148.33018978078775,-145.93509
-148.1716164693006,-148.32343339456304,-145.9745
-148.26769107746497,-148.34955706081382,-146.0219
-148.2604987386615,-148.26910089568526,-146.0259
-148.17396699027336,-148.3419832381682,-145.99551
-147.96296980908494,-148.26470280594936,-145.79294
-148.0176851841287,-148.15473285833002,-146.06055
-148.06446985810135,-148.10088973199942,-145.61111
-148.00284652615943,-148.58751136868847,-146.09317
-147.9623526273782,-148.57108907248383,-145.6568
-147.92719017368213,-148.4343526168492,-145.80827
-147.94353268859874,-148.38566396105293,-145.9848
-148.09452864924808,-148.21742056627872,-145.90768
-147.933514074889,-148.38589136518146,-146.07005
-147.9748563194501,-148.2794596801761,-145.79419
-147.9910894604993,-148.5134749267737,-145.70352
-148.02232080837533,-148.23951408799445,-145.6868
-148.01167494962877,-148.3930807332291,-145.95566
-148.01526908400726,-148.18769905195973,-145.88766
-148.01577287366229,-148.2228093803328,-145.82315
-147.92232020397742,-148.41693596962511,-145.99135
-148.07273946103481,-148.43302408179915,-145.812
-148.05332715416017,-148.5262400109244,-145.75478
-147.88873276292583,-148.4623729939368,-145.775
-148.0901499625769,-148.14625124319002,-146.05096
-148.01178400406712,-148.14944932395923,-146.14679
-148.3270158945508,-148.26474948738866,-146.18636
-148.06167027673905,-148.53925714854824,-145.8554
-147.90989043726438,-148.10656835007578,-145.87556
-147.94651206385936,-148.19297849421764,-145.74957
-147.99596369889318,-148.50007515400736,-145.80847
-148.02662240026822,-148.43074347224479,-145.64236
-148.01384635282187,-148.30987595009128,-146.17395
-148.06282099472185,-148.42400642706457,-146.02986
-147.9789162559948,-148.247502803357,-145.80844
-147.84646024698998,-148.18894183107471,-145.72592
-148.04162335928467,-148.37595678723628,-145.70256
-148.09512640832665,-148.17991639825755,-145.87163
-147.8810780350438,-148.64031907188541,-146.0043
-148.22458889558786,-148.18931574765762,-146.02942
-148.01370799973242,-148.2851729990743,-145.8173
-148.11948707061202,-148.5158350235842,-145.95212
-147.9151918868235,-148.30939136421568,-145.77777
-148.17434525129013,-148.22799463279893,-146.156
-147.959981422302,-148.29338160089978,-146.14412
-148.0337868885078,-148.76935006235,-145.84235
-148.00904072508675,-148.05667713650155,-145.84277
-148.04154637598086,-148.27714081855163,-145.88898
-148.0215576170431,-148.35066999947452,-146.03761
-148.0772604317993,-148.3623567812112,-145.80875
-147.92384808252416,-148.1860957947673,-145.83575
-148.0820835295611,-148.20657656053527,-145.8426
-148.04969918956178,-148.21433275417212,-145.80719
-147.9758840661718,-148.47333385261533,-145.94896
-147.92016762900244,-148.27586962821698,-145.79451
-148.08378685684178,-148.2540346124251,-145.56972
-147.85821166264913,-148.44258393873054,-145.57378
-148.00102469369054,-148.1240187097932,-145.58981
-148.0408359373456,-148.04264287512524,-145.35791
-148.02495256440878,-148.25251091777199,-146.20004
-148.08755417998896,-148.32055633272847,-146.15114
-148.00714277525816,-148.343829742362,-145.93658
-147.94188984262632,-148.30756920160135,-145.97826
-148.12775417350704,-148.42830441653035,-145.7461
-148.27247464622002,-148.3657159903663,-145.69052
-147.66125865529528,-148.27908228319308,-145.7903
-147.90725230735777,-148.28744494115122,-145.44621
-148.2722752442576,-148.35023214843753,-146.03613
-147.9733351146394,-148.1124761117178,-146.29782
-147.8324971501956,-148.45085316092144,-146.12056
-148.2678967240861,-148.31428619120138,-145.9859
-148.18991535296163,-148.51294143556265,-146.14769
-147.93614560697864,-148.25943821659743,-146.07224
-147.8241968618434,-148.37876907054888,-145.56827
-147.9214323289867,-148.31560987607548,-145.89629
-147.97978498209397,-148.03786469395578,-146.10907
-148.08434622834523,-148.2633332234684,-145.87787
-148.09016284733067,-148.293140895165,-145.98213
-148.09055087917127,-148.185204800032,-145.863
-147.86540540358067,-148.28236036702714,-146.22382
-148.18863948513433,-148.51306886968572,-145.5825
-148.16487530284027,-148.49853663250752,-145.66972
