LE,gammaE,loglik
14.159491,0.49940348,-703.2758
19.099155,0.48382354,-705.99097
17.941824,0.47331792,-705.23846
14.8932085,0.4513244,-704.23096
12.794163,0.4985872,-703.0211
13.89135,0.53603876,-703.10706
13.651149,0.4718283,-703.52734
14.035334,0.54771453,-703.23267
11.588742,0.5741495,-702.96643
13.961744,0.49876583,-703.2251
10.335037,0.5751262,-703.35925
10.392893,0.5991147,-703.6304
10.326976,0.50624424,-703.4
8.172502,0.46421307,-705.8363
8.294481,0.44112334,-706.1714
9.180919,0.57207143,-704.26917
9.925686,0.5678476,-703.55853
11.591885,0.6517393,-704.65247
10.610067,0.62963796,-704.1521
12.218048,0.4736195,-703.4088
14.954979,0.55169535,-703.7493
14.245655,0.5449773,-703.30396
13.395815,0.478825,-703.36475
15.264526,0.49939314,-703.688
9.566527,0.60912377,-704.4053
13.31123,0.42535043,-704.7347
13.31123,0.42535043,-704.7347
12.767364,0.4424529,-704.16565
15.6791935,0.48577097,-703.9614
14.73449,0.43331185,-704.6726
17.26597,0.49404597,-704.77966
16.269106,0.49660158,-704.19446
14.2929945,0.42784953,-704.76
14.07808,0.44554198,-704.19556
11.081545,0.5777623,-703.0885
11.081545,0.5777623,-703.0885
11.211697,0.5748248,-703.02905
12.113418,0.5231227,-702.8042
10.868563,0.60249734,-703.4896
11.124097,0.5857786,-703.17035
11.164976,0.59223515,-703.24976
12.642714,0.59955645,-703.4575
11.306708,0.65524364,-704.7573
11.563499,0.6521963,-704.665
11.889322,0.63727343,-704.2324
11.681795,0.5564453,-702.82837
15.39969,0.5344475,-703.8255
13.432543,0.5072676,-703.0308
12.519247,0.55970085,-702.87445
12.751802,0.5144972,-702.87695
11.814476,0.5945006,-703.2283
13.796131,0.47802567,-703.44586
10.9513855,0.61684287,-703.7448
11.038358,0.59610516,-703.33716
9.275831,0.55574006,-704.0464
12.996358,0.5908893,-703.4025
10.955,0.6483335,-704.5698
12.633544,0.6031283,-703.53015
15.699839,0.39309332,-706.37463
14.675234,0.4465423,-704.2919
12.527342,0.5139482,-702.86383
13.33727,0.5498907,-702.99207
11.813535,0.5315331,-702.7897
10.999277,0.6176775,-703.7512
13.00228,0.48282614,-703.2539
11.891656,0.48906025,-703.163
13.379824,0.54958737,-703.0031
11.952692,0.6272955,-703.9573
8.915134,0.6143486,-705.2661
16.10473,0.5719029,-704.9929
15.532487,0.57004875,-704.47534
11.770691,0.46042833,-703.7484
16.51578,0.54692084,-704.7671
13.37032,0.4473565,-704.0536
13.815845,0.6170989,-704.48724
13.815845,0.6170989,-704.48724
13.526604,0.4143946,-705.1523
16.57497,0.53299725,-704.5885
9.484007,0.5342862,-703.8086
12.434687,0.5165234,-702.8428
10.911276,0.58966786,-703.27844
8.406229,0.6148529,-706.0757
9.021671,0.5519815,-704.301
14.073973,0.4721556,-703.60333
9.655384,0.55890006,-703.71234
8.7104225,0.47899333,-704.9951
10.730624,0.50471914,-703.2346
8.811119,0.5171507,-704.52856
13.283587,0.5930956,-703.56177
10.113466,0.59183425,-703.6851
13.06683,0.4965733,-703.0713
12.851945,0.5194253,-702.86127
13.107805,0.5162305,-702.9147
15.009209,0.5828593,-704.3811
13.784535,0.528465,-703.05383
14.141762,0.52800936,-703.1789
13.848814,0.55600774,-703.2295
13.294661,0.5275835,-702.9181
10.641078,0.4799301,-703.63306
12.879617,0.46618924,-703.5597
14.860659,0.5540785,-703.725
11.453896,0.46086153,-703.7948
13.836496,0.5420044,-703.1141
13.205635,0.50460625,-703.0102
9.844859,0.5682468,-703.62134
10.853334,0.52458173,-703.027
12.772207,0.58330625,-703.1997
12.892029,0.50788236,-702.9397
12.637376,0.56998396,-702.9896
10.070339,0.54327303,-703.364
10.359018,0.49329832,-703.54224
11.427214,0.5232609,-702.87695
10.689908,0.55040556,-703.0498
10.235752,0.5497656,-703.2717
9.675953,0.55571705,-703.67993
11.682113,0.56558645,-702.8844
13.3734455,0.50494176,-703.0369
11.295212,0.55703336,-702.8869
11.554144,0.5483667,-702.8147
11.988539,0.5871079,-703.12085
9.609357,0.5911141,-704.0659
11.34551,0.5412983,-702.8429
14.336697,0.5008125,-703.3207
8.28342,0.52253205,-705.1918
14.08945,0.5674112,-703.4876
14.08945,0.5674112,-703.4876
9.729251,0.5552132,-703.63477
11.636604,0.40875745,-705.46326
16.290028,0.45227087,-704.6808
13.517844,0.5048958,-703.0665
16.267916,0.41713357,-705.5951
11.949566,0.60006833,-703.3338
12.486754,0.46290106,-703.6291
8.43149,0.47681943,-705.33325
9.809148,0.59711087,-703.98413
11.125139,0.54880834,-702.90076
11.621227,0.5878267,-703.1285
11.8905735,0.54176086,-702.7745
12.897728,0.5930543,-703.4093
13.395406,0.46066594,-703.72284
11.449236,0.56163055,-702.8836
13.271767,0.5365426,-702.91724
11.608566,0.5008812,-703.03955
10.823607,0.47115597,-703.7367
9.237747,0.5777768,-704.26697
9.730906,0.5093688,-703.736
13.197527,0.4956317,-703.09937
12.506359,0.5951695,-703.3347
16.830494,0.4868077,-704.53394
11.812262,0.5834878,-703.0646
11.020739,0.5653912,-703.00024
12.830936,0.5836662,-703.22217
12.681714,0.5831727,-703.1737
13.852192,0.5202926,-703.0795
10.31704,0.5121708,-703.34894
11.778555,0.67269427,-705.47034
11.076557,0.6892994,-706.0821
13.356356,0.55328864,-703.0222
12.636174,0.5199054,-702.8362
12.015425,0.56475914,-702.87
14.718217,0.5118211,-703.4114
16.400492,0.45939794,-704.6
13.456205,0.46388167,-703.6587
13.915764,0.46094906,-703.79236
12.785418,0.49294066,-703.0896
11.454393,0.4305589,-704.67664
11.459709,0.42411962,-704.9013
11.866764,0.57306683,-702.9431
11.565084,0.5637133,-702.8818
10.662791,0.5320225,-703.0695
10.330584,0.52383953,-703.2606
12.122539,0.56649685,-702.88855
8.258715,0.45344955,-705.9349
16.174221,0.6005835,-706.0004
12.911568,0.63598275,-704.5553
13.009285,0.65609443,-705.37
11.575325,0.5426318,-702.80426
12.404904,0.55389327,-702.82324
11.98881,0.5434043,-702.77234
12.866373,0.5464959,-702.8572
11.421584,0.49672487,-703.12726
13.480462,0.54729533,-703.02045
10.175817,0.60222185,-703.8052
13.493501,0.55326635,-703.06744
13.163887,0.5522447,-702.9578
11.322589,0.54742587,-702.8521
13.048279,0.54958504,-702.9116
11.94882,0.53554565,-702.7733
13.270359,0.54454875,-702.9431
12.255602,0.5243354,-702.79785
10.778667,0.58212,-703.229
11.733341,0.54518336,-702.78894
12.070568,0.5930648,-703.22144
9.654039,0.51693195,-703.736
10.113998,0.5145569,-703.4422
10.726788,0.48546398,-703.5026
12.390944,0.50047684,-702.9832
13.221539,0.4675084,-703.5559
13.017892,0.47261307,-703.43604
11.789987,0.6030548,-703.3801
10.9692335,0.5699173,-703.0483
10.498962,0.5446361,-703.1266
13.463352,0.53140867,-702.9604
12.484683,0.50031316,-702.98627
12.232674,0.5991759,-703.3535
13.016793,0.48069018,-703.2902
10.127599,0.66305536,-705.3751
9.8125515,0.5461886,-703.5449
13.085445,0.6159083,-704.0241
11.591273,0.49149197,-703.1686
14.740351,0.4929455,-703.52136
13.471378,0.48432612,-703.2898
13.385752,0.46722937,-703.57947
13.104621,0.4467458,-704.0515
11.47805,0.42719036,-704.7882
11.383187,0.48327884,-703.3426
15.649973,0.4779332,-704.02655
10.568523,0.69025815,-706.2031
13.078368,0.45838267,-703.74854
14.12389,0.5804905,-703.7362
9.949754,0.5020054,-703.66113
13.971668,0.5153991,-703.1289
12.999466,0.6038282,-703.67725
11.397238,0.5652155,-702.9149
12.862275,0.54927015,-702.869
11.061385,0.5835945,-703.1586
8.902384,0.53136444,-704.3922
13.80154,0.6063018,-704.1575
13.517312,0.6160288,-704.2626
10.396257,0.4766221,-703.8009
10.440073,0.5082159,-703.32404
11.945686,0.44764364,-704.06226
11.864,0.46220732,-703.6925
16.599356,0.5308441,-704.5781
16.899021,0.54158,-704.9744
10.817527,0.56464326,-703.061
11.675658,0.5758112,-702.9773
12.7532625,0.49366316,-703.0781
13.820823,0.56807095,-703.3658
14.088772,0.4472208,-704.15283
12.8032875,0.62493026,-704.1522
15.0251665,0.5199401,-703.5482
15.282274,0.47458088,-703.92444
14.016517,0.4587551,-703.8594
13.269951,0.52763957,-702.91235
12.064307,0.55858964,-702.8281
9.5967,0.554353,-703.74054
16.141369,0.5325879,-704.2782
16.18362,0.5238512,-704.2223
16.32937,0.53394336,-704.42444
15.766878,0.49608377,-703.937
12.321182,0.5037917,-702.94727
14.139159,0.5598497,-703.4071
17.467234,0.44683364,-705.2949
15.36208,0.5145081,-703.7071
10.816946,0.55410665,-703.0108
14.635129,0.54725665,-703.5168
13.344761,0.4511002,-703.9513
13.789124,0.42887387,-704.6554
10.270984,0.6589782,-705.15594
13.464998,0.48789924,-703.23816
11.606625,0.56269807,-702.8706
12.122819,0.546568,-702.77795
13.064045,0.5335274,-702.8667
11.182243,0.58548737,-703.15393
12.571156,0.44304618,-704.1504
11.437476,0.46760604,-703.6413
11.159432,0.49575382,-703.20386
10.571638,0.4925691,-703.45483
12.094637,0.4659111,-703.58154
17.241999,0.5669424,-705.9109
16.129862,0.5347181,-704.2951
17.000084,0.4493402,-705.0359
8.177887,0.6635903,-707.9897
7.1628647,0.61982673,-709.14264
8.416188,0.5439576,-705.04614
9.371714,0.5396344,-703.9076
14.781847,0.5822459,-704.1992
17.560022,0.52360505,-705.2063
15.04557,0.4887417,-703.6725
12.015952,0.51220554,-702.8789
12.189411,0.57885957,-703.02527
11.171563,0.5040624,-703.09686
12.225376,0.5824404,-703.07666
15.618226,0.53885764,-704.0039
7.696407,0.60054314,-707.1858
8.570824,0.5538008,-704.88257
22.784874,0.48096755,-708.9386
8.983087,0.48986894,-704.5737
8.541063,0.48994884,-705.0421
12.883241,0.50647444,-702.95056
11.550935,0.54868215,-702.8158
11.407014,0.5532674,-702.851
11.685062,0.5786682,-703.0082
12.51219,0.47995734,-703.28076
11.622444,0.4851501,-703.2636
14.351581,0.5741709,-703.7473
9.265693,0.5607297,-704.08594
15.003634,0.63692546,-706.302
15.003634,0.63692546,-706.302
13.540781,0.57895017,-703.4086
10.462534,0.52866817,-703.17163
10.742901,0.53726476,-703.0248
13.440394,0.566043,-703.1787
11.39723,0.54495394,-702.83435
12.593267,0.54433495,-702.80615
11.340047,0.51332283,-702.9641
11.364414,0.5579753,-702.8779
11.343819,0.52093977,-702.9076
12.13657,0.57850856,-703.01575
11.054049,0.54106075,-702.9148
14.887021,0.49193418,-703.58386
11.084382,0.596425,-703.33105
14.706024,0.57577795,-704.0026
13.844645,0.53823054,-703.09875
12.209148,0.524387,-702.7974
12.729628,0.5582959,-702.8995
9.445435,0.5995333,-704.35254
12.852558,0.5702128,-703.0415
11.466793,0.5387912,-702.8215
12.759315,0.5709827,-703.0276
10.371855,0.577603,-703.3631
11.965007,0.5019788,-702.9828
12.197714,0.54250324,-702.7718
10.598725,0.5005566,-703.3367
11.672365,0.53105754,-702.80566
15.636372,0.43175524,-704.95026
13.450425,0.48378542,-703.29443
11.1873,0.3882862,-706.47156
11.136185,0.4104224,-705.5001
10.0569,0.46062952,-704.3109
13.0335655,0.47819078,-703.3344
11.989962,0.464156,-703.6318
12.560162,0.5038828,-702.95056
12.712841,0.56465095,-702.9503
11.1664715,0.59384406,-703.27344
9.934384,0.5754614,-703.61664
13.978975,0.50001854,-703.21906
10.866231,0.51488304,-703.08704
9.023351,0.46807066,-704.87744
12.496387,0.60665214,-703.5679
13.737556,0.49605808,-703.1951
8.188232,0.6121597,-706.4154
14.770796,0.45356792,-704.14685
13.218251,0.44051704,-704.2377
15.696051,0.47775507,-704.0479
9.806209,0.6058289,-704.1327
15.247515,0.40058044,-705.9554
13.186026,0.39354652,-706.02783
11.052596,0.44011962,-704.46564
12.773867,0.3851302,-706.43665
15.399447,0.5515942,-704.02936
13.716829,0.5757923,-703.4366
10.122599,0.5493855,-703.33875
12.783699,0.61172754,-703.78296
10.466711,0.6314241,-704.2583
10.56283,0.5118616,-703.23334
10.385367,0.4804329,-703.73553
13.923202,0.60979456,-704.3364
11.891571,0.5224102,-702.819
12.029356,0.54089063,-702.7693
12.995434,0.5138023,-702.91064
16.6125,0.4513964,-704.82983
15.86001,0.46831855,-704.2372
13.051029,0.45738992,-703.7709
14.273268,0.484254,-703.4677
13.838754,0.54309666,-703.1211
14.276147,0.45660022,-703.9601
11.856642,0.5854019,-703.0909
9.978108,0.5046929,-703.6144
15.374714,0.56975377,-704.3483
14.118631,0.57362354,-703.6046
12.605485,0.50150186,-702.9773
12.65675,0.49850276,-703.01324
12.757435,0.55212265,-702.8641
12.277313,0.47555104,-703.36774
9.82696,0.6291819,-704.60986
15.658338,0.5676433,-704.5188
12.211783,0.5039623,-702.9473
12.607603,0.5890296,-703.25
10.8640785,0.55150604,-702.9865
14.785485,0.6012717,-704.7215
10.306071,0.5205426,-703.2926
11.972223,0.5275358,-702.79114
13.497674,0.50444204,-703.0659
12.215782,0.50859463,-702.902
13.594534,0.5430889,-703.0343
11.045692,0.55399716,-702.93616
11.134668,0.56852305,-702.9923
10.230553,0.63123995,-704.3779
9.931109,0.6260378,-704.453
11.160324,0.5811134,-703.1061
10.600151,0.545717,-703.08093
14.079003,0.54843676,-703.2577
11.768219,0.49304768,-703.1188
11.252552,0.5501694,-702.87256
13.391411,0.616112,-704.1913
12.50046,0.6013401,-703.4547
11.081211,0.5320782,-702.9225
11.081211,0.5320782,-702.9225
12.715581,0.5435092,-702.8209
11.28342,0.4851025,-703.3346
12.669058,0.5395402,-702.8059
15.110087,0.4815754,-703.7719
16.188953,0.50375617,-704.14307
10.868941,0.5680951,-703.0665
11.1960945,0.59071845,-703.2216
15.352751,0.47411394,-703.95703
16.051268,0.45913282,-704.45996
12.649337,0.47689268,-703.3375
13.008932,0.5954142,-703.4966
10.483249,0.5393191,-703.13525
13.69792,0.5870821,-703.63635
9.975407,0.5454007,-703.428
11.738255,0.5774568,-702.9923
11.445917,0.5874022,-703.13696
14.184478,0.60445935,-704.3602
13.6456785,0.49879366,-703.1474
13.788456,0.5501656,-703.1511
10.812906,0.47832164,-703.59766
10.995418,0.5365937,-702.9373
