E,EA,EAS
-73.44879708465358,-73.51341814050409,-72.6786
-73.54867623036542,-73.44819606565669,-72.600685
-73.63820250363914,-73.45626570248552,-72.51738
-73.34821589824017,-73.50377328192879,-72.675964
-73.31251343214122,-73.34637513469963,-72.56197
-73.68837139836826,-73.62631692458315,-72.86341
-73.50792923367514,-73.52148397995006,-72.6971
-73.41941497787198,-73.54694316191573,-72.79385
-73.40016229340742,-73.50482370831527,-72.6538
-73.50807141326145,-73.44811000388509,-72.56577
-73.55887687380076,-73.54413217432429,-72.71001
-73.5530524350812,-73.38637236178536,-72.726395
-73.49551972755731,-73.71229413154856,-72.7726
-73.52162713371919,-73.38450260739748,-72.59241
-73.46029788925148,-73.46201134478031,-72.698395
-73.62332988934445,-73.51095658159812,-72.54642
-73.45977405138947,-73.4742269397185,-72.655716
-73.83103710967653,-73.36488495224903,-72.869644
-73.58543316088256,-73.54879382228063,-72.85686
-73.6173715877958,-73.24717709203449,-72.89981
-73.6565575901717,-73.57990696903576,-72.94808
-73.7182847997531,-73.50381946249071,-72.62903
-73.57607500589451,-73.50045638781546,-72.535805
-73.4943740349629,-73.52391229613804,-72.702225
-73.54338482996225,-73.43287864955013,-72.678474
-73.69226351466106,-73.54976552987881,-72.52528
-73.67096205716759,-73.64962760791691,-72.28486
-73.61485519671501,-73.39965224488962,-72.83281
-73.64066021890102,-73.46892513539329,-72.584595
-73.29508347346776,-73.5121259428076,-72.7192
-73.73779830412317,-73.61772891723471,-72.54858
-73.64869163579283,-73.61916912136667,-72.477905
-73.37395107170533,-73.37328371926006,-72.51254
-73.68640942797683,-73.35133924073712,-72.56222
-73.43930642972457,-73.43478447715349,-72.59027
-73.55960237354836,-73.43310238789206,-72.7152
-73.54110966977024,-73.39103228925599,-72.720276
-73.47223941225168,-73.55199921372251,-72.76192
-73.59554282950342,-73.59700018750777,-72.358185
-73.51945464718872,-73.32021486626388,-72.77884
-73.56800804765352,-73.44242758977606,-72.51619
-73.72962179280718,-73.47715177612659,-72.618195
-73.71469111460189,-73.54505046600346,-72.778625
-73.54535207909157,-73.40588147951101,-72.45446
-73.45628624459215,-73.40373546485444,-72.66465
-73.56134379822318,-73.53783020598986,-72.706375
-73.64615089372762,-73.51780880601382,-72.729065
-73.56241011816392,-73.48877909164342,-72.671486
-73.5004731331528,-73.60689279340141,-72.67593
-73.49297953402429,-73.5001899166241,-72.685074
-73.51294512418488,-73.55630832121,-72.65191
-73.41138723334565,-73.25896356619214,-73.01502
-73.52518407406367,-73.70473611443892,-72.68395
-73.57303032372022,-73.44261223039474,-72.80852
-73.58506910275386,-73.45424496489193,-72.56541
-73.61260972388222,-73.55539082234321,-72.98816
-73.477465361952,-73.49992714679021,-72.47319
-73.59450702152289,-73.40899897195675,-72.674286
-73.54891166684965,-73.50200946955346,-72.657196
-73.50337561986561,-73.46394606448828,-72.591484
-73.48810291791432,-73.48040921605758,-72.66467
-73.43204543612336,-73.39891504831627,-72.74075
-73.5069737442588,-73.40347705783329,-72.65732
-73.573537785826,-73.56501871124249,-72.63959
-73.45169418616697,-73.38314618518642,-72.748146
-73.59812832348464,-73.31812005104554,-72.787025
-73.47675351473484,-73.4017214835507,-72.76489
-73.2248091856842,-73.57610320729383,-72.565994
-73.23777532298283,-73.61628177260465,-72.594635
-73.29285474401166,-73.32661230425705,-72.58278
-73.29285474401166,-73.66488860748694,-72.66993
-73.38728751100649,-73.42334470375047,-72.42505
-73.37675596266698,-73.45620716715443,-72.59917
-73.59076148341302,-73.5891995107458,-72.68056
-73.55362630998226,-73.61382471513795,-72.47298
-73.48623567673671,-73.4410520985463,-72.69597
-73.43531805509978,-73.40550633878169,-72.744316
-73.48943716804264,-73.497677711001,-72.62059
-73.3984821234307,-73.49707604799688,-72.73318
-73.44425072581268,-73.55809230626387,-72.483894
-73.45598177640753,-73.52771634546606,-72.57384
-73.49283365008887,-73.54209253218642,-72.56688
-73.47832877998562,-73.29153348479396,-72.71068
-73.54139180820282,-73.46050081934041,-72.563034
-73.5723380423989,-73.4775028094277,-72.82058
-73.4638526047589,-73.51562475746867,-72.71411
-73.50831012711387,-73.32117389153655,-72.46405
-73.61073342717766,-73.45848284953428,-72.717865
-73.53591874667687,-73.43710019943578,-72.48201
-73.31151387133765,-73.56079126852899,-72.765816
-73.49905046592988,-73.56074149965696,-72.76016
-73.56520422420431,-73.35990199205183,-72.61666
-73.41583410245258,-73.54866769976684,-72.447624
-73.41774298979644,-73.315512337258,-72.77709
-73.424916041628,-73.56594525595027,-72.56679
-73.55548739878319,-73.38830579442916,-72.74016
-73.62498639305502,-73.56093251216845,-72.488335
-73.42628542281261,-73.47655567950244,-72.59743
-73.52008674364578,-73.49940495792234,-72.47447
-73.38102662447575,-73.51820557021185,-72.68846
-73.37092928697093,-73.55267999176517,-72.75064
-73.61946468996268,-73.41296891661429,-72.57733
-73.63604903785351,-73.34409059127422,-72.61373
-73.68653444359482,-73.45094095760513,-72.652794
-73.63759120757385,-73.51770459989206,-72.698135
-73.61310143768202,-73.58682100474304,-72.59772
-73.45532987436877,-73.38635820757327,-72.49133
-73.62636365294468,-73.56839365808112,-72.44886
-73.62818444988073,-73.3573768138232,-72.67081
-73.35888933160265,-73.59817306747271,-72.46017
-73.6690007883753,-73.60555364708775,-72.71424
-73.44269088946062,-73.42789572152172,-72.82516
-73.53225592856981,-73.59123980334644,-72.47064
-73.57000208086498,-73.57869935814429,-72.58215
-73.42377141886423,-73.3211749424209,-72.64496
-73.41058137229992,-73.48287534320772,-72.698616
-73.66418036655645,-73.52062667414148,-72.39809
-73.34824299678004,-73.45007418805488,-72.740715
-73.64432759944887,-73.51681781816694,-72.71353
-73.41825212109259,-73.51681781816694,-72.61563
-73.61756697714054,-73.35458858142974,-72.79153
-73.55768457243136,-73.41913943778182,-72.60664
-73.40994455706512,-73.53724171980507,-72.770355
-73.74152048180004,-73.35282138685028,-72.67797
-73.63395721437993,-73.49987740540385,-72.68536
-73.7683384741844,-73.40566009488269,-72.359924
-73.75944622055118,-73.43834509980583,-73.00272
-73.52971835984738,-73.4910425799568,-72.67326
-73.51325441734149,-73.44393147905703,-72.59999
-73.48273152274182,-73.54063499552332,-72.558914
-73.51901524043814,-73.59542355498378,-72.72786
-73.6950842126358,-73.52097185640861,-72.66293
-73.46650714605356,-73.43565519271655,-72.6357
-73.4678551521456,-73.54774413189759,-72.646034
-73.58706826364758,-73.42967655898403,-72.62564
-73.62673913070924,-73.4406394963845,-72.733215
-73.4739731270279,-73.43856939205364,-72.6012
-73.51917291104603,-73.61658447317515,-72.62745
-73.55958860306534,-73.57538106801776,-72.65459
-73.43481020478215,-73.56292854136012,-72.80174
-73.46313063083724,-73.55400829598152,-72.535484
-73.62796962493783,-73.42739305457982,-72.433975
-73.4165061895184,-73.37868187770246,-72.52092
-73.56530350742798,-73.58005718747678,-72.72713
-73.56387257799847,-73.6982323864569,-72.57715
-73.57916135891386,-73.26835694899728,-72.51878
-73.42026065334056,-73.77450806856525,-72.492676
-73.41434522940456,-73.37885630765544,-72.53887
-73.42630066041238,-73.5684382844936,-72.66661
-73.47088380944649,-73.5204167531913,-72.68059
-73.5338972784872,-73.58784281615183,-72.37329
-73.34579753379855,-73.288399581162,-72.43042
-73.49459501244479,-73.76967246077322,-72.72853
-73.63473949283964,-73.59379128623698,-72.44937
-73.40081766530884,-73.61079852240955,-72.437256
-73.4811939432368,-73.58963861527549,-72.63892
-73.4956357629855,-73.58724266040616,-72.88756
-73.4267473831082,-73.37248241264854,-72.86821
-73.57029149509854,-73.4087912506471,-72.76639
-73.51081841553464,-73.50129630527309,-72.79358
-73.43242011407969,-73.41149823143097,-72.765724
-73.5697062726068,-73.46385175788664,-72.65503
-73.48072184983823,-73.48420240687565,-72.56004
-73.5394461701736,-73.58710992217746,-72.90691
-73.42492850016967,-73.4793827625482,-72.84534
-73.59042247940062,-73.53562289828827,-72.601425
-73.48362845026762,-73.60037669154143,-72.636795
-73.60251143789631,-73.42307017891055,-72.747406
-73.36165844193323,-73.57445355363814,-72.481445
-73.36165844193323,-73.49653294700799,-72.452934
-73.64310220343127,-73.47248203289362,-72.73391
-73.59564488113891,-73.46439108286063,-72.76716
-73.5847874745981,-73.45089488986326,-72.89149
-73.5740972048929,-73.33375178623893,-72.803955
-73.42618506234214,-73.3625081425234,-72.438156
-73.32733909681578,-73.41445050423818,-72.73175
-73.4628693700449,-73.37545882682787,-72.574905
-73.48249788515552,-73.61323625638384,-72.55533
-73.49781184027017,-73.4408648583371,-72.45955
-73.45528211066677,-73.49222043769252,-72.625984
-73.47818663403808,-73.41040692258952,-72.547844
-73.42870974875574,-73.34915819774035,-72.46771
-73.6058015948107,-73.5815150355475,-72.60525
-73.57883045874368,-73.5861941561738,-72.77802
-73.57203882316668,-73.62304119421012,-72.72992
-73.50783970761891,-73.48252646354597,-72.453316
-73.40109274105134,-73.3890585906957,-72.72448
-73.58773516610577,-73.55744549220961,-72.47753
-73.58723214303404,-73.57544129452577,-72.61984
-73.52639551995568,-73.67722115316312,-72.88426
-73.58705138931947,-73.48270527582388,-72.607704
-73.62260101816668,-73.59754349218994,-72.75629
-73.36547429739373,-73.43803665298883,-72.72722
-73.45290088411106,-73.48003089342225,-72.497055
-73.3890710191719,-73.50107972141325,-72.78909
-73.41885854892399,-73.579065426911,-72.555374
-73.39134203191144,-73.45127930104141,-72.78968
-73.53862970815915,-73.49506795672839,-72.39955
-73.57547597495109,-73.39925792414601,-72.64576
-73.49668425800856,-73.44076215053569,-72.51308
-73.5526409115349,-73.45861558585503,-72.51839
-73.44220162464434,-73.43764237553165,-72.50093
-73.43558848799123,-73.54236026279104,-72.49896
-73.4001321580719,-73.35090388829013,-72.59873
-73.39784309479501,-73.43467992074156,-72.596725
-73.34726267071119,-73.54009053054959,-72.59906
-73.44062425844041,-73.43820113670208,-72.52955
-73.45285889787469,-73.59765251679337,-72.86379
-73.51907659338251,-73.29723561915718,-72.91631
-73.60405429742741,-73.41764373140933,-72.6522
-73.36893833959239,-73.66428143860762,-72.58796
-73.36992185051312,-73.7013952722423,-72.65672
-73.3894454679479,-73.36871813966698,-72.84854
-73.35871225903739,-73.54907196930569,-72.43988
-73.3581703361865,-73.4744028210521,-72.703354
-73.50707108686838,-73.52401601422729,-72.60379
-73.5305546072279,-73.30217941819063,-72.563034
-73.48007361207439,-73.55014291600959,-72.49211
-73.53489717926254,-73.4335739064151,-72.74626
-73.4337936854698,-73.52457708330546,-72.68515
-73.5112207092299,-73.62872066897262,-72.72251
-73.4743605840629,-73.34418493620703,-72.620735
-73.5247221514492,-73.46289717042563,-72.426956
-73.53571369271981,-73.43367949371697,-72.71716
-73.60802497301302,-73.32118970143102,-72.74149
-73.40983272035365,-73.3578312955747,-72.75936
-73.50674778769971,-73.5125834770121,-72.638275
-73.51685836344058,-73.42997730336384,-72.68633
-73.50596677209953,-73.4702268275152,-72.671394
-73.48751963835761,-73.4709486146539,-72.45411
-73.55518712073616,-73.16831710227714,-72.650116
-73.55828524454444,-73.2412777450907,-72.85984
-73.584161550213,-73.69792972209207,-72.58622
-73.60792132519589,-73.6563020605275,-72.63023
-73.42910603314716,-73.54860514922294,-72.63759
-73.39495918798491,-73.44934780016207,-72.63542
-73.48904111192667,-73.37932767187475,-72.58559
-73.52419672666505,-73.50225157811334,-72.47864
-73.46672916237995,-73.45289265053441,-72.90088
-73.36743303184483,-73.3204164351107,-72.69858
-73.41928690711427,-73.58108447674628,-72.67959
-73.56685816803017,-73.32506586641755,-72.46503
-73.64670331522194,-73.31408839292575,-72.68467
-73.34703051129884,-73.40056380413625,-72.465515
-73.49857290482207,-73.38216842860587,-72.572014
-73.27047629594686,-73.34377084830717,-72.75992
-73.54799910868869,-73.4970934146364,-72.64005
-73.49393694833716,-73.44354580506861,-72.54174
-73.51839680749892,-73.60768693385894,-72.84227
-73.46470831085273,-73.34042509015396,-72.49963
-73.44776597613385,-73.50239490050154,-72.70853
-73.60117053647524,-73.51941903287548,-72.548775
-73.44111623787892,-73.44384322307599,-72.71394
-73.53876614502252,-73.3946359136315,-72.81758
-73.72470755406118,-73.56851738246911,-72.646385
-73.3695506431186,-73.48031799522049,-72.71087
-73.61394998986148,-73.57302945419343,-72.64898
-73.46781199594436,-73.58787497567589,-72.78227
-73.57143225132799,-73.44449124672218,-72.550644
-73.44662404476257,-73.47988898265046,-72.72745
-73.55041297699591,-73.23739965153155,-72.43637
-73.53194575871689,-73.20780164826382,-72.44735
-73.46032584890787,-73.30452782344128,-72.426834
-73.6119813435022,-73.35014130599606,-72.791664
-73.58619830551405,-73.65318428096526,-72.672455
-73.48749248618535,-73.51602628888506,-72.75516
-73.5155870350287,-73.41277746506802,-72.56805
-73.3880355910834,-73.50183464102835,-72.396545
-73.33353387869087,-73.58169120636015,-72.55171
-73.75765543760862,-73.37300612701364,-72.65011
-73.6336330981262,-73.41702842343983,-72.88048
-73.47444748625071,-73.60926896931237,-72.56589
-73.642555908893,-73.55507055381466,-72.96626
-73.42129538100431,-73.48407693779592,-72.826065
-73.55494424722073,-73.43536759820773,-72.983734
-73.53433629802232,-73.44216979480049,-72.644196
-73.40376702762661,-73.48117638772591,-72.496826
-73.67407821026417,-73.4188339904105,-72.605934
-73.71532826528404,-73.49372925804111,-72.431
-73.55332782644001,-73.48145760007628,-72.616104
-73.54892610872272,-73.46007327836527,-72.62651
-73.5556069962368,-73.50746778804655,-72.79092
-73.54537555472902,-73.59282034361038,-72.63967
-73.56746851864531,-73.48140672968037,-72.56465
-73.62332992487417,-73.51191237651472,-72.62315
-73.43954021322442,-73.60124055242882,-72.631325
-73.65465766098728,-73.40050837223018,-72.57088
-73.55602366537057,-73.55630268991747,-72.806564
-73.44073044934177,-73.40537218771539,-72.45055
-73.59820192936962,-73.52935671329331,-72.722435
-73.54473791843789,-73.40228413632727,-72.66841
-73.55694141253049,-73.45753285737722,-72.512535
-73.4927616725834,-73.43678897969747,-72.73514
-73.54771075288676,-73.50941175879737,-72.501015
-73.52553272906488,-73.45828685179052,-72.69281
-73.50798546570196,-73.54703666798208,-72.72902
-73.56222922287279,-73.61350510342575,-72.958725
-73.48693795067106,-73.41947221679686,-72.72301
-73.53627570008918,-73.69624354830043,-72.70988
-73.53299507482444,-73.21685300432885,-72.4583
-73.6468685078678,-73.47837790592385,-72.79265
-73.6098789613031,-73.49612255767428,-72.86848
-73.69042887335866,-73.45097606213206,-72.79322
-73.68770586322225,-73.49581661102323,-72.89595
-73.68770586322225,-73.48158563991029,-72.69744
-73.47490967478186,-73.43394797458105,-72.36136
-73.5068371681613,-73.46265920679332,-72.56185
-73.49836290595519,-73.62165842036971,-72.814926
-73.5098712325723,-73.50754347216187,-72.68158
-73.5030657909034,-73.43205713123754,-72.62446
-73.70144111878813,-73.26746610933941,-72.56572
-73.67671029212164,-73.40284554939302,-72.56738
-73.7627376852849,-73.40706300735029,-72.86145
-73.26843861137685,-73.54161714259372,-72.62839
-73.34793391197789,-73.43956708601326,-72.83084
-73.49364353620335,-73.44632939232973,-72.69638
-73.4713754140668,-73.52906150418998,-72.73671
-73.40616048231864,-73.50262565174759,-72.708855
-73.44333954659507,-73.52263375857879,-72.52847
-73.56447648295537,-73.42781283172131,-72.651
-73.64114824284422,-73.57048236744251,-72.46994
-73.54259858768536,-73.50078117677073,-72.48308
-73.43577495912328,-73.40070967032639,-72.70481
-73.45398090152779,-73.47445868765794,-72.66084
-73.56719715210082,-73.5003365582076,-72.62586
-73.56366219737271,-73.41376963145177,-72.68228
-73.49416911677599,-73.42230088173746,-72.69389
-73.42002594678122,-73.5460012540386,-72.6909
-73.45043950069747,-73.53552040924092,-72.69205
-73.59521315495581,-73.42074108701215,-72.72318
-73.44061278590073,-73.5527125058588,-72.642685
-73.56953560641045,-73.61526811348128,-72.77336
-73.61597847640851,-73.33434874261414,-72.582695
-73.50244469107571,-73.51419397732609,-72.75597
-73.41020630501858,-73.42095427804449,-72.52423
-73.57194756367309,-73.4910623982531,-72.50197
-73.60444324007526,-73.64535862256369,-72.60745
-73.39287014933294,-73.52945538265415,-72.89734
-73.48704772829497,-73.56874788260481,-72.59587
-73.48959890091724,-73.51782119557782,-72.5175
-73.40473468324835,-73.58939011611852,-72.55916
-73.49467268309567,-73.56946611268536,-72.721985
-73.49041730302514,-73.6020951186974,-72.77028
-73.48321833844773,-73.52008861840176,-72.588844
-73.63797419524948,-73.40595464485568,-72.772865
-73.83488208992623,-73.4699187229546,-72.531685
-73.45562315274961,-73.41795012654572,-72.56204
-73.51272198923475,-73.58839858783227,-72.49964
-73.563759341182,-73.4625443618084,-72.81439
-73.49022874542784,-73.59589291236124,-72.48189
-73.5379730227469,-73.35677552584481,-72.58851
-73.39334742178954,-73.30241112054213,-72.76929
-73.39334742178954,-73.43617402613843,-72.705956
-73.43336678684034,-73.3940308452685,-72.60716
-73.57451928781572,-73.55458984325313,-72.61992
-73.43040227990846,-73.43436724956103,-72.719025
-73.48429162753693,-73.37983553781422,-72.69255
-73.53545245629726,-73.4466091936014,-72.76227
-73.64919841609685,-73.4766091758381,-72.75087
-73.6340342068244,-73.3866807726287,-72.820786
-73.6854916712065,-73.42740864682497,-72.636696
-73.51574356297806,-73.40999478902023,-72.62324
-73.51617852987513,-73.3874934731335,-72.75022
-73.54573410882708,-73.30690781563044,-72.51908
-73.53636366547619,-73.60197401739165,-72.72373
-73.52551284166482,-73.64080885311782,-72.45451
-73.50055083288099,-73.4818095581106,-72.55941
-73.48593540832096,-73.47032420369717,-72.75203
-73.61869749004627,-73.31420320365766,-72.67679
-73.44710324035455,-73.62049276347173,-72.823395
-73.49420467222438,-73.53428607973675,-72.57591
-73.45863480117934,-73.49252017135255,-72.57494
-73.54569799057217,-73.4564640073066,-72.54848
-73.53383710125999,-73.61723570264415,-72.70746
-73.54064723830301,-73.3250315325463,-72.667404
-73.53603823626672,-73.5142788038405,-72.55617
-73.47400258773834,-73.36670261307592,-72.67491
-73.52463767882143,-73.48533614282323,-72.601105
-73.52670347696844,-73.56990852482684,-72.56207
-73.44543523837883,-73.63767034271956,-72.66835
-73.54914385945881,-73.32502588146613,-72.74516
-73.4519038065925,-73.53752266828862,-72.6764
-73.67352432269112,-73.46453458768151,-72.80162
-73.47144606730672,-73.42010605426913,-72.67103
-73.51409435691274,-73.4205673818885,-72.6298
-73.47557605463845,-73.46511774258767,-72.48692
-73.45057279639795,-73.6335891958048,-72.65338
-73.4742081385254,-73.57297014118033,-72.473015
-73.46927966758876,-73.49322730615873,-72.8176
-73.48863034791549,-73.41619635036628,-72.72774
-73.47493286504069,-73.53691946108208,-72.51148
-73.39549237828285,-73.50278555234273,-72.65303
-73.52059472957767,-73.47471194864276,-72.4178
-73.541608529205,-73.2851466840453,-72.458206
-73.30850252501298,-73.67152655625415,-72.70845
-73.65571830006957,-73.38952037286307,-72.73505
-73.54538339199092,-73.42902444529274,-72.61354
-73.59126065649593,-73.51618063690447,-72.65043
-73.46980721912831,-73.48642533226716,-72.631546
-73.61487908097654,-73.44498431733999,-72.81677
-73.47875846963679,-73.39630726189473,-72.825485
-73.48002506914708,-73.58753132843376,-72.74989
-73.48223482272661,-73.45058583526908,-72.573906
-73.53004654624706,-73.44325123388711,-72.69615
-73.57699729320952,-73.50074458028088,-72.83027
-73.64376952960043,-73.56228210394474,-72.59011
-73.38756090136603,-73.4711482438034,-72.555954
-73.54613933938717,-73.5340016167045,-72.63578
-73.51896830468121,-73.47302527359477,-72.58145
-73.47788985686266,-73.6710862846206,-72.67175
-73.54019638185771,-73.35386096324872,-72.63457
-73.58303743610273,-73.45185286843784,-72.39431
-73.41045135673215,-73.4328096159165,-72.42546
-73.54230161248597,-73.44332713324624,-72.56073
-73.57381315541338,-73.36982125077338,-72.33785
-73.53392080546583,-73.3870348307018,-72.78918
-73.5737104674769,-73.47343220188313,-72.78049
-73.53749149015331,-73.51574316630277,-72.69574
-73.47471180514464,-73.35221365790306,-72.72254
-73.58331508700564,-73.510314135979,-72.61259
-73.76094649895748,-73.33611176886238,-72.51491
-73.3089978951702,-73.47667702129894,-72.53961
-73.37163644186256,-73.47148818604416,-72.346725
-73.68711803837928,-73.59682190850702,-72.68217
-73.44774740443341,-73.25189019609999,-72.865456
-73.30260798716048,-73.40690990570818,-72.73245
-73.62858727007091,-73.46487710034953,-72.72409
-73.63117690911913,-73.54201044925023,-72.78332
-73.45903393616163,-73.48879499812922,-72.709366
-73.39968971214597,-73.55542053191989,-72.47306
-73.54386634718881,-73.63023907014907,-72.64308
-73.46775921277444,-73.27650423058766,-72.76332
-73.62140048677739,-73.59991153968434,-72.607285
-73.4995126950406,-73.47467969417619,-72.710464
-73.53139968089353,-73.31591188812301,-72.5226
