E,EA,EAS
-705.8552596394085,-702.4589880443611,-692.33813
-705.5439197490865,-704.0238979348935,-689.86816
-706.8982934454383,-702.5270111840367,-692.1256
-706.7289329262417,-702.8427681237323,-692.5359
-706.8204457223044,-703.9384745780778,-691.55676
-706.0916965634979,-703.9677961517448,-691.681
-706.120735573817,-703.7553652402819,-691.6881
-706.2182285542176,-702.1878451776668,-690.3445
-706.3228290739701,-703.5544703212319,-692.1105
-706.4363821604747,-702.9248472860581,-691.5769
-706.3763887299547,-703.7511291150613,-692.0824
-706.4939815161181,-703.0666649733672,-690.76416
-706.8539136924712,-702.6574642565738,-691.7682
-705.658459860826,-704.027722577297,-691.1373
-705.5321972576548,-704.0070743246697,-689.17975
-705.2597730442487,-703.9771201421097,-689.71704
-706.2545422441301,-703.7758919289997,-690.48267
-706.0138247847595,-702.5007659244061,-691.39
-706.5226444243652,-702.5007659244061,-691.1866
-706.073206988797,-703.5205797596482,-691.0582
-706.1377533794869,-702.19020263184,-690.2211
-706.3259822479897,-704.2557351852904,-690.59973
-706.1543489488063,-702.5342061359081,-692.1356
-706.172204070908,-702.6529247916233,-691.6504
-705.6358736808501,-703.0414408783452,-691.68567
-705.5651962808633,-702.6885832946094,-691.4526
-706.6682759941557,-703.0776038457326,-691.41284
-706.5831228099009,-703.3647527646453,-691.2856
-706.6835281325286,-703.42517170465,-691.4761
-706.4359148984723,-703.2658448859515,-691.8641
-706.6078025523259,-703.7925683908029,-692.3935
-706.7167578238552,-702.0756831073593,-690.5243
-705.4162877367578,-702.9045739171967,-691.8882
-706.222546144506,-703.2996718561944,-690.6204
-705.7032567691776,-703.2585214854982,-690.80206
-706.5994792619161,-702.3121417082148,-690.92834
-704.8891545734703,-703.5611731882428,-692.4056
-706.5311637342033,-702.7104679611815,-690.4759
-705.9036365261179,-703.7522895997022,-691.19824
-705.8175705893134,-703.2047681262766,-691.15466
-706.051047591901,-703.3411746953086,-690.854
-705.9932477659154,-703.0876811608495,-691.0709
-706.5182719032114,-702.7613021012539,-691.54535
-706.0637986660504,-703.0618401269089,-691.77466
-706.0732141368353,-704.238103575975,-689.5153
-706.5368937332845,-703.5132506515732,-691.3831
-706.2741348539566,-703.845670519778,-691.86755
-706.2618601212521,-702.4424121417196,-691.7011
-705.5511281836864,-702.7471986101002,-691.8157
-706.2425794792603,-703.3478098255148,-690.13525
-706.4692154500946,-702.190668508546,-689.7577
-705.9392670046631,-703.8672019931685,-689.6694
-706.1612498935408,-703.0814321220619,-689.41724
-706.6617461978767,-704.1253311316125,-690.23694
-706.7255890874632,-703.5607311869504,-691.1013
-705.5806582543713,-703.695190530717,-691.76794
-705.8856324896349,-703.2860331222369,-691.834
-706.4021057481743,-703.2205835645766,-691.3708
-706.5439041603092,-703.5249746631143,-690.99384
-705.7053604379156,-703.5067755296693,-690.7997
-706.5687775655372,-703.4680254418518,-690.6566
-706.2883084943126,-703.8637759706907,-690.64435
-705.9660225331975,-703.6804883593902,-691.96094
-705.3129476804162,-702.5514516838446,-692.3112
-705.4241384376246,-703.199685768166,-692.2811
-706.1622908547531,-702.9747129734149,-691.82623
-706.1350392800357,-703.9415652547823,-692.01196
-706.1892687152447,-702.5003190168957,-690.8834
-705.6890653782077,-703.554599888736,-692.3247
-705.8832735354404,-702.7809178899884,-691.79834
-706.0473590544855,-703.533906384817,-692.14087
-706.3942906130571,-702.9702300641159,-691.5265
-706.104086960544,-702.9710596155855,-690.8429
-706.2963767298561,-703.311195856614,-691.8269
-707.1089077479028,-704.3818135024877,-691.37476
-705.5451420244144,-701.6380047289726,-692.0006
-705.4877206942168,-704.6519211391901,-690.3829
-707.4772491675726,-702.3757766054601,-691.81055
-706.9311766022836,-702.6074827976074,-692.047
-706.1840761655296,-702.5052822412017,-691.2124
-706.802463011267,-703.059328899147,-690.953
-707.0102240742511,-702.526040938387,-691.2318
-706.6575153367805,-702.3790572315144,-691.6652
-706.5838591365933,-702.8997398760064,-689.2947
-706.3225679849439,-703.2226980997507,-693.5571
-706.968636375904,-703.5689603106871,-692.5753
-706.9504246857455,-704.0212820603645,-691.9194
-707.5392583492003,-704.0079642076417,-691.4514
-705.6077340942506,-703.9525627130313,-691.5503
-705.6458029702871,-703.5005372139558,-690.6941
-707.5261749898282,-702.5143082770267,-691.9345
-707.0404476296661,-704.0240413377007,-691.5518
-706.473368736765,-701.8462075487515,-690.9131
-706.6945211754836,-701.9852981688996,-690.66284
-706.1278685820268,-702.2067371389132,-690.5708
-705.8679780294854,-702.6149866808694,-691.339
-706.1190757806969,-702.6460568114729,-690.91156
-706.3733030617002,-703.3024643519767,-690.9336
-705.7076107869884,-702.6534870009913,-691.3425
-705.5186444771938,-703.794633336593,-690.3082
-706.3348742582671,-703.0954688124368,-691.9657
-706.1167764834966,-703.1760228052074,-691.70624
-706.5492213105813,-703.1082530500729,-691.0673
-706.2437065841984,-703.1241043249486,-691.4137
-706.3698069741351,-703.3346240361001,-691.24506
-706.1652565245636,-702.8637258490953,-689.991
-705.5630488778029,-702.0974261681968,-689.63855
-706.0318757902578,-702.3101387700451,-690.76025
-706.1645658989466,-702.7347013977192,-690.8247
-706.9428219638518,-702.6234349237595,-691.04626
-705.6973027664839,-703.9722527545846,-690.0021
-706.1297313216744,-704.65919026424,-692.22266
-706.4197511854383,-703.5433288850795,-691.37506
-706.6601772175516,-702.9990648401041,-691.3172
-706.4908479688479,-702.9519074829611,-690.7844
-706.0528413019669,-704.0078505475319,-691.55994
-706.0057616146601,-703.6738535450074,-690.6979
-706.036917460115,-703.2432815789728,-691.0493
-706.0840487218588,-703.2843971081177,-690.4322
-705.7712116207349,-703.0608166607049,-691.5818
-706.74544422864,-702.5977205869332,-691.98926
-706.8629376072147,-702.6024234893123,-691.41394
-706.1199439444341,-702.7451808649996,-691.02136
-706.8935029070919,-702.7338036602866,-691.6173
-706.5064891905265,-702.9042783860601,-690.7704
-705.8301336619179,-702.9198107054369,-690.8701
-705.176111928178,-702.6005158477974,-691.6075
-705.8803187615767,-703.8248335986946,-690.8467
-706.6123810952427,-703.2983531584329,-691.4748
-706.5381582830895,-702.5415741320895,-690.69324
-705.9385594626871,-703.5496735085846,-691.8636
-707.1730306230781,-702.6569784447006,-690.76733
-705.0471366333738,-703.0283322076874,-691.0771
-706.1735694650616,-703.0617107941961,-692.2238
-705.9576204361135,-703.890377620016,-690.4944
-706.0063122505895,-702.9172384181439,-692.1476
-706.154735424825,-703.4059103947583,-691.9363
-706.2358887147766,-703.1588526075924,-691.6001
-706.5194442366733,-702.7027710709268,-691.70044
-706.7843698351228,-703.2928270670606,-691.08997
-706.6264221888433,-702.86242723634,-690.54236
-706.4328645465057,-704.1129926110515,-692.0243
-706.4328645465057,-702.6299166569058,-691.61426
-706.2270154562084,-703.3201211814167,-691.9713
-706.9002035632961,-703.1270162845618,-691.56445
-705.7200928149484,-703.2325978602289,-690.3941
-705.6588245330615,-703.0728556005571,-691.17444
-707.0508311793667,-703.4596685591637,-690.9192
-706.5438587587541,-703.9300853634321,-691.37866
-706.4733240628146,-702.8973986108062,-691.1897
-706.2970396897879,-702.5340899513154,-691.46985
-706.2232868444128,-703.3666515732056,-689.90454
-706.186066632531,-703.246306706217,-692.2756
-706.637693809251,-702.3363047530372,-692.0071
-705.7232381596361,-702.3207888487307,-691.29065
-705.4153983385722,-702.1344716026815,-691.50024
-706.9449486097774,-703.9522393132629,-691.5254
-705.5582839691028,-702.6206444846853,-691.12384
-705.1803148078859,-703.128731736079,-692.0718
-707.1389728769688,-704.904910346075,-691.1018
-706.1651756609725,-702.553207745274,-691.302
-705.7004210653417,-702.9614329142455,-690.8717
-706.2374360101064,-704.1793371922865,-692.70935
-705.4678168528935,-702.9869389385265,-691.18726
-705.5686421991029,-703.2381337212923,-691.0698
-705.6856222096845,-703.2251680850809,-691.6935
-706.103853671646,-702.5716658771132,-689.99554
-706.2096975277594,-704.1292639375183,-693.3518
-706.1250280054069,-702.2187587319586,-689.10986
-706.3707125905836,-702.5033300648274,-692.1537
-706.1966539112774,-702.8714434905517,-691.5117
-705.8091077827389,-703.1861071061718,-691.2779
-705.161143457404,-702.3115362618652,-691.20294
-706.8816243912192,-703.9492531236235,-690.88513
-706.5165776313902,-704.0632894109216,-691.4726
-706.6706767564724,-703.1655003871124,-691.5808
-706.625567555652,-703.2777192743824,-690.99695
-706.4277987059847,-703.3322487008118,-691.52374
-706.1715454773615,-703.0342432152112,-690.7915
-706.4713928757295,-703.2895993647312,-692.9471
-706.1381354450526,-702.7460681818077,-691.27026
-706.5736032367442,-703.5349006061756,-691.1891
-706.3277914304156,-703.5854827711091,-691.3147
-705.9595985083704,-702.9057086983603,-689.86584
-706.3500852834542,-703.5031594585903,-690.19495
-705.3025315306227,-703.4578682247551,-691.40173
-707.3146003856148,-703.1514001284288,-691.0741
-706.5585831676144,-703.6589693628123,-691.5264
-705.4647916636384,-701.9474337598296,-689.79236
-706.8354561817903,-704.0553272586155,-690.69836
-705.8898774667218,-702.8043665188582,-690.7871
-705.8659524269476,-702.8043665188582,-690.6155
-706.0587868080066,-703.5069052177148,-691.64087
-706.2387894509989,-703.1107379524576,-690.6647
-705.9084148298513,-702.8686886058827,-691.05145
-705.3020737080798,-703.2518787839244,-691.5647
-706.9689961416544,-702.9604350147397,-690.23694
-707.0184277911919,-703.1759002757805,-690.94135
-707.356952484587,-702.5392025998844,-690.08215
-706.1017377109399,-702.6505359658504,-690.344
-706.1385164752652,-702.4726933616975,-692.5635
-706.6331762294574,-703.1408723681147,-690.43134
-706.4532724340436,-702.768228512289,-690.32874
-706.5708504561298,-702.4216221120183,-690.65125
-706.3778371480646,-702.8887765451186,-691.0819
-705.9228237814268,-701.9351717871855,-690.8931
-705.2986351463528,-702.2920036441741,-691.53467
-705.1354112539216,-704.2777402257916,-690.2483
-705.7451032444167,-704.0023822523198,-691.0603
-706.3789291616654,-703.7989429443008,-691.9512
-705.731702088967,-702.7603239897954,-690.87585
-706.0043941863148,-703.132585739207,-692.091
-705.9320275930452,-703.7424015978081,-690.33044
-705.9918177888203,-702.8907010569214,-690.20795
-705.959028435574,-703.2191745206892,-691.2776
-706.4147562767179,-703.0476209838898,-691.63525
-706.0796124917281,-702.8530311747376,-691.0896
-706.3588978663432,-704.0065386075848,-691.431
-705.7081146312113,-702.6899422984138,-692.4984
-707.7626057925111,-703.8970604075009,-690.4248
-707.6380170338625,-702.2909757617974,-690.9901
-706.9442519553725,-702.8929354259878,-690.6255
-705.5218301392192,-701.3269480416091,-690.00684
-706.2662971776572,-703.5763236366813,-690.5049
-706.044617206243,-703.4980524983682,-690.7296
-706.0348453964677,-703.6137438088745,-691.93726
-705.440012524107,-703.9727128776622,-690.88477
-705.8141484058151,-703.071096294058,-691.6727
-706.2148935951845,-703.4125833824507,-691.763
-705.9010759706346,-703.1907582050605,-692.18567
-706.6764319414481,-703.5398766273822,-691.1529
-706.0711606987315,-702.1744733618104,-692.3399
-706.2934337723823,-703.3455827655596,-692.53406
-706.6429384673211,-703.4629150429622,-692.5842
-706.7148767341446,-702.3315724224233,-691.14233
-706.0299758841489,-703.9284093139809,-691.6832
-706.0608556568216,-702.9090655147886,-692.27576
-706.1911111302612,-703.1732821586018,-690.9227
-706.2853996931862,-703.2132177370252,-690.8583
-706.574919157337,-703.3182699769177,-691.0566
-706.4341450199113,-702.8749512236517,-691.4353
-706.4341450199113,-702.9692646898843,-691.796
-705.962501524092,-702.9581603959773,-690.7003
-706.051036691457,-702.9962547914422,-691.6429
-705.6430671904326,-703.6411523137941,-691.92834
-705.7668860919696,-703.7812776582634,-691.5234
-705.2593382500781,-702.7926198673927,-690.59424
-705.3285348838459,-703.3520389717532,-692.0867
-706.7463097818521,-703.5163855293174,-691.32166
-706.3558827992473,-703.4047061453649,-691.60785
-705.8726293532549,-704.0292867342016,-691.45605
-706.4617256608619,-703.0147355027237,-691.5628
-705.3726804286691,-703.509846393319,-692.1321
-705.4967551081633,-703.3871509731189,-690.3281
-706.6813192698393,-703.1576203492186,-691.58215
-706.8659698144443,-703.4154050807376,-691.4385
-705.5344267426143,-703.4267249079071,-691.1593
-706.0157061386228,-703.7762632739618,-690.43396
-706.1476966067144,-703.2378304575594,-691.39905
-705.1359455491315,-702.1765945943974,-690.3386
-705.3151428737661,-701.8891713645717,-690.6062
-705.2839708665857,-702.2865277839978,-691.0642
-706.1281362284694,-703.3347341226955,-691.8563
-706.6645401163735,-702.0949759653595,-691.3162
-705.4167845722275,-704.103550056423,-690.7716
-705.9516438011372,-703.6600672234842,-691.2807
-705.4428308897443,-703.4875360644488,-691.94977
-705.469491211823,-703.5545050522353,-691.11115
-705.7615595346485,-702.489828866055,-690.7752
-706.3092160936603,-702.4760423818035,-690.43024
-707.0250218281776,-703.7743476743408,-691.8238
-705.7495641348033,-703.0974149460037,-690.5215
-706.4531180036429,-703.5611217132152,-690.4678
-706.8679782328048,-703.2056717770788,-690.58386
-706.8309045312812,-703.1516805933225,-690.8993
-706.8224568037292,-703.2413266551787,-690.83655
-706.821367638139,-703.0446508334936,-691.8752
-706.8658117990877,-703.0997263204097,-691.46924
-705.7364290810713,-703.826404011917,-692.31946
-705.7833450811124,-703.1732819042113,-690.7444
-705.9505993620539,-703.4988063552526,-690.6891
-706.0304209264582,-703.5778423605353,-691.58514
-705.7030629123096,-703.5772226741119,-690.17285
-705.722287868449,-703.0954231016651,-690.1221
-705.7041008291864,-703.4973914733616,-691.52997
-706.2813934197666,-703.4788025290907,-691.4169
-706.5340428145955,-704.1603341233125,-690.09827
-706.5610957451647,-702.6953994951357,-691.4254
-706.1263500380323,-703.7785334412579,-691.639
-705.9968428590768,-702.7182972969028,-691.8069
-705.3082202267167,-702.2133998001815,-692.5758
-705.3848501713941,-702.231527957192,-692.4767
-705.2348545507215,-701.9323293202501,-690.0731
-705.0183913234939,-702.371205672885,-689.9349
-705.4947509052499,-703.3258734232645,-690.3374
-706.0453454065882,-703.1860831669594,-692.23267
-706.2885813889766,-702.9880314776817,-691.78845
-706.0818380219055,-702.9995707201131,-691.9335
-706.143047922314,-702.6211323785534,-690.2533
-705.9023498666024,-703.7258440781757,-691.7367
-705.1141744405178,-702.3034583438057,-691.8157
-707.249336554315,-703.4842221427482,-691.4964
-705.3276943475403,-703.2840549552768,-691.6814
-706.3054345373932,-703.0933981650627,-691.3251
-705.8282440594317,-702.7482426496085,-690.8025
-705.4424472781718,-702.8756275207973,-691.33057
-705.8261555223391,-702.9021016634135,-690.62915
-706.1403849120353,-702.8531603199623,-690.85187
-706.3425875188684,-703.3056005050707,-691.8265
-706.1091418023432,-702.6371793061132,-691.20654
-707.1986168143155,-702.5646814606142,-690.85034
-707.3044509552778,-702.7004030298424,-691.501
-706.7931599886296,-703.7830646734526,-692.43823
-705.4460845928581,-703.1076474777972,-692.2624
-705.9896644199684,-703.1827231507372,-690.3254
-706.1839148723766,-702.0328276494201,-690.54675
-705.9096596803843,-703.1483526745966,-691.5145
-705.7840338419679,-703.1212307388321,-691.2042
-707.0777166289037,-703.0189521670695,-691.1303
-706.3344342409719,-703.3789182116907,-690.6981
-706.5032875902334,-702.6751404091228,-690.6925
-705.9937579492705,-703.7765546165299,-691.81177
-706.3381743997885,-703.4621364091784,-691.2178
-706.3270222098429,-702.4317071825769,-690.5724
-706.4351637371511,-704.1982760524616,-692.1728
-705.8823137156634,-703.4759523518699,-690.75256
-707.2720469764122,-703.0080845059408,-692.1393
-707.1428360005818,-702.875799502923,-689.99927
-707.2172527434041,-703.2130605677853,-690.74255
-705.6866134977968,-702.6781835284326,-691.1998
-706.2363429696775,-702.8622714305325,-691.1044
-706.2560733477872,-703.4654829113585,-690.927
-705.8352073494725,-703.2940697514582,-691.5337
-706.4504832731939,-703.3844166403928,-691.4308
-705.8599779153178,-702.527909579192,-689.69385
-707.092263063159,-702.8181946298487,-690.76135
-706.0228791760522,-702.5033147892973,-690.77344
-706.401283738481,-703.2201521915879,-691.3439
-705.8081240328261,-702.991376152178,-692.1981
-705.478421782512,-702.9006068343658,-692.079
-705.4734395925518,-702.1911588060966,-691.85583
-706.2268879665447,-703.8351014309945,-690.48755
-707.149265232129,-703.3421823417694,-691.4723
-706.5111797069278,-702.8078146304656,-690.41077
-706.2600379115222,-703.2488308655198,-690.8164
-705.577064594813,-704.2146127263973,-691.92566
-706.5610194989181,-702.5889154169828,-691.6775
-707.1354562521278,-702.4535460685793,-690.76416
-706.5775419986901,-703.2389348819461,-691.23706
-706.6412214710904,-703.0240498067801,-691.1937
-706.8287157798231,-702.5625375995617,-690.7652
-706.5302553267961,-703.9104930154774,-691.21716
-706.0981940357431,-703.4126869693764,-690.82983
-705.6399084175323,-703.1577898266821,-691.2993
-705.6926068757776,-703.0714981360247,-689.9031
-705.8237256025805,-702.1088888464882,-689.02795
-706.2410634847084,-702.2039020472706,-692.2433
-706.2356080398861,-702.4840494807224,-692.18005
-705.7910038189183,-702.9271532794428,-691.8635
-706.510436521876,-702.6386935274686,-691.22034
-706.1230320072088,-702.2971040644993,-690.7698
-706.574363105291,-703.9780024586946,-692.0707
-706.0512224996996,-703.4353071283897,-691.1422
-706.3987299695217,-702.4443646992305,-690.0498
-705.5174911004892,-703.5308395825323,-691.908
-707.0539962914094,-702.5036830338283,-691.2178
-704.835234440385,-702.8156081489153,-690.83374
-706.5651560071904,-702.7323825163016,-691.7383
-706.5318819360155,-703.6008981159764,-692.25397
-706.6238626645054,-703.7227181409479,-692.0229
-705.8825583871899,-702.7911627484854,-693.5676
-705.9591316118626,-703.7468347093557,-690.88635
-705.2757745446751,-702.1632147994238,-690.7366
-705.7877255231674,-702.8795268077614,-691.1156
-706.2148049515883,-703.1670549370992,-692.40704
-706.2265470623796,-703.0944334572127,-691.48096
-706.2265470623796,-703.1446120654272,-691.385
-705.5778443004958,-702.7798606009419,-691.37225
-706.1222596726794,-704.0477785497872,-690.74506
-705.6123479239031,-704.4067224318965,-692.84955
-705.5448415161707,-703.2102640135067,-690.1482
-705.7119283025386,-702.294583233506,-691.39075
-706.411606680189,-702.9373706381391,-691.4994
-705.968522474391,-702.9738955876504,-691.30334
-706.4516073672829,-702.2826619985758,-692.46545
-705.5876344902986,-703.3756698795531,-690.6603
-707.0046338800917,-703.0947715591669,-691.4944
-706.5556134633922,-702.8356849845808,-691.04675
-705.614031489004,-702.5357043460257,-690.9352
-705.9437995263145,-702.7438227693565,-690.7881
-705.6945635184532,-703.5591584628226,-691.19586
-705.6356140098867,-702.7110779189857,-691.51825
-705.8667983637185,-703.310279910631,-691.3691
-706.5331974639685,-703.4470015715993,-691.36035
-705.8993189130931,-702.9379510145561,-690.687
-705.508753940062,-702.9965246084564,-692.1964
-705.9294770263905,-703.1214048800721,-691.459
-706.622586353918,-703.2757607997352,-691.10803
-706.5937203128652,-703.2725722934739,-691.1037
-706.8352448060878,-703.102682109679,-691.374
-706.4340687597071,-703.4944826098028,-691.0059
-706.4566499330753,-702.4049587216424,-691.44604
-705.2544599486483,-703.9466616584241,-691.84863
-705.1580085255509,-703.5289420387302,-692.2666
-706.6798019335456,-702.5596126128636,-691.9496
-706.5910227575771,-703.477294688303,-690.58923
-706.0964691178332,-702.9800567236585,-690.2926
-706.0444750779625,-702.4206254160586,-690.968
-705.4365091462141,-702.3877013174463,-691.8275
-706.5563449859603,-703.7510685652439,-691.49817
-706.5421176668025,-703.4967337929903,-691.1404
-706.5172626738893,-702.3028700375469,-692.1499
-705.7911195144218,-702.7091604967295,-692.0253
-706.5186440828118,-703.5405466701936,-690.81445
-705.2925538718403,-703.7175008355537,-691.91266
-705.1524653234977,-702.4991417802378,-691.9937
-706.0293078707539,-702.7304041894403,-693.00964
-706.9281359378833,-702.9840354761582,-690.17834
-707.1342609970122,-702.6907760096248,-691.4261
-705.6217910154837,-701.8786427845639,-690.96075
-706.1666462202163,-703.863635731713,-691.3844
-705.1285851193338,-703.2167137489696,-690.432
-706.8535812650621,-702.9121380568442,-690.5438
-706.9344094584901,-702.9352157767621,-691.5432
-706.9344094584901,-703.2655373326704,-691.55786
-705.4824885938639,-703.2092846848565,-690.28455
-706.771374445976,-702.2910592266107,-690.0646
-706.2168061730342,-703.4820549022178,-690.6155
-706.6207058058387,-703.6860268787818,-690.7732
-707.1333932618172,-703.3333375501613,-690.5969
-706.9345490574851,-703.2818565819481,-692.12195
-707.0019012100781,-703.3632215673944,-690.6413
-705.987152039349,-703.6076439596341,-691.3163
-705.7658233210254,-703.1867445342855,-690.51434
-706.1500401561209,-702.7166238173521,-691.01245
-706.2592828033082,-702.7472491673896,-690.55273
-705.8916491648818,-703.6357049272885,-692.2711
-705.6894359971751,-703.328717137466,-690.9968
-705.6293678873536,-703.4351498591216,-691.3236
-705.8521600176558,-703.3937454785168,-691.6134
-705.9231440097506,-703.3120288030408,-691.3943
-706.0770558999009,-702.7389708204178,-690.9879
-706.0116822625591,-702.6176131655438,-691.16675
-706.4056677752529,-703.9343263476931,-690.194
-705.9589212030048,-702.7576979909963,-690.3262
-705.9728697523421,-702.6572467284086,-690.9863
-705.9470619588107,-703.1061352335621,-691.04834
-705.9852864452571,-702.3049301245064,-691.7248
-705.7924500994782,-704.1852638884542,-691.03174
-706.4836579793923,-703.4806704358929,-691.2659
-706.3259759093191,-703.4577458124163,-690.87616
-705.7708480815404,-703.064910988775,-689.87286
-706.418817406633,-702.9769957181487,-691.7269
-706.6123521505591,-701.8638328175946,-692.32983
-707.181087707786,-702.7474761215602,-692.1648
-706.8271839779532,-704.4937565327675,-690.3347
-705.4129354399316,-702.179803267995,-689.8258
-705.9516695142416,-702.4413406504632,-691.3327
-706.5056817348003,-703.0848570947778,-691.0261
-706.5437982945457,-703.0708443052209,-690.999
-706.4887090080739,-703.0526806457815,-691.45605
-706.6968692865607,-703.8271366642169,-691.6157
-706.1891245257398,-702.48979802707,-692.1393
-705.8506138711535,-702.2965245988541,-690.51074
-706.2885861318491,-703.1605792347685,-692.01825
-706.5141394769499,-703.2032319378202,-692.9127
-706.7996580535948,-703.6812950016027,-691.1605
-706.5683447816591,-702.7161046054438,-691.0045
-705.9006279423107,-703.1060376151274,-691.12085
-706.3055458859875,-703.9994969974176,-691.84033
-705.7738211589256,-702.9553787855983,-690.2069
-706.5197652441416,-702.6031919629801,-690.9979
-706.0234499951865,-703.1427068313342,-690.86163
-706.5503851545827,-704.6789678698804,-690.2483
-706.3510769906467,-701.925007190644,-690.6863
-706.2149720648888,-703.0734858608107,-691.0252
-705.7222947461191,-702.9410940349037,-690.95795
-705.6240891572428,-702.8577399411436,-691.19556
-706.4760430401107,-702.3882808206693,-691.7777
-706.3835751968265,-702.1415461636248,-691.38293
-706.3598705920535,-702.5397907809643,-690.3539
-706.1443133257897,-702.9927629370832,-691.0134
-705.2973818383314,-703.4231151760332,-691.18933
-706.1130706352822,-702.9272192352556,-691.5352
-705.8199838829725,-703.8739128412011,-691.36316
-705.834657198239,-702.1861901416355,-690.9512
-705.8794586283403,-702.2047866565231,-690.6754
-706.066500737789,-703.0193930095111,-691.9783
-706.2106608698637,-702.9636643268767,-691.88196
-705.9134392569023,-702.9685240691501,-690.5553
-705.9253824839093,-703.5286674862115,-691.0437
-706.4263763151423,-703.3965092955883,-690.63635
-706.123259164078,-703.9695897856795,-690.29425
-705.2096875812562,-702.7770687710873,-691.68896
-706.480857607086,-702.9375539879643,-691.1514
-706.6716804711327,-702.5524310147398,-691.4794
-706.3614685084348,-703.1562732635848,-691.7028
-706.4817422077822,-703.9142741027138,-691.73706
-707.1007000515176,-703.0582709616833,-691.45435
-706.5066206565575,-703.6861305518914,-692.4363
-706.0040748107344,-702.6279589369726,-692.06335
-705.6615122231502,-702.8939805598752,-690.3657
-705.280163802093,-702.264371691691,-691.73114
-706.2512975198201,-702.7924274703003,-691.59985
-705.8327731027414,-702.2814473543756,-690.9127
-706.8131615320301,-702.9546302860999,-691.42944
-706.5610477747741,-703.1261946311797,-692.19196
-706.3437495293085,-702.6488453542306,-692.2166
-705.6527145284996,-703.927226979548,-690.4606
-705.6068252064288,-703.6135301647585,-690.5496
-705.6936720621328,-702.8732729265341,-690.35425
-705.8913598690099,-703.74192153926,-689.94885
-706.243989540383,-703.6610390417711,-691.79285
