E,EA,EAS
-139.96673151495767,-136.7236147435327,-134.25882
-139.51906570215786,-137.1856499885822,-134.36523
-139.33870115308406,-137.09872124397717,-134.65845
-139.22589982333142,-136.4839243641746,-134.3959
-139.5135644608042,-136.40089376491864,-134.01881
-139.65117516729367,-136.43379222869532,-134.36618
-139.61228070311904,-136.82259251752174,-134.25952
-139.82594954347212,-137.14785106570724,-135.10577
-139.80892519512685,-136.8784005105707,-133.57855
-139.60481164230697,-136.96295645696833,-133.68005
-139.97545326436364,-137.42357080964516,-133.8969
-139.58235311217194,-137.41630396642407,-134.47272
-139.39720617956874,-137.42118311380673,-134.44424
-139.8264789379434,-136.7837420915739,-135.21974
-139.74519889418204,-136.56379049580713,-133.80106
-139.6149846552777,-137.02930774074156,-134.89883
-140.06446284516284,-136.88291243439397,-134.56314
-139.90719114646856,-136.88160211199366,-134.34457
-140.1294291473516,-136.50276790531686,-134.37613
-139.99230541578152,-136.34457271842567,-134.75104
-139.84468464892186,-137.55330931339236,-134.35356
-139.9888742210437,-136.7956026349865,-134.53674
-139.61532090763302,-137.2385927459408,-134.5842
-139.5590231831096,-137.36114673975524,-133.88403
-139.55441496288535,-136.743126388058,-134.73589
-139.63440529660733,-136.80867742087014,-134.76828
-139.94517635878205,-136.8839651671364,-133.97754
-139.91237797081297,-137.06346596445542,-134.41653
-139.81828169234066,-136.77042378723155,-133.85344
-139.78774216275676,-136.62291749269428,-134.9401
-139.5337967670638,-137.28401514269257,-134.21269
-140.10736621255876,-136.35186119130577,-134.65337
-139.86013393222072,-136.8435089374039,-134.95494
-139.85140775538105,-137.1283088568356,-134.87067
-139.7802081362209,-137.02488273881764,-134.7043
-139.70122844744498,-137.23248854880217,-134.78828
-140.02429167343712,-136.46925218402683,-134.30542
-139.7743276603958,-136.76718379284932,-134.58461
-139.96468356035987,-136.45500906165626,-134.3912
-140.1016864035896,-136.73522398992583,-134.56262
-139.92514805814284,-136.61751974524765,-134.40509
-140.17813236660425,-136.6322648185619,-134.95753
-139.51041531548088,-137.01776804506983,-134.2665
-139.45489460127567,-137.65298596588536,-133.53296
-139.4024374144398,-137.6863829865405,-133.70575
-140.12420800196796,-137.51336123621866,-134.02737
-139.42412288520825,-136.4268768196605,-134.72076
-139.91118548262148,-136.4268768196605,-134.66727
-139.7967651207801,-136.66071922001512,-134.19122
-139.70500631918546,-136.4421293243501,-133.71042
-139.85849203354087,-136.85930231430274,-134.03761
-139.9723108452007,-136.49189370304367,-134.91382
-140.0191346784653,-136.98121126425497,-134.47693
-139.6069351315727,-137.0523143352449,-134.68974
-139.69372339288708,-136.78475319501703,-134.5478
-139.92049334399084,-136.87632816789778,-134.50134
-140.12331723418808,-136.82647585131969,-134.3516
-139.80170651211697,-136.8615273080459,-134.79626
-139.72710355391396,-136.54000033048308,-134.49103
-139.99574173552426,-137.73357785071886,-134.91168
-139.67243112875695,-136.56223188221094,-134.47548
-139.47286932046552,-136.7059057870131,-134.46762
-139.97060896169535,-136.50685419910445,-134.36386
-139.56892779551978,-137.09879094570005,-134.35606
-139.90425875878086,-136.75199587403193,-134.38031
-139.40709086949968,-136.99128675054888,-135.12704
-140.03221312171274,-136.9259177598862,-133.89264
-139.6352369243459,-137.04167371616853,-134.69743
-139.6043200501346,-136.80168126454313,-134.51395
-139.8248300101776,-136.8569953321725,-134.25288
-139.59959477110021,-136.75408740043275,-134.15103
-140.09243794203945,-136.6105701171515,-134.65489
-139.56612673615555,-136.910680920823,-134.9076
-139.6411687262418,-137.44807358475907,-133.75598
-139.88323617840396,-137.31624403815124,-134.32489
-139.91430026166967,-137.36460503331847,-134.75797
-139.7689361731349,-136.33299965824315,-134.93915
-139.6052499506675,-136.19257750040504,-134.9844
-140.10252704414108,-137.1626225624577,-133.82822
-140.03922087697418,-136.33559902245858,-133.71442
-139.8387933298768,-137.38478733363968,-133.56512
-139.64579852907127,-136.836224265189,-133.33511
-139.79699676079113,-137.05179276428265,-133.69719
-140.03465879981633,-136.96551742519182,-134.69443
-139.77423274594327,-136.9493255984282,-134.59775
-139.56612042594347,-137.29804495158274,-134.9268
-139.78467351846143,-136.75032594184498,-134.8161
-140.0883150975391,-136.57825813362598,-134.70616
-139.41146505920096,-136.62434692436887,-134.19629
-140.18510369925247,-136.6298442017524,-134.19147
-139.99853723356787,-137.39241196831642,-133.98627
-139.64729301241343,-137.29884639365252,-134.69043
-139.00656687403875,-136.4385468360154,-134.73694
-139.11840896823867,-136.91822522061864,-134.81699
-139.82421907798746,-136.8642670715726,-134.81064
-139.81875122268622,-136.9282797771217,-134.98343
-139.71837285860846,-136.6118565635446,-134.64621
-139.67928620546206,-137.49262722283973,-135.19861
-139.86332249416097,-137.116279900535,-134.95425
-139.8186150483037,-137.05942227571126,-134.98152
-139.74192357924426,-136.68684938596778,-134.91013
-139.67252767020904,-136.77142490634176,-134.45755
-139.91856849976972,-137.06396414199043,-134.6087
-140.35642478404856,-137.40419021498008,-134.29846
-139.264969229801,-136.44374114172325,-134.8363
-139.17049845020742,-137.09786317646572,-134.01308
-140.56149513573496,-136.5731514917416,-134.92447
-140.07733288642697,-136.70533191115885,-134.7646
-139.64880679989813,-136.54646780748521,-134.72443
-139.83681010450104,-137.16196071690382,-134.1591
-140.10507136344685,-136.46920787157745,-134.18393
-140.0676071806629,-136.66000048904388,-134.82523
-140.03130504999035,-136.43989611012273,-133.83301
-139.83723554859986,-137.27517161018713,-135.44339
-140.11418821055125,-136.99577012889307,-134.93668
-139.99943964979678,-137.40659492494967,-134.74239
-140.47932293317945,-137.59136141457742,-134.18898
-139.4990817022417,-137.53277699663954,-134.53581
-140.0794232268894,-137.16413774682115,-134.54733
-140.41261171781957,-136.34139100860975,-135.11142
-140.29921133693705,-137.35308327285668,-135.02066
-140.15782527252713,-136.52087482592236,-134.84969
-140.33214877290726,-136.32881255266827,-134.14288
-139.90063077849715,-136.78896060780642,-133.89017
-139.66294072437563,-136.9541109432967,-134.71635
-139.84312008369366,-136.84178477916285,-134.1583
-140.1749007979775,-136.71860226527303,-134.26033
-139.88455765590183,-136.64995886242397,-133.9051
-139.72212557122157,-137.11474728804345,-134.25388
-140.08172314031142,-137.25436194878242,-134.745
-139.38198983928004,-137.06949657108254,-134.78766
-140.3073798593593,-137.1061382933901,-134.12117
-140.0599371802702,-137.1187198452254,-134.28885
-139.63185816011867,-136.53056457228547,-134.34346
-140.0873919453099,-136.3180233866206,-133.82697
-139.44420443323241,-136.3741496695628,-133.51328
-139.8369145678035,-136.470052092463,-134.3737
-139.85649268734076,-136.54298612568326,-134.42812
-140.01827840680937,-136.76310761195427,-134.48553
-139.7642202570668,-137.67818565813985,-133.28484
-139.8065819496246,-137.19230687677333,-135.03107
-139.99641258201058,-137.2440804732584,-134.42978
-140.33629636072502,-136.5225205889497,-134.5466
-140.25200565762324,-136.88837079863987,-134.56409
-139.8212171976418,-136.87275376031698,-134.23883
-139.64868258389077,-136.87982274347618,-134.40955
-139.84172589579975,-137.0111073356126,-134.69562
-139.99518859236562,-137.1308433096854,-134.23123
-139.74005294285504,-137.04551538371643,-134.61624
-139.99895873322825,-137.18111342157317,-134.63591
-140.0272323145412,-136.8241975691424,-134.39145
-139.7917106663586,-137.1595756710115,-134.15953
-139.8897320763401,-136.69871483381837,-134.96768
-139.9559850097417,-137.00699198880244,-134.39052
-139.78066124109444,-136.5097893085869,-134.56947
-139.53105481749122,-136.54803037644743,-134.57742
-139.86381274194576,-137.37694177555494,-134.55716
-139.9109007726473,-136.97666332089955,-134.45958
-140.08322548670867,-136.55595096009682,-134.23117
-139.78321668833257,-137.02333065489827,-134.71149
-140.15287540600747,-136.4472788462108,-133.77557
-139.31415902868355,-137.30545134585188,-134.14343
-139.66814836364264,-136.34204379408783,-134.75595
-139.71947366041448,-136.67429587702458,-134.22894
-139.85001413220908,-136.93496240546133,-134.71196
-139.69683959373504,-136.88351962513457,-134.73619
-139.97723064200392,-136.63334584781708,-134.94649
-139.87615011229735,-136.79145867334552,-134.81946
-139.47851023878087,-137.5236399252733,-134.4619
-139.45001049662775,-137.49745531584557,-134.20825
-139.4945789900658,-137.09953828937472,-134.95496
-139.4945789900658,-136.6058468898508,-134.83049
-139.60458978594957,-136.58023913466178,-134.4048
-139.82650696176742,-136.54669582960986,-134.56596
-139.76570151930025,-136.53752597135548,-134.24019
-139.6808202076145,-136.56599917708564,-133.88565
-140.08065199648098,-137.39655985350743,-134.18661
-139.81015602363505,-137.02838479185274,-134.86235
-139.8818475251269,-136.46799388169597,-134.33563
-139.65170348303678,-136.9048478211898,-134.75665
-139.70900224739097,-137.34664149280974,-133.81387
-139.716318200987,-137.14983744981595,-134.79147
-139.94715164744693,-136.83222029934217,-134.67038
-139.57804933652687,-136.23172843978926,-134.46336
-139.56132719919384,-136.5248293300402,-134.2336
-140.19199644979244,-136.88729628074685,-135.00874
-139.48642253086695,-136.73960391084353,-134.7179
-139.40660346613373,-136.45847962971231,-134.61282
-140.32266167190576,-137.25752557027468,-134.49652
-139.84796590340287,-136.93422529885595,-134.2551
-139.25423199039318,-137.37128304611178,-134.54979
-139.81178617142356,-137.66375458395441,-135.31796
-139.62213885315018,-136.74907343668184,-134.42123
-139.40338774087937,-137.18974484595716,-134.08508
-139.453749189589,-136.44481497030213,-134.82452
-139.6288302873245,-136.8093875891387,-133.66415
-139.89755256787902,-137.19419629758823,-135.37505
-139.97795473212773,-136.8541140216553,-133.43156
-139.730609257327,-136.7243337976227,-134.9768
-139.83286482526142,-136.95257441166376,-134.14276
-139.43341058671788,-137.1453352060469,-134.30148
-139.14903286013597,-136.4717421217829,-134.65329
-140.2468105293229,-137.25472459710244,-134.20905
-140.14175655633474,-137.12785621762765,-134.56581
-140.2759387689319,-136.78597183210917,-134.55096
-140.18393300214584,-136.966814554893,-134.46733
-140.07272824244637,-137.14577860680427,-134.49341
-139.70970416274767,-136.643625446457,-134.14746
-140.10988270762735,-137.06011465966117,-134.37991
-139.98797171530114,-136.6298774111058,-134.53001
-139.67668671635738,-136.98233356735375,-134.13557
-140.12273876465594,-137.07909510704712,-134.51389
-139.6064401757825,-136.45047214071357,-134.02686
-139.91074885666086,-137.51901844129458,-133.72513
-139.5609404474396,-137.44781365381004,-134.42316
-140.05698386068676,-136.78071178170939,-134.52219
-139.7696817142031,-136.89137443242885,-134.83267
-139.7748425493872,-136.8578345342164,-133.45326
-139.74872134983633,-136.8014675664415,-134.29236
-139.91690823900885,-136.774495259234,-134.26819
-139.52548491240145,-136.774495259234,-133.99289
-139.94090884176475,-136.7902698754562,-134.94502
-139.91212146917292,-136.73437566300413,-133.87927
-139.5264926933607,-136.8539789198783,-134.61163
-139.8157463276716,-136.72495468028424,-134.12442
-140.30078402512078,-136.67543264468367,-134.40692
-140.52154006773816,-136.98432508007772,-133.67368
-140.62723320188783,-136.02927938314087,-134.43117
-139.81347532975656,-136.54065396571718,-134.18726
-139.79925979289024,-136.60684693763136,-134.89339
-139.9277011476004,-136.83155607122166,-134.10214
-139.9260050590495,-137.1325790867965,-134.25879
-140.25237951656413,-136.81744510781758,-134.25273
-139.8062752966322,-136.71208964233134,-134.2499
-139.63752124324967,-136.64638884586356,-134.49643
-139.58661570893767,-136.51396892254246,-134.47275
-139.57809530746638,-137.17911192305303,-134.25113
-139.57900795125002,-136.92575148190326,-134.44063
-139.8990214066606,-137.4799520457255,-134.65617
-139.71974674816795,-137.072490468792,-134.36998
-139.60923438874713,-137.1195292077069,-134.95882
-139.63264849618992,-137.48567309252732,-133.70145
-139.93138834543817,-136.15631708682332,-133.51534
-139.5581709868032,-136.4526145665747,-134.31139
-139.9900931303771,-137.01968463867948,-134.84134
-139.8622215538528,-137.256659620846,-134.21487
-139.99232250028246,-136.92396198728363,-134.66318
-139.46732412475276,-136.87452732719018,-134.6341
-140.18751971750908,-137.22977045472118,-134.19666
-140.16915962465205,-136.72764019795957,-134.24883
-140.01634648669065,-136.90747584506633,-134.33127
-139.5925965044185,-136.2814684644416,-133.42404
-139.53916790671667,-136.48327148536438,-133.87877
-139.73133123639576,-137.09754129460106,-134.32944
-139.95857737389906,-137.4890789338241,-134.60464
-139.32300953851671,-137.17221663443394,-134.26231
-139.6188763844347,-136.61794369356338,-134.68835
-139.79741184985528,-137.2570082565661,-134.9604
-139.5547611174818,-136.5917954802771,-135.11096
-140.09342889598543,-136.7423107642546,-134.8262
-139.7695505295537,-136.60289589952998,-135.26726
-139.71343922547723,-136.80480719177982,-135.28098
-140.0804222065896,-136.5308940831498,-135.13522
-139.95327648739186,-136.6857620965955,-134.33958
-139.8025632261173,-137.2349414847459,-134.7508
-139.61258529213416,-136.6095071128517,-134.86879
-139.9479194796682,-136.73822061097914,-134.10742
-139.80259131906104,-136.95433834922437,-134.09485
-140.10957519779535,-136.76449030436228,-134.2651
-139.6316654001199,-136.85610191309564,-134.56903
-139.6316654001199,-136.83588553964853,-134.44391
-139.9434529855246,-136.7959936838226,-134.49504
-139.90302964901468,-136.6340216673201,-134.69629
-139.72522237509227,-136.68748856407402,-134.92438
-139.75743456076137,-136.6798369679127,-134.82071
-139.29484608643878,-136.37541918748133,-133.82156
-139.13439177675411,-136.96143541211256,-134.90285
-139.9325035137148,-137.03821187410065,-134.31235
-139.8266351934695,-136.36488895655097,-134.40459
-139.67072574525895,-137.28869711209813,-134.33405
-139.81674653698127,-137.14568662835563,-134.75531
-139.43567459841995,-137.05733950603943,-134.90807
-139.397965747373,-136.66256389617,-133.93893
-140.15335815767676,-136.97659302445248,-134.79175
-140.17501662449428,-137.11242473072105,-134.87494
-139.66057157276884,-137.17513750787782,-134.78282
-139.74326551770983,-136.76493195087548,-133.65814
-139.601011268132,-136.8431272736276,-134.83926
-139.517874568913,-136.51972978004704,-133.90387
-139.59385890671203,-136.5125250015584,-134.1244
-139.48130433978503,-137.00135244636888,-134.72986
-139.91860415047375,-136.8433156500764,-134.60822
-140.17428168143277,-136.6429381566607,-134.62949
-139.2460998082968,-136.83446483604766,-134.44273
-139.62185034457465,-136.6971633396465,-134.2629
-139.30201030109424,-137.02616809323234,-135.01353
-139.36869886623708,-136.93228852659757,-134.36649
-139.43436110504308,-136.78385700125716,-134.6568
-139.90642168358093,-136.6150357571496,-133.63899
-140.22516815221405,-137.06519637784044,-134.69946
-139.62054081301548,-136.75509826160436,-133.94623
-139.98305567969885,-137.0162459453158,-133.95087
-139.93780705090293,-136.72845938615347,-133.99016
-139.9127005382013,-136.93957237382048,-134.04921
-139.8437704684305,-136.50979556196594,-134.38126
-139.8390720255547,-136.70153936854732,-134.67644
-139.75741089653386,-136.94474642374954,-134.5633
-139.5158202045715,-137.41236123216223,-134.91135
-139.556404391841,-137.3498347091632,-134.55446
-139.73753934610556,-136.88268660229974,-134.49438
-139.9085666443295,-137.09612879089184,-134.58447
-139.36851330340687,-137.3061790667864,-133.85834
-139.37801572372095,-137.01616852821593,-133.73862
-139.4080946393998,-136.5126245925457,-134.82181
-139.5699279090013,-137.01492722428782,-134.27206
-139.6610704346246,-136.66232796245808,-134.03268
-139.94450326703733,-137.2736152376915,-134.42642
-139.82421967530038,-136.87773400770686,-134.47244
-139.68761902300463,-136.97091206587166,-134.60251
-139.5057528774771,-136.72114862668084,-135.11603
-139.36127486805577,-137.04315968529198,-134.90521
-139.4348450884243,-136.86020217067735,-134.14093
-139.2775609289929,-136.21502756320035,-133.82483
-139.56610356218377,-136.59615245644738,-133.60458
-139.80215258909269,-136.69812691052482,-134.98416
-140.01287741112537,-136.45371965883982,-134.9512
-139.59254965330945,-136.56398930757604,-134.91295
-139.78974589284906,-136.63268952800814,-134.07603
-139.7150822116422,-137.0314211236506,-134.55334
-139.37409543215102,-136.51183950780057,-134.62799
-140.15084066821504,-137.14405946000696,-134.17825
-139.54746447365636,-136.5717053764883,-134.2669
-139.93799308922706,-136.6706355696333,-134.39319
-139.79796807581639,-137.09118223333547,-134.46272
-139.67980293174946,-136.87734204664798,-134.34094
-139.5300003447851,-136.70566951719138,-134.36455
-139.5867213981348,-136.3445408989152,-134.33765
-139.83326810666313,-137.08855609447232,-134.49174
-139.80689076923414,-136.80425505689735,-134.03905
-140.09638519655584,-136.62387130637308,-134.62808
-139.9467992357454,-136.58330999922876,-134.63579
-139.86932292810198,-137.30054388978775,-134.88556
-139.61585505896932,-136.5151054122192,-134.57828
-139.95956127396573,-136.39380166071555,-134.15344
-139.51092664903047,-135.91882705687965,-133.55922
-139.68641681678213,-136.78182248653007,-134.41241
-139.2031092365251,-136.6963990522766,-134.50728
-140.19722720495037,-136.77886298162593,-134.5342
-139.83884913063912,-136.56113711314114,-134.2728
-139.94316144459063,-137.15329135674767,-134.61066
-139.65917725028328,-136.7134066451291,-134.32866
-139.75793878099807,-137.01661492560507,-134.49568
-140.0162321397096,-136.7181816767659,-134.07297
-139.7813688250043,-137.21876404903463,-134.81732
-139.74440762473984,-137.00651662311046,-134.61472
-140.54652171717152,-136.65976734883114,-134.9096
-139.8961944798389,-136.9186783633579,-133.94731
-140.35485661464577,-137.12870598515374,-134.33598
-139.54492148136848,-136.83267737961447,-134.57263
-139.93394820140043,-136.70508202511454,-134.39581
-139.72550875074668,-137.02663988147447,-134.19736
-139.7454456166889,-136.46645910017853,-134.06158
-139.9471201600473,-136.25391961139653,-134.06006
-139.59973846119595,-136.2912211472536,-133.50217
-140.30851276462522,-136.74776547667818,-134.37802
-139.87698067411745,-136.74812532131813,-134.44957
-139.85211920261145,-136.7435663052884,-134.79443
-139.67614282976598,-136.96374640986238,-134.6535
-139.3146307185266,-136.93117424757838,-134.40605
-139.2067771694566,-137.0679505741905,-134.52321
-140.21420077603716,-136.73472256027702,-134.18185
-140.36312954781368,-137.0788742919012,-134.66263
-139.86905539374018,-136.82974345198545,-134.10806
-140.0565926873671,-137.64005583241638,-134.53143
-139.41688223878464,-137.5107468787964,-134.94936
-140.02621464336616,-137.1527973905168,-135.01123
-140.1937792902965,-137.11531217774672,-134.2775
-139.7637344784328,-137.22798898758026,-134.31062
-140.24625904098525,-136.88447606632678,-134.26859
-140.37627692210728,-136.67939891035752,-133.97015
-140.01234174540093,-136.9295563323266,-134.48485
-139.8444757724866,-136.7089630489303,-134.46179
-139.67648813297566,-136.60277807924723,-134.71304
-139.68066459337464,-137.41160966719644,-134.01787
-139.76905908098237,-136.83086971831477,-133.31116
-140.0193457920593,-136.98791886973527,-134.87387
-139.70501502793815,-136.9603881162705,-134.88647
-139.89352061868755,-136.67405943933218,-134.62613
-140.00965036494762,-136.82285688569735,-134.71875
-139.66503330148382,-136.050455574906,-133.7084
-140.1023948911362,-137.2595278375528,-134.86227
-139.81957021914795,-136.4871184528855,-134.53984
-139.97027886825316,-136.5937966533436,-133.82434
-139.520681830632,-137.13717827811237,-134.95166
-140.18853249285766,-136.5270333936994,-134.4679
-139.28315244058865,-136.67301618594536,-134.16466
-139.94755819490643,-136.83654472864092,-134.89703
-140.0278165358788,-137.32008434656223,-135.33473
-139.93180539564693,-137.22396686783202,-135.0055
-139.74031825338085,-137.08240634422407,-135.27663
-139.76446798468191,-136.7194797910485,-134.01894
-139.66916147604962,-136.33434839300048,-134.4184
-139.82298604528148,-136.49135293188016,-134.61203
-140.11230384068716,-136.94381792136102,-134.70105
-140.11271022198258,-137.14408920203323,-134.91898
-140.11271022198258,-136.70972593475318,-134.5225
-139.51391409977165,-136.9689859537986,-133.98456
-139.7820523574595,-136.85169003592847,-133.97777
-139.56877139748968,-137.33090611024807,-135.34628
-139.56128908654443,-137.1138820730681,-134.16223
-139.61667795524318,-136.75181097276396,-134.35036
-140.20290488121066,-136.36234993505516,-134.52736
-139.99679406373835,-136.60844490942915,-134.16154
-140.30665604284735,-136.30212108378146,-135.06454
-139.12045130890596,-137.01730619484934,-134.08636
-139.80686346096198,-136.78483955307536,-134.65543
-139.91906352421532,-136.4512558507479,-134.57004
-139.5222375679001,-136.84917634712144,-134.64192
-139.53306137507542,-136.76342001682002,-134.50116
-139.5041769956126,-137.1423387756097,-134.03383
-139.68931309723033,-136.49797603640815,-134.31018
-139.902938991193,-137.41126641177144,-134.45358
-139.99533467378473,-137.33060598437896,-134.41531
-139.57062093567924,-136.81667650967867,-134.20871
-139.44868309978025,-136.6800574035238,-135.03397
-139.80993013175924,-137.06385157813187,-134.54314
-140.0630370330895,-136.80278821473894,-134.44167
-139.93371702112893,-136.83300006245594,-134.32805
-139.88547270374897,-136.87059980183767,-134.66327
-139.79791836683464,-136.84560197523172,-134.7373
-140.05455364372736,-136.77837082351854,-134.82928
-139.31910881077943,-137.43157742761014,-134.3579
-139.4984230875244,-137.51258068945037,-134.8096
-140.16919431732873,-136.43379225410678,-134.60722
-139.94723367427662,-136.94355078110777,-134.24423
-139.59877571479277,-136.92602071166945,-133.80006
-139.86206731834523,-136.5762801351675,-134.13396
-139.67188688097266,-136.78835361200024,-134.52608
-139.73558553677583,-137.15204534106024,-134.86302
-139.90257993658824,-136.5864774569152,-134.37137
-139.89808391670746,-137.06126494982996,-134.55699
-139.47115311251784,-137.37666464177758,-134.73387
-139.9074997821229,-137.5098053112048,-134.29527
-139.4235083595479,-137.11634847347256,-134.78691
-139.35138454140952,-136.86951298418947,-134.5893
-139.9614577101329,-136.25689013056368,-135.03955
-140.5818700340562,-137.0456421990463,-134.02298
-140.05433717724617,-136.77243178613645,-134.50343
-139.59725094819348,-136.63636854331102,-133.94652
-139.89506364737207,-137.0028140635491,-134.92407
-139.35327219341352,-137.29111513991984,-133.6537
-140.1019837837601,-136.32954779843314,-133.88257
-139.87000668160124,-136.36578293234334,-135.02744
-139.87000668160124,-136.6810014495625,-134.91959
-139.4006634145885,-136.82554567511465,-133.72733
-140.13436119562056,-136.5933615022168,-133.87366
-139.6812887129894,-137.14874209479945,-134.249
-139.9259954195553,-137.1328919811168,-134.18114
-140.1949866939218,-137.20334019052032,-134.2537
-140.312760407734,-137.18590074851758,-135.12534
-140.31245399450606,-137.09578001693353,-134.3237
-140.01715734744465,-137.3954799716833,-134.61542
-139.65976528876655,-137.02080040899972,-134.01544
-139.80863211932117,-136.75006676867974,-134.57106
-139.8998068715255,-136.29874782556422,-133.97394
-139.7440044235847,-137.0689636025698,-135.01752
-139.64607637234064,-136.95806992224556,-133.96494
-139.57938869036496,-136.66928935813726,-134.24329
-139.64204404009433,-137.01118717551498,-134.9935
-139.89015237557567,-136.56766353021027,-134.61932
-139.65923713957017,-137.22179277159648,-134.66417
-139.7180776138105,-137.01281746547573,-134.33772
-139.8023453738139,-137.2102482730841,-133.96075
-139.7857272163052,-136.83291349455487,-133.96915
-139.77118532980793,-136.93438811836978,-134.45877
-139.77268786338172,-136.52839040763558,-134.41556
-139.77967727974084,-136.56652418864172,-134.75748
-139.59769209533388,-137.20638547785225,-134.44005
-139.94674155801698,-136.89462621214648,-134.35341
-139.89237341862605,-136.87507706615511,-134.08916
-139.53810009185705,-137.40894873516666,-134.01456
-139.96460866518962,-136.67470365772695,-134.6843
-139.86500091014324,-136.46962488635907,-134.88086
-140.43699294776096,-136.6229503951454,-135.10902
-139.97642261678487,-137.2998434419279,-134.03487
-139.51442127091704,-136.23541983598665,-133.78604
-139.66233679241344,-136.63596217221556,-134.02516
-139.82417590032765,-137.06057239729952,-134.3996
-139.8804240354748,-137.0269521143842,-134.23314
-139.85169081147566,-137.23471049354706,-134.58705
-139.96087540691244,-136.93369970628575,-134.72093
-139.7513308763121,-137.04313906613373,-134.74863
-139.4770142934636,-136.7774834316337,-134.26477
-139.86805738811705,-136.47742859498024,-134.28424
-139.98673627423096,-136.2105412034149,-134.59712
-139.65736550958047,-137.45942029940784,-134.60912
-140.191411742921,-136.32164068171102,-134.45999
-139.76261370063375,-136.859354298431,-134.35258
-139.9922174470738,-137.58963250648836,-134.75055
-139.58294387944773,-136.95649294083972,-133.99811
-140.1093559448144,-136.2757471908541,-134.56717
-139.69546901003707,-136.11469084880247,-134.58774
-139.89314175625668,-137.38428993084926,-134.2008
-139.8244010445496,-136.5557032810232,-133.86998
-139.8567255724695,-137.03473210774104,-134.63797
-139.74441729361297,-136.61021352491076,-134.80269
-139.8097766226746,-137.08525388246315,-134.3611
-139.6965360388306,-136.6508982597103,-134.60678
-139.9465906986912,-136.5604038869226,-134.4997
-139.89164944694807,-136.76184971163272,-133.97542
-139.73974356656637,-137.48832476538027,-134.36755
-139.5099972945183,-136.74775949500176,-134.49957
-139.90635862845753,-137.02525208031653,-134.32936
-139.49311013405972,-137.06505570664217,-134.01892
-139.73171190978118,-136.41458002372667,-134.36931
-139.8012691045788,-136.40282893496243,-133.92122
-139.8071956640444,-136.33934144016575,-134.89903
-139.92804559165293,-136.67330690024443,-134.84926
-139.75436653340017,-136.9896755432759,-134.12508
-139.65067638097793,-136.6085470089118,-134.41953
-140.02404181467776,-137.06709738242114,-134.14522
-140.17875417939686,-136.8429610232467,-133.67209
-139.04705060941848,-136.70867736729372,-134.42453
-139.66786377792488,-136.9561328214767,-134.07623
-140.27718800218673,-136.87709883358917,-134.57523
-139.7664710722522,-136.48871483065525,-134.78918
-139.53212453131192,-136.66234403147024,-134.76411
-140.33821755696619,-136.88832528323897,-134.57445
-140.13043084504807,-137.24968041409358,-135.0806
-139.65297072441655,-136.6978109437669,-134.86375
-139.41049866285158,-136.92680625423336,-133.87216
-139.50879942310058,-136.90377501980012,-134.68648
-139.7617686427452,-136.72243607385857,-134.73755
-139.85890141815833,-137.08998351882167,-134.08078
-140.0212185489674,-136.9767787688758,-134.68266
-139.98639508571938,-136.4719424421655,-134.66205
-139.5760975249351,-136.73334283796333,-135.16344
