E,EA,EAS,ind
-409.4844563019354,-410.3222873164968,-405.7583724428267,-463.06248915733033
-409.6152129083565,-410.0744903617435,-405.9684219979963,-463.06248915733033
-409.426606431614,-410.1137552108536,-406.30675642808313,-463.06248915733033
-409.4728229393856,-410.1807535540541,-406.3112652655627,-463.06248915733033
-409.2071626307075,-410.25390250499606,-405.8026693222188,-463.06248915733033
-409.2139330512977,-410.1759548980002,-406.100971475117,-463.06248915733033
-409.3178350938063,-410.1292353849853,-405.9111177296072,-463.06248915733033
-409.2900888166349,-410.1141339135577,-405.6352244316311,-463.06248915733033
-409.4453851089218,-410.3104144484989,-406.702082316242,-463.06248915733033
-409.3187421987957,-410.180991930072,-405.6621719742632,-463.06248915733033
-409.4054956792877,-410.19982491237846,-405.8780832921522,-463.06248915733033
-409.3381168271739,-410.25162110331553,-405.08969627290753,-463.06248915733033
-409.4237216487435,-410.1768641376448,-406.4465389531202,-463.06248915733033
-409.3178057161372,-410.2833925811025,-405.5133159545409,-463.06248915733033
-409.3291788368642,-410.3261134162728,-406.58651347170405,-463.06248915733033
-409.3515258419287,-410.2265930635836,-405.45583190768497,-463.06248915733033
-409.296654738566,-410.3003660456612,-405.9813083858704,-463.06248915733033
-409.4073441070781,-410.1887423482721,-405.6588838406406,-463.06248915733033
-409.3914663675015,-410.3342525385655,-405.37018142674265,-463.06248915733033
-409.4420534742092,-410.2658785668548,-405.98791914008007,-463.06248915733033
-409.5430462471155,-410.0913873284248,-405.8157187180864,-463.06248915733033
-409.3263461751399,-410.2697529622415,-405.2963734606335,-463.06248915733033
-409.2911260292436,-410.2482951353658,-405.7377653419394,-463.06248915733033
-409.29975821977314,-410.46275301159113,-405.958465996742,-463.06248915733033
-409.3096801268779,-410.2052669162032,-405.65983032944064,-463.06248915733033
-409.4048720569016,-410.152859942923,-405.4789575319793,-463.06248915733033
-409.31008742687504,-410.0665055577828,-406.5844576026312,-463.06248915733033
-409.5669561842286,-410.3119996452115,-405.5216875504286,-463.06248915733033
-409.3662091098048,-410.2491663607093,-405.656656284204,-463.06248915733033
-409.3307934819108,-410.15893875140654,-405.188242582546,-463.06248915733033
-409.1941735694544,-410.3032521354711,-405.6946491700036,-463.06248915733033
-409.4249197718559,-410.1977432852899,-405.8809767173545,-463.06248915733033
-409.3340114385023,-410.2683950844301,-406.0656054411997,-463.06248915733033
-409.4083940257051,-410.02364356465006,-406.4822015503531,-463.06248915733033
-409.60304954335663,-410.1110385248887,-405.7322085425152,-463.06248915733033
-409.5166908943822,-410.31799731960274,-406.1090150379728,-463.06248915733033
-409.4321279393665,-410.0947904559952,-405.53038138764,-463.06248915733033
-409.3505529191016,-410.2380261698362,-406.1332962130673,-463.06248915733033
-409.3513333077759,-410.1561046577557,-405.3938128483912,-463.06248915733033
-409.3862159891996,-410.269684358586,-405.125421638284,-463.06248915733033
-409.47657964987,-410.262353566161,-405.5733109279216,-463.06248915733033
-409.253995667269,-410.2940250146369,-406.2843165411242,-463.06248915733033
-409.3381910135449,-410.195716103192,-405.7343456314532,-463.06248915733033
-409.4159435841877,-410.285002985889,-406.2020307429675,-463.06248915733033
-409.2846234357384,-410.2733660368425,-405.7937109388313,-463.06248915733033
-409.44395282445015,-410.2767683587289,-406.1991322941736,-463.06248915733033
-409.1357633755681,-409.9990051055684,-405.4955614987686,-463.06248915733033
-409.5599111902735,-410.4784359278572,-405.4503105941827,-463.06248915733033
-409.4615883674632,-410.52271592182746,-405.8485181001539,-463.06248915733033
-409.2414441836237,-410.21711932446846,-406.156195628198,-463.06248915733033
-409.3239744161511,-410.0720193709564,-405.2538604731313,-463.06248915733033
-409.3576549445544,-410.1722294937752,-405.23651064246815,-463.06248915733033
-409.1695239279141,-410.3759017770333,-405.641528780208,-463.06248915733033
-409.4373955692631,-410.1802630279277,-406.7063049814373,-463.06248915733033
-409.5337069635821,-410.393219416895,-406.4140083664461,-463.06248915733033
-409.5318891686791,-410.0313693220836,-405.9768816750664,-463.06248915733033
-409.5055386926283,-410.2515135712346,-405.8632241054465,-463.06248915733033
-409.3288818056432,-410.321853669369,-406.1621548914935,-463.06248915733033
-409.46391204971815,-410.36926455206697,-405.6617243142293,-463.06248915733033
-409.3330884932057,-410.3865795032353,-405.2035300073778,-463.06248915733033
-409.37223547979,-410.124222423105,-406.7567717919725,-463.06248915733033
-409.3946471993246,-410.22420535111,-405.7529548648888,-463.06248915733033
-409.2662025057023,-410.2449752621097,-405.5463260991106,-463.06248915733033
-409.3863103143857,-410.2812994069479,-405.93056751389366,-463.06248915733033
-409.4408411832931,-410.0602565828429,-406.1911937423441,-463.06248915733033
-409.2639133765945,-410.2661710983352,-405.4024931706927,-463.06248915733033
-409.4145473616561,-410.1669831592002,-405.9175648153355,-463.06248915733033
-409.4143025333623,-410.32328250095713,-405.191745200127,-463.06248915733033
-409.3506842022048,-410.3492259361298,-405.9391506268638,-463.06248915733033
-409.233622515486,-410.2098103683763,-405.4706461292716,-463.06248915733033
-409.3722382441176,-410.1087381336297,-405.2461285499163,-463.06248915733033
-409.34774566527904,-410.356962324853,-406.1628941931518,-463.06248915733033
-409.3207581234643,-410.1047286078296,-406.0799141967898,-463.06248915733033
-409.2014063927169,-410.39352531162905,-405.306899132848,-463.06248915733033
-409.564250261201,-410.4268300183861,-406.1220912748814,-463.06248915733033
-409.29665852919766,-410.1292254434027,-405.9579541583663,-463.06248915733033
-409.2936427708924,-410.177892972909,-405.7573691381384,-463.06248915733033
-409.2562535313092,-410.1776377938289,-405.8481099723651,-463.06248915733033
-409.3211650527661,-410.2618997635883,-405.4821946399183,-463.06248915733033
-409.4805086835393,-410.1070089015516,-406.32551434539073,-463.06248915733033
-409.80523724171286,-410.3909335825164,-405.8652412897416,-463.06248915733033
-409.2331692878525,-410.0783834757968,-405.5161632216821,-463.06248915733033
-409.2020813737176,-410.24496990927975,-406.1204228304099,-463.06248915733033
-409.2761015414028,-410.2359702326007,-405.5713744900746,-463.06248915733033
-409.3443274350016,-410.0898177347542,-405.8757870823039,-463.06248915733033
-409.32633837356497,-410.2578676522364,-405.4288256348543,-463.06248915733033
-409.42839640597,-410.4491915343831,-405.7337200005718,-463.06248915733033
-409.38210091180304,-410.3102896009833,-405.9578019234594,-463.06248915733033
-409.3132306921955,-410.23638569817433,-405.4724506510015,-463.06248915733033
-409.4334256342669,-410.2745934280932,-405.88775462231945,-463.06248915733033
-409.4939394193374,-410.3857283597687,-405.8016695170072,-463.06248915733033
-409.6691328355914,-410.2088807186215,-405.8450159971817,-463.06248915733033
-409.4578837955363,-410.4058960934843,-405.6287016789943,-463.06248915733033
-409.4115784331419,-410.1386043374803,-406.1593613093232,-463.06248915733033
-409.8400763787269,-410.3879296673623,-405.4333245395866,-463.06248915733033
-409.3068511534878,-410.0903875287164,-405.3788921042432,-463.06248915733033
-409.505043508984,-410.1989732661184,-406.3898219817132,-463.06248915733033
-409.4040448359815,-410.5842253563313,-406.2762285084565,-463.06248915733033
-409.6242402787425,-410.1582194398008,-405.75083221825525,-463.06248915733033
-409.35239063974745,-410.0731482101488,-405.5373349856296,-463.06248915733033
-409.28971941873465,-410.17881985616,-405.5212354474313,-463.06248915733033
-409.4020638196064,-410.2499636369631,-405.9698305826242,-463.06248915733033
-409.1566465556218,-410.4225321838075,-405.3528531262099,-463.06248915733033
-409.37380361243055,-410.1482952002335,-405.7041847247815,-463.06248915733033
-409.4225806308526,-410.0846218598167,-405.973659544374,-463.06248915733033
-409.2631007516758,-410.07465817910565,-405.7530974238559,-463.06248915733033
-409.2509144534493,-409.962898513414,-405.5614659343027,-463.06248915733033
-409.3749983195273,-410.1375431124153,-405.5023919437463,-463.06248915733033
-409.4552527564613,-409.93703309857904,-406.53862148068856,-463.06248915733033
-409.4056880128528,-410.1866860262166,-405.4793308558527,-463.06248915733033
-409.57698953362274,-410.1923034309039,-405.8808004250804,-463.06248915733033
-409.62807677454873,-410.2738224144265,-405.7620668664526,-463.06248915733033
-409.361472621158,-410.2287342823486,-405.4990251215774,-463.06248915733033
-409.40853221095455,-410.2231235406682,-405.8014031395956,-463.06248915733033
-409.6405682061729,-410.476208447986,-405.6949173260323,-463.06248915733033
-409.34714260005177,-410.2459283429639,-405.8273725267632,-463.06248915733033
-409.5258760383356,-410.0711348845652,-406.1130526663372,-463.06248915733033
-409.4170500463253,-410.2684377066786,-405.249301050118,-463.06248915733033
-409.5383713897024,-410.3603277509509,-405.8951141012287,-463.06248915733033
-409.4107649690033,-410.54517801696113,-405.7248122686141,-463.06248915733033
-409.3541875599495,-410.186329630555,-405.8718782048263,-463.06248915733033
-409.3276318201612,-410.0201599050988,-405.8269066121556,-463.06248915733033
-409.47992403407153,-410.2293108477482,-405.44614762624826,-463.06248915733033
-409.5285263359514,-410.1842932961888,-405.5526865090189,-463.06248915733033
-409.4039341425825,-410.1496525831259,-405.5677213214556,-463.06248915733033
-409.42415881212406,-410.4505994420573,-405.40435773856416,-463.06248915733033
-409.224701361034,-410.3232132404895,-405.5352173021794,-463.06248915733033
-409.1789728932947,-410.1052370327556,-405.6869535561425,-463.06248915733033
-409.3745116501516,-410.0369042852605,-405.328974117872,-463.06248915733033
-409.530134829724,-410.3090650197113,-405.9027306899865,-463.06248915733033
-409.3839517759423,-410.05540274733664,-405.81501819417736,-463.06248915733033
-409.42348919625897,-410.002728644026,-405.857554262197,-463.06248915733033
-409.6389246137759,-410.2436304672812,-405.6433040216255,-463.06248915733033
-409.4541439669225,-410.31954625279343,-406.0562104648023,-463.06248915733033
-409.2541308682592,-410.0602354817409,-405.722695117028,-463.06248915733033
-409.4620724297032,-410.2174500647029,-405.5084884058479,-463.06248915733033
-409.347383029366,-410.1763987304545,-406.13054234857566,-463.06248915733033
-409.5224388076583,-410.2690051061717,-406.1170893189608,-463.06248915733033
-409.3537226775256,-410.027761767256,-405.8531903513817,-463.06248915733033
-409.5592775985948,-410.2972624808621,-406.1030591505545,-463.06248915733033
-409.2654362493048,-410.3067948959623,-405.70100847164167,-463.06248915733033
-409.5737910193998,-410.2251692652624,-405.8423675356558,-463.06248915733033
-409.4487766196567,-410.2951012650197,-405.7785701897609,-463.06248915733033
-409.3642282500968,-410.0951361050347,-405.9370983466972,-463.06248915733033
-409.45759443050406,-410.2357916239365,-405.2986048481104,-463.06248915733033
-409.3436696478294,-410.186231036706,-405.6551801080756,-463.06248915733033
-409.5581879413128,-410.1053007905804,-406.2870800242615,-463.06248915733033
-409.3441046315879,-410.3825251405023,-405.5352022078548,-463.06248915733033
-409.37711377797,-410.1141009552938,-405.8313839250049,-463.06248915733033
-409.2058671411989,-410.2980553331346,-405.5073286899233,-463.06248915733033
-409.3952868353076,-409.97874899211695,-405.89307268848654,-463.06248915733033
-409.2200492675466,-410.3263661937593,-406.1151100776247,-463.06248915733033
-409.2813793878788,-410.44624784512496,-405.3339433804328,-463.06248915733033
-409.34219933314847,-410.2739810496901,-406.2081022476156,-463.06248915733033
-409.7369436487367,-409.99088301253664,-405.75209389074905,-463.06248915733033
-409.4371209626376,-410.4413466375457,-406.7332296004562,-463.06248915733033
-409.35567382849047,-410.31764119650734,-405.5081466347625,-463.06248915733033
-409.43985792272304,-410.298794381277,-405.878852954217,-463.06248915733033
-409.1901382263484,-410.4125963585743,-406.1706057778644,-463.06248915733033
-409.3841933479596,-410.2013678310639,-406.4401166474668,-463.06248915733033
-409.28417555507497,-410.12889103421,-405.6659112732035,-463.06248915733033
-409.47141035191953,-410.2838294586516,-405.961202717356,-463.06248915733033
-409.3769860554425,-410.2534066923665,-405.1365525023178,-463.06248915733033
-409.6225521420034,-410.15721558487655,-405.751649713654,-463.06248915733033
-409.2292568226256,-410.26395827128016,-405.69065707901166,-463.06248915733033
-409.4670455059621,-410.1850629359437,-405.9407716843182,-463.06248915733033
-409.4826225956713,-410.3117904672784,-405.6767174285017,-463.06248915733033
-409.3013646106134,-410.2731937165861,-405.55098495897766,-463.06248915733033
-409.4095023528731,-410.2161348088685,-405.8494731982503,-463.06248915733033
-409.392207079576,-410.1188748226922,-405.6970383151897,-463.06248915733033
-409.4543003015043,-410.0514092503391,-405.566773155699,-463.06248915733033
-409.2769534733426,-410.3127201598437,-405.3088443982756,-463.06248915733033
-409.2965017270666,-410.3432811355332,-406.1728988618993,-463.06248915733033
-409.3607578640595,-410.23428366877454,-405.7057412042281,-463.06248915733033
-409.5594230673828,-410.4191641825592,-405.2892549606505,-463.06248915733033
-409.4656857050536,-410.46146397470886,-405.6561280070723,-463.06248915733033
-409.191929422979,-410.3018656059036,-405.7537474122049,-463.06248915733033
-409.46693261166047,-410.3185522524551,-405.55421666958347,-463.06248915733033
-409.2617572105625,-410.2112405685275,-406.0487658133635,-463.06248915733033
-409.3598734637547,-410.3344419955201,-405.7951348351037,-463.06248915733033
-409.60272952598217,-410.4542031263568,-406.1563338906493,-463.06248915733033
-409.58776374634976,-410.3244876361043,-405.3051166175768,-463.06248915733033
-409.4359681310254,-410.36891675212667,-406.0009846528285,-463.06248915733033
-409.2648789630864,-410.1091887509384,-405.1723392088749,-463.06248915733033
-409.1857266383352,-410.2098764790661,-406.1191815345829,-463.06248915733033
-409.4929748963651,-410.188032423109,-405.485975371685,-463.06248915733033
-409.40473049045454,-410.1637713820283,-405.9048625744748,-463.06248915733033
-409.3735233202094,-410.0972022123467,-405.7353386441641,-463.06248915733033
-409.6336796692647,-410.1759878374089,-405.4121510056065,-463.06248915733033
-409.2813169749724,-410.28852764028784,-405.7989656959485,-463.06248915733033
-409.381327899065,-410.13870364142025,-405.8909102121583,-463.06248915733033
-409.51119774626784,-410.2029817061614,-406.1771471857825,-463.06248915733033
-409.3089378647001,-410.13575559383753,-405.9287051429369,-463.06248915733033
-409.6365323464327,-410.3134781338064,-405.9194942413183,-463.06248915733033
-409.2738650418147,-410.3570462050684,-406.2039880697183,-463.06248915733033
-409.3625365664933,-410.3518394518002,-405.38615532597225,-463.06248915733033
-409.3181597822733,-410.3608554280378,-405.8025922843863,-463.06248915733033
-409.313934175796,-410.2210080690695,-405.0740929024411,-463.06248915733033
-409.4528250089718,-410.20236413153714,-405.3252958388744,-463.06248915733033
-409.3045304200641,-410.0846435737068,-405.4134142368744,-463.06248915733033
-409.3925889194997,-410.1730490862342,-405.4913774609937,-463.06248915733033
-409.45248271713774,-410.3034781797019,-405.480015701752,-463.06248915733033
-409.3645556743761,-410.1664337156474,-405.4578619473428,-463.06248915733033
-409.4279823565529,-410.1212247649935,-405.53709165034655,-463.06248915733033
-409.30751516151565,-410.3337059298093,-405.6804098616194,-463.06248915733033
-409.4785745217887,-410.2802784261702,-405.5715203391241,-463.06248915733033
-409.63993555873,-410.2758927470205,-405.6317968248528,-463.06248915733033
-409.4290335297012,-410.3717818953896,-405.5949932258841,-463.06248915733033
-409.45444923883406,-410.1431853966942,-406.797480819286,-463.06248915733033
-409.317767213368,-410.16317797097565,-405.5346732110619,-463.06248915733033
-409.2570299242525,-410.0002566263438,-405.63873116942375,-463.06248915733033
-409.4231039048189,-410.0642996656689,-405.58440006735646,-463.06248915733033
-409.3662711669035,-410.2011780140788,-405.26820093010673,-463.06248915733033
-409.25179592016457,-410.0918940432483,-405.7177926398047,-463.06248915733033
-409.3391247532376,-410.1398743440354,-405.4122523481359,-463.06248915733033
-409.5259152863312,-410.16818947250135,-405.662632382065,-463.06248915733033
-409.41969891303,-410.1427124836517,-406.1944559991719,-463.06248915733033
-409.4918863498576,-410.076825411458,-406.05567392520646,-463.06248915733033
-409.4098679199007,-410.1914647110685,-405.85424652983454,-463.06248915733033
-409.2621347340231,-410.26176387280776,-405.963204695443,-463.06248915733033
-409.2410704316277,-410.3138892497874,-406.077956437862,-463.06248915733033
-409.3498294377127,-410.27388253339865,-405.9926214095273,-463.06248915733033
-409.2582642617601,-410.1775337280341,-405.71173556548615,-463.06248915733033
-409.48023781782456,-410.0946768090504,-405.21395130080646,-463.06248915733033
-409.2932633260913,-410.2870565207318,-405.8320045063372,-463.06248915733033
-409.3366526169534,-410.0179078638951,-405.7700184495328,-463.06248915733033
-409.432379925828,-410.291416946637,-405.912126803603,-463.06248915733033
-409.4201340600157,-410.22601722714296,-405.5846964210834,-463.06248915733033
-409.50609589266105,-410.2187418671515,-406.19791419945534,-463.06248915733033
-409.6567013772548,-410.3503938209127,-405.8546782670445,-463.06248915733033
-409.2983432527236,-410.1284620906619,-405.7483752656912,-463.06248915733033
-409.4638417803885,-410.2772038994237,-405.887253477604,-463.06248915733033
-409.317648909512,-410.0854482527566,-405.21063900478526,-463.06248915733033
-409.4992528728237,-410.21961132687727,-405.5581539157608,-463.06248915733033
-409.4434999114427,-410.2530989207843,-405.5833581962464,-463.06248915733033
-409.3785249812654,-410.4929899365989,-405.95047758968695,-463.06248915733033
-409.39957785573966,-410.3683807599779,-406.0044651278895,-463.06248915733033
-409.4800772110975,-410.2521647614409,-405.5281429413326,-463.06248915733033
-409.5122229174146,-410.1278633158505,-405.8368779689515,-463.06248915733033
-409.36378562766754,-410.3007663027938,-405.7406475522718,-463.06248915733033
-409.5042884796176,-410.0411034905052,-405.7827627239857,-463.06248915733033
-409.48863066045294,-410.4136502030445,-405.76669746475727,-463.06248915733033
-409.19855221838304,-410.2542747940107,-405.7292552207834,-463.06248915733033
-409.1963831506439,-410.1611157128117,-406.18294097950246,-463.06248915733033
-409.3017232065945,-410.2136655027838,-405.75921276028737,-463.06248915733033
-409.3945584112834,-410.198166310567,-405.315508822118,-463.06248915733033
-409.2998210147923,-410.0888981903953,-405.9254578604224,-463.06248915733033
-409.3971193636916,-410.1498427184506,-405.6772005653243,-463.06248915733033
-409.2996428666797,-410.2257232170439,-405.4147839782866,-463.06248915733033
-409.4628141029888,-410.1108562151318,-405.9824264407368,-463.06248915733033
-409.3576702057304,-410.4246890314562,-405.9427635648347,-463.06248915733033
-409.3742466941766,-410.1042161568254,-406.19109423719226,-463.06248915733033
-409.3291737382731,-410.3177390723602,-405.9982461789159,-463.06248915733033
-409.1783068074795,-410.23387714353134,-405.7624845572832,-463.06248915733033
-409.3204730522214,-410.2773031515124,-405.32750503398296,-463.06248915733033
-409.6703209760077,-410.1402111955141,-405.7611843458128,-463.06248915733033
-409.2759719959498,-410.31736847294906,-405.3049076254828,-463.06248915733033
-409.5025246801641,-410.085021369862,-406.1353255717168,-463.06248915733033
-409.384448300768,-410.2214462448561,-405.81058644428776,-463.06248915733033
-409.3619178626069,-410.0089742646267,-405.5221207631911,-463.06248915733033
-409.3658364840895,-410.3057157357357,-405.9455978211413,-463.06248915733033
-409.6633952928845,-410.0875354509676,-405.47622098265134,-463.06248915733033
-409.2213752060692,-410.1626841046058,-405.4742994795295,-463.06248915733033
-409.0636147667073,-410.3335546817496,-406.7628414716857,-463.06248915733033
-409.4444511586568,-410.18409934807886,-405.5143810958186,-463.06248915733033
-409.4368157201735,-410.2551133684889,-406.0104375406012,-463.06248915733033
-409.441448411094,-410.2609407810296,-405.5855732219774,-463.06248915733033
-409.276588493882,-410.0347687882203,-405.7910054155405,-463.06248915733033
-409.3970591370957,-410.3803155806584,-405.47929980658296,-463.06248915733033
-409.1826407804557,-410.33893112114094,-406.0580547226348,-463.06248915733033
-409.369737838463,-410.2703849215606,-405.8599089577777,-463.06248915733033
-409.4470921562816,-410.1407650970992,-406.1512902029685,-463.06248915733033
-409.3989269564911,-410.26967088568415,-405.859627215798,-463.06248915733033
-409.18492201781726,-410.1836288025604,-405.7283490700351,-463.06248915733033
-409.3306793515577,-410.0742109571864,-405.3016171955877,-463.06248915733033
-409.59160118422415,-410.2126367840021,-405.6616468480977,-463.06248915733033
-409.4647979537865,-410.1361052398343,-405.72722186465904,-463.06248915733033
-409.5616137701561,-410.1430254043854,-406.2903735111859,-463.06248915733033
-409.55805739737457,-410.1703271438882,-405.6898196027293,-463.06248915733033
-409.27209663303273,-410.06708372711,-405.8543634812791,-463.06248915733033
-409.465184727965,-410.1535793921387,-406.0350411064071,-463.06248915733033
-409.2940969702885,-410.2543072349009,-405.9988371729755,-463.06248915733033
-409.3599334766331,-410.3520062013191,-405.4032815801513,-463.06248915733033
-409.3895029551426,-410.20758684683256,-405.8963038063953,-463.06248915733033
-409.4460046562332,-410.20840109130336,-406.2695053981839,-463.06248915733033
-409.4355638242853,-410.0826867471757,-405.975020018737,-463.06248915733033
-409.5444315825215,-410.1656558428284,-406.56973506319343,-463.06248915733033
-409.54430421714375,-410.2361182756322,-405.9424427002172,-463.06248915733033
-409.18035342300414,-410.2565100995186,-405.3793336974904,-463.06248915733033
-409.497791450545,-410.2848086780914,-405.77402335635946,-463.06248915733033
-409.1971605021264,-409.8587301798284,-406.0494860460216,-463.06248915733033
-409.2687590257452,-410.3553284660453,-405.9492110861165,-463.06248915733033
-409.3191823233069,-410.21407573070826,-406.1188208132023,-463.06248915733033
-409.4056081982644,-410.368835069634,-407.0513446189224,-463.06248915733033
-409.5612358180671,-410.2255223944524,-405.7657757886272,-463.06248915733033
-409.3263705655192,-410.4099844390854,-405.34388827965074,-463.06248915733033
-409.5350900139376,-410.117883959309,-406.07714434868257,-463.06248915733033
-409.4633439388491,-410.0331272965642,-405.855011438873,-463.06248915733033
-409.2215906818111,-410.0949733175237,-405.7713825746222,-463.06248915733033
-409.7351211251122,-410.2126291237895,-406.2629854657017,-463.06248915733033
-409.4127764184717,-410.2877236228438,-406.7818953440084,-463.06248915733033
-409.2728347734462,-410.2141293221107,-405.6798951021598,-463.06248915733033
-409.6114901497965,-410.193212178574,-405.480335055918,-463.06248915733033
-409.3618743371668,-410.132168134136,-405.5637861281027,-463.06248915733033
-409.4810589166871,-410.2363805001812,-406.2137728906762,-463.06248915733033
-409.49121147561686,-410.2736837008336,-406.1329674763557,-463.06248915733033
-409.4811580620461,-410.2255184156063,-405.4302617577807,-463.06248915733033
-409.3365952730016,-410.0299487105278,-406.3068902192813,-463.06248915733033
-409.4339792074228,-410.2000997570527,-405.57052144052784,-463.06248915733033
-409.4320204494552,-410.3569192776498,-406.9475716421037,-463.06248915733033
-409.2989941420324,-410.4396164596774,-405.800301025963,-463.06248915733033
-409.46740896696815,-410.201535047078,-405.7620693265366,-463.06248915733033
-409.6400044481014,-410.08342888384107,-406.2348551623469,-463.06248915733033
-409.5120246475534,-410.20801411728667,-405.5707229731424,-463.06248915733033
-409.4336609210882,-410.26293565116,-405.3038788607155,-463.06248915733033
-409.3730069733565,-410.3548177142171,-405.3967989840068,-463.06248915733033
-409.4943743057051,-410.20240189214456,-405.7263603749153,-463.06248915733033
-409.42291857791,-410.1720186429236,-405.9568436267903,-463.06248915733033
-409.40940755829945,-410.3098738244517,-405.2710383540704,-463.06248915733033
-409.4193545025929,-410.2328506700758,-405.5174006901005,-463.06248915733033
-409.4549080639689,-410.1962758700204,-405.9173258396777,-463.06248915733033
-409.3736988390582,-410.34008125915386,-405.74671289177,-463.06248915733033
-409.1639493242817,-410.6101335094117,-405.9364550394681,-463.06248915733033
-409.4634273978053,-410.18150757873104,-405.577218781999,-463.06248915733033
-409.4147814964488,-410.1841617296949,-405.47352562443007,-463.06248915733033
-409.3378847586777,-410.3278464634801,-405.6033296899366,-463.06248915733033
-409.5316767077976,-410.1896936503768,-405.8725842530176,-463.06248915733033
-409.4340482043244,-410.23147432930176,-405.5408820364126,-463.06248915733033
-409.39636871617137,-410.2629112865889,-405.25928250127424,-463.06248915733033
-409.34873437969947,-410.3910482073435,-406.8340981919936,-463.06248915733033
-409.5250141226077,-410.2290074017716,-405.9092217728525,-463.06248915733033
-409.3332477840125,-410.1230912845598,-405.8054051410684,-463.06248915733033
-409.4696123121089,-410.22208250113886,-405.6782465618052,-463.06248915733033
-409.3595053491057,-410.1154319698092,-405.6848476997739,-463.06248915733033
-409.27465975117394,-410.4728169809948,-405.66360099420905,-463.06248915733033
-409.3330991553046,-410.1889929445409,-405.4992360317692,-463.06248915733033
-409.3047043998727,-410.0345726071081,-405.2938034385103,-463.06248915733033
-409.42442770693526,-410.3324080298858,-405.6412061029511,-463.06248915733033
-409.3905893510958,-410.1705718579082,-405.3562015350971,-463.06248915733033
-409.3580503185581,-410.1821043142757,-405.68192230667375,-463.06248915733033
-409.4561181314298,-410.3013164556827,-405.633384571892,-463.06248915733033
-409.529149097368,-410.2483170282822,-405.7276177402358,-463.06248915733033
-409.3270719388858,-410.16463044835785,-405.8319519821151,-463.06248915733033
-409.3426447667412,-410.186251236345,-405.8176769401503,-463.06248915733033
-409.3840154161634,-410.1042761388609,-405.9130220054824,-463.06248915733033
-409.2968817028934,-410.2048244065956,-405.7050780123705,-463.06248915733033
-409.474011110554,-410.24079356638737,-405.5997249318742,-463.06248915733033
-409.2663485297205,-410.209672433968,-405.4010139314349,-463.06248915733033
-409.3784518171378,-410.360230492814,-405.5860944638082,-463.06248915733033
-409.2558721851868,-410.3800975465784,-405.6673039703947,-463.06248915733033
-409.3739295349171,-410.18531457388974,-405.86307358703147,-463.06248915733033
-409.38576160164985,-410.2439244527484,-405.9456669825242,-463.06248915733033
-409.4504405912738,-410.2916220800618,-406.2591567196596,-463.06248915733033
-409.2623315466985,-410.3158750213244,-406.1385978144903,-463.06248915733033
-409.3820939811104,-410.3198993177645,-406.1816624587888,-463.06248915733033
-409.43148998095296,-410.2028458544384,-406.4811081029966,-463.06248915733033
-409.1703654696659,-410.1638633239616,-405.6338286725713,-463.06248915733033
-409.2317445215725,-410.1767216907365,-405.4568128851191,-463.06248915733033
-409.514736079812,-410.381555283826,-405.4330115757765,-463.06248915733033
-409.4211048412607,-410.1140422421429,-406.5751076604335,-463.06248915733033
