E,EA,EAS,ind
-112.06514943981747,-112.87991773221162,-110.2973064643162,-112.87226065128137
-111.79500972586725,-112.69049840040287,-109.87415918123432,-112.87226065128137
-111.85075062104232,-112.6939811905176,-110.27299991640166,-112.87226065128137
-111.89337451958995,-112.72490868852827,-110.35781137820572,-112.87226065128137
-112.06525103069627,-112.73240708510092,-110.17957236136692,-112.87226065128137
-111.92830067586146,-112.59708633387802,-110.22792759494172,-112.87226065128137
-112.0028543225378,-112.7432520513673,-109.98927032664382,-112.87226065128137
-111.89974190653145,-112.82108183193908,-110.41140569807708,-112.87226065128137
-111.93032733107862,-112.67019739023772,-110.32274594489373,-112.87226065128137
-111.9355187353789,-112.88448101941664,-109.95651391629166,-112.87226065128137
-111.84999758973404,-112.72483324736852,-109.71136501138216,-112.87226065128137
-111.9697992435598,-112.932852875965,-110.43032104589062,-112.87226065128137
-111.93743675347748,-112.66210468949971,-109.96946645503223,-112.87226065128137
-111.84908945702342,-112.74690292572102,-109.82167708246467,-112.87226065128137
-112.08422583761156,-112.73561488492211,-110.16557540720912,-112.87226065128137
-111.91990228827402,-112.78302630004194,-110.13331823754532,-112.87226065128137
-111.95305343882104,-112.81407783756038,-110.1707388980763,-112.87226065128137
-111.8879008156681,-112.67822436208088,-109.69230482430092,-112.87226065128137
-112.11972126682626,-112.79284795773292,-109.93482985379364,-112.87226065128137
-111.83925535734384,-112.63169392987795,-110.2142751523404,-112.87226065128137
-111.95136418122188,-112.6887698322772,-109.83360155029008,-112.87226065128137
-111.93556708320295,-112.75776925037844,-110.11520303327748,-112.87226065128137
-111.81982128099756,-112.68280258791614,-109.83401890454812,-112.87226065128137
-111.99944281618944,-112.67435410039666,-110.36831021038904,-112.87226065128137
-112.05925999446715,-113.0608937597035,-109.87691478904512,-112.87226065128137
-111.83484547165556,-112.70284570580424,-110.2048704540474,-112.87226065128137
-111.99836969856295,-112.85040002814851,-110.00536486428084,-112.87226065128137
-111.87764309307455,-112.75742523658911,-110.27618007561136,-112.87226065128137
-112.20544412047428,-112.66509458243095,-109.82666874104362,-112.87226065128137
-111.79651634508744,-112.79080037994471,-110.261870225338,-112.87226065128137
-112.0748390296341,-112.89711621866888,-110.12190402610136,-112.87226065128137
-112.1566584106153,-112.77134416185255,-109.94704002297304,-112.87226065128137
-111.85599973471604,-112.87613259138789,-110.06554857363514,-112.87226065128137
-111.95853826224256,-112.72519577325016,-110.27203299167942,-112.87226065128137
-111.97034528164676,-112.85671401951554,-109.68388126804248,-112.87226065128137
-112.09834951296386,-112.83673476865266,-109.93714050476896,-112.87226065128137
-111.89764212164106,-112.58017082504664,-110.16679567232856,-112.87226065128137
-112.11329565676044,-112.57488259431442,-110.10073666491704,-112.87226065128137
-111.96584020403192,-112.7837857048619,-110.26122153203455,-112.87226065128137
-111.93229149909394,-112.89448215796094,-109.72057705811726,-112.87226065128137
-111.84496270173835,-113.02324243976528,-110.11448982052758,-112.87226065128137
-112.10352736541122,-112.75089119663932,-110.081408732135,-112.87226065128137
-111.85556555506496,-112.61393584143948,-110.22358386694772,-112.87226065128137
-112.00387420193832,-112.64357710732446,-109.92003759762588,-112.87226065128137
-111.80661908658378,-112.62904448646005,-110.0796802069622,-112.87226065128137
-111.86738496452271,-112.73026222115502,-110.02776314689204,-112.87226065128137
-111.90314008943804,-112.57349664777486,-109.64573140915176,-112.87226065128137
-112.00439895911414,-112.68558531321008,-110.00147179396794,-112.87226065128137
-112.13213512751872,-112.69588562159689,-110.0765275558862,-112.87226065128137
-111.95269693195756,-112.83187052243034,-109.90984733632484,-112.87226065128137
-112.06185253303374,-112.84509056558436,-110.14458004305185,-112.87226065128137
-112.03295620616204,-112.74528806267736,-109.81374397441868,-112.87226065128137
-112.11400671215247,-112.8093091952472,-110.49715677515194,-112.87226065128137
-111.98621356912332,-112.82202507671478,-109.8934435206518,-112.87226065128137
-112.21331043778416,-112.58110505246292,-110.20867007166838,-112.87226065128137
-112.0760761671045,-112.87953959215056,-110.30230142146664,-112.87226065128137
-111.90733950861592,-112.71519354978687,-109.86233098932564,-112.87226065128137
-112.00786617562962,-112.85316132385736,-110.1457965139127,-112.87226065128137
-111.9197005336408,-112.74389175011592,-110.05168874266757,-112.87226065128137
-111.94584267316576,-112.6686202825291,-109.87948817651316,-112.87226065128137
-112.0371611335518,-112.740462792018,-110.464999844779,-112.87226065128137
-112.02545843834612,-112.7648093486376,-110.02077510693806,-112.87226065128137
-112.00763999896728,-112.71746476323771,-110.14674985764567,-112.87226065128137
-111.94024148713896,-113.05533091014716,-110.16960307151982,-112.87226065128137
-111.9344530896774,-112.83368864496104,-110.22949087041474,-112.87226065128137
-111.93531357876188,-112.65377577956684,-109.98695934848416,-112.87226065128137
-111.84243848505596,-112.68137562524078,-110.27111359685011,-112.87226065128137
-112.0299625609231,-112.81062361345118,-110.0267065660212,-112.87226065128137
-112.00715737521692,-112.7236572585445,-110.1296586878626,-112.87226065128137
-112.015340178348,-112.65260463460216,-110.06636565174158,-112.87226065128137
-111.89529905941887,-112.80575257017372,-109.88227088665865,-112.87226065128137
-112.12746722119203,-112.86463649376424,-109.99005860136556,-112.87226065128137
-111.89139665769306,-112.50779517137698,-110.2680941967258,-112.87226065128137
-112.00930002709084,-112.85275432105227,-109.9607222525752,-112.87226065128137
-111.98689032413162,-112.75017822801549,-109.64372365736456,-112.87226065128137
-112.0310164012866,-112.87077012852896,-109.6263554058851,-112.87226065128137
-111.8123711298214,-112.6803829320816,-109.91709473843645,-112.87226065128137
-112.05846110210958,-112.72788632504704,-109.84069539837336,-112.87226065128137
-111.89818998540156,-112.89378779424462,-110.3301281751502,-112.87226065128137
-112.04609014020492,-112.79727486013668,-109.96348310002378,-112.87226065128137
-112.05685131523536,-112.65157767419132,-109.97942383534762,-112.87226065128137
-111.88687332525411,-112.63598200183093,-110.08667601977416,-112.87226065128137
-112.10708905306691,-112.812362391393,-110.16220856562876,-112.87226065128137
-111.83427761294156,-112.63722982272496,-110.11629294846762,-112.87226065128137
-111.94656995020785,-112.6804463568192,-109.75630940898668,-112.87226065128137
-112.02387488319889,-112.81090689881506,-110.06013646799846,-112.87226065128137
-111.95146620369788,-112.70933706713822,-109.79884004803247,-112.87226065128137
-112.00613119530456,-112.8376364781754,-110.08285859614118,-112.87226065128137
-111.9635021880103,-112.62205393749296,-110.19471912260384,-112.87226065128137
-111.92782860260586,-112.96594830064184,-109.83671418884924,-112.87226065128137
-112.0405552322111,-113.01329564694086,-110.31775659588178,-112.87226065128137
-111.94261053590134,-112.82743039806046,-110.20358594584462,-112.87226065128137
-111.94598606554324,-112.54466612981842,-110.25260724757295,-112.87226065128137
-111.96605536778276,-112.92749456475708,-109.75414531332648,-112.87226065128137
-111.87983710412512,-112.90960869534402,-110.3587517680289,-112.87226065128137
-111.93467321794805,-112.71507103688148,-109.64338861430306,-112.87226065128137
-111.8341652797161,-113.01412597431926,-109.89853946697532,-112.87226065128137
-111.9183778856391,-112.5799609363514,-109.7540967829809,-112.87226065128137
-111.91162492440591,-112.59294523645588,-110.15598519843262,-112.87226065128137
-112.13107051668928,-112.82686344867275,-109.89354057291304,-112.87226065128137
-112.03176538401225,-112.8826237607254,-110.17383357554708,-112.87226065128137
-112.05830057955464,-112.72537516267644,-110.10110282044452,-112.87226065128137
-111.82478011356912,-112.81399413859133,-109.96591615815572,-112.87226065128137
-111.9348537936133,-112.8167554023718,-109.71892617957344,-112.87226065128137
-111.78370247932604,-112.58750575875231,-110.04919677423209,-112.87226065128137
-112.04762239415382,-112.75052020740756,-110.31314973468788,-112.87226065128137
-111.98118630455316,-112.6782447040515,-109.97094566630086,-112.87226065128137
-112.1148317198787,-112.71297922657875,-110.2374989386296,-112.87226065128137
-111.90932657052107,-112.6573885157704,-109.98071960068498,-112.87226065128137
-111.98950439888918,-112.94001180347406,-110.14010169610177,-112.87226065128137
-111.76448217956384,-112.96780427334087,-109.73084112077412,-112.87226065128137
-111.9175284218968,-112.76417704592286,-109.96122769656913,-112.87226065128137
-112.12770201777164,-112.79599876994924,-110.25817942030396,-112.87226065128137
-111.94565521688816,-113.05200442845708,-109.83967017818762,-112.87226065128137
-111.96502365325026,-112.81629508610828,-110.13164950436897,-112.87226065128137
-111.95683923032448,-112.85327757450384,-109.90085932950194,-112.87226065128137
-111.94185101910897,-112.81563901819382,-109.86104317613432,-112.87226065128137
-111.8402034513352,-112.93074199138908,-109.91751583421336,-112.87226065128137
-111.9476742042768,-112.94668049776864,-109.63520237491336,-112.87226065128137
-112.04414417919568,-112.74741703937474,-110.35484866633485,-112.87226065128137
-112.12131672552805,-112.88188765434104,-109.85482252315278,-112.87226065128137
-112.0264650679641,-112.70137109624731,-110.3127691145664,-112.87226065128137
-111.91094913965829,-112.62363278299676,-109.848629860381,-112.87226065128137
-111.78572300238974,-112.62320353179736,-110.2665600373215,-112.87226065128137
-111.81167305427624,-112.8352042993921,-110.2454419442143,-112.87226065128137
-111.85213482241248,-112.68026055159991,-110.10101072365106,-112.87226065128137
-111.98712620217393,-112.6191771008072,-110.03443954761704,-112.87226065128137
-111.89729343677324,-112.8739321499824,-110.0260537179294,-112.87226065128137
-111.9427714884454,-112.7736633382088,-110.00855714552826,-112.87226065128137
-111.95022769056118,-112.66097093867006,-110.05704203167208,-112.87226065128137
-112.03672193839492,-112.79718294881192,-110.31576459271103,-112.87226065128137
-112.1721476048664,-112.792097119131,-110.14193059283797,-112.87226065128137
-112.05719000031289,-112.8293199766874,-110.00894316326,-112.87226065128137
-112.03263146266042,-112.90280969967452,-110.12215712720148,-112.87226065128137
-111.91710278609024,-112.84512988836715,-109.80381897902872,-112.87226065128137
-111.82454133000935,-112.79196461164908,-110.35971622807722,-112.87226065128137
-111.89719692137275,-112.76496923270923,-110.19583212311385,-112.87226065128137
-111.93846093152284,-112.63598899808376,-110.10549772065524,-112.87226065128137
-112.0569336167626,-112.6975751652169,-110.11355314980952,-112.87226065128137
-111.98355965222775,-112.75453358492832,-109.95561256384296,-112.87226065128137
-112.03972042942154,-112.7115010906804,-110.32062565941632,-112.87226065128137
-111.92874930188054,-112.70572635672112,-110.22427389229424,-112.87226065128137
-111.8929878703308,-112.89279975657284,-109.90769987352796,-112.87226065128137
-112.05842412696978,-112.68011830094706,-110.15788715602469,-112.87226065128137
-112.20509565805338,-112.71965292335486,-110.03706112355752,-112.87226065128137
-112.15907127145306,-112.72238241297744,-110.22360975155448,-112.87226065128137
-111.95175457029929,-112.72481628490924,-109.70140580935384,-112.87226065128137
-111.91500592055806,-112.78675928190827,-110.09192711796676,-112.87226065128137
-112.00028735458864,-112.40334784305088,-110.09359240418858,-112.87226065128137
-111.81179086680518,-112.6660646718378,-109.98724137389024,-112.87226065128137
-111.94581692253746,-112.7333733675213,-110.13922484622206,-112.87226065128137
-111.8969729455668,-112.43617022186504,-110.18419181266538,-112.87226065128137
-111.7886710951361,-112.7220780666259,-110.02633696661005,-112.87226065128137
-112.1042509117197,-112.71186947700532,-110.02069414826042,-112.87226065128137
-111.91224040348496,-112.7920904458658,-109.73480087764116,-112.87226065128137
-111.90098590842472,-112.66843975878402,-109.84017037636144,-112.87226065128137
-112.0756744074386,-112.81623024801742,-109.97371301584636,-112.87226065128137
-112.03902455653248,-112.66151158455196,-109.73622731630157,-112.87226065128137
-111.9897402125547,-112.88351871207144,-110.00274239878638,-112.87226065128137
-112.06048010223886,-112.6921424752075,-109.91236887849507,-112.87226065128137
-111.95422683894044,-112.72065238940928,-110.15150010696112,-112.87226065128137
-111.79695080812984,-112.68948328388262,-110.3081452953933,-112.87226065128137
-111.90622689164417,-112.61894746207447,-110.06258324440736,-112.87226065128137
-111.9121025280416,-112.66802798933446,-109.92061656960384,-112.87226065128137
-112.01383020725048,-112.84034599463072,-110.15385268890722,-112.87226065128137
-111.96285745343384,-112.87114784846864,-109.96430441631716,-112.87226065128137
-111.95043439837252,-112.80414911168828,-110.48122976117013,-112.87226065128137
-112.0515669824573,-112.81485962515524,-110.19110577190136,-112.87226065128137
-111.91328249444042,-112.4988757373426,-109.85727987525024,-112.87226065128137
-111.96440384158372,-112.8799261397624,-110.19687787116482,-112.87226065128137
-112.02291938288816,-112.61760521998885,-110.29487182034975,-112.87226065128137
-111.86130270199872,-112.80242983469228,-110.0602321399722,-112.87226065128137
-111.94306669649552,-112.84676756045184,-109.9695228019784,-112.87226065128137
-111.9385118969114,-112.7931192079978,-109.9929239076575,-112.87226065128137
-111.89234382116938,-112.8702867845715,-109.76138337210789,-112.87226065128137
-112.03736567615849,-112.83482639486384,-110.1830913966024,-112.87226065128137
-112.01104704782054,-112.752820403704,-109.99359068323716,-112.87226065128137
-111.80064185366297,-112.81875639052872,-110.47117792268658,-112.87226065128137
-112.08524905109228,-112.53473972015418,-109.90618157966364,-112.87226065128137
-111.9433796692316,-112.83513386222396,-109.94949027777682,-112.87226065128137
-111.87653657267042,-112.80921591440992,-109.926167825458,-112.87226065128137
-111.84211010341696,-112.70732364063316,-109.87438858507257,-112.87226065128137
-111.88404386723928,-112.85127482750067,-110.28789535763195,-112.87226065128137
-111.95512032592896,-112.80303298912682,-110.1397028174935,-112.87226065128137
-111.90086697597872,-112.75838053196534,-110.4670378680909,-112.87226065128137
-111.94633170698484,-112.77232129764862,-110.1209894677399,-112.87226065128137
-111.81324092275229,-112.69902248375288,-110.25078744785203,-112.87226065128137
-111.94899183338735,-112.59805512122996,-109.78372233915326,-112.87226065128137
-111.89902200455676,-112.88113356343274,-109.73994457447738,-112.87226065128137
-112.07428567004696,-112.60509687949052,-109.44088089730364,-112.87226065128137
-111.9352888210595,-112.80534550915928,-109.91589771820074,-112.87226065128137
-111.80949701965586,-112.74015441471995,-110.00226421090063,-112.87226065128137
-111.97488244535911,-112.52678992396488,-110.22419722527232,-112.87226065128137
-112.09288542081592,-112.59493250584816,-110.19847193967765,-112.87226065128137
-112.01052095593874,-112.72696189691013,-109.93779911116762,-112.87226065128137
-112.09618704282434,-112.71495885316804,-109.91005882101736,-112.87226065128137
-111.95311430169588,-112.67065034142132,-109.7271433735822,-112.87226065128137
-111.9773226987066,-112.617199835978,-110.38464709087934,-112.87226065128137
-111.91110916001496,-112.73489915834968,-109.95490879582763,-112.87226065128137
-112.03788688882972,-112.69840371297693,-110.32894111334548,-112.87226065128137
-111.76703474072832,-112.77335311830568,-110.11347929601882,-112.87226065128137
-111.74829226816956,-112.95342223937124,-109.55819843154882,-112.87226065128137
-111.92959568118584,-112.68504106372455,-109.94015918777876,-112.87226065128137
-111.88672776650908,-112.645315778105,-109.90452330418508,-112.87226065128137
-111.99465276638148,-112.748485371516,-109.87543905339012,-112.87226065128137
-111.87378102401334,-112.58592007437916,-109.81773719274024,-112.87226065128137
-111.8735737279154,-112.7570322936572,-110.01721948547387,-112.87226065128137
-111.93963600233114,-112.97909614625353,-109.77371213581884,-112.87226065128137
-111.97763757923856,-112.74145371042675,-109.947331005472,-112.87226065128137
-111.87665613711506,-112.6278820212496,-109.83711894909656,-112.87226065128137
-111.92357055302584,-112.70031654290052,-110.06825809567786,-112.87226065128137
-111.84712760816876,-112.74218386157784,-109.93986848174411,-112.87226065128137
-111.9490976469658,-112.60522849287447,-110.17026289467248,-112.87226065128137
-111.9898250761091,-112.82904571503856,-110.09362736619326,-112.87226065128137
-112.1000929429927,-112.71149658683493,-110.02975487843273,-112.87226065128137
-112.00840018997532,-112.79358743584154,-109.8553182026506,-112.87226065128137
-111.93580245658976,-112.59800998066136,-109.84389953812192,-112.87226065128137
-111.86249814018736,-112.59639796545022,-109.99110658311854,-112.87226065128137
-111.97882420207496,-112.72672741123876,-109.71055840636,-112.87226065128137
-111.87823082853902,-112.85687800104633,-110.2731971572415,-112.87226065128137
-112.08163488442985,-112.88971643629532,-110.3028200129546,-112.87226065128137
-111.98773645348288,-112.86395919860988,-109.76600355867627,-112.87226065128137
-111.93175218076216,-112.85539041626136,-109.75890794807256,-112.87226065128137
-111.97191206824816,-112.59892852058856,-109.92177538667208,-112.87226065128137
-111.8950100756446,-112.68594429552874,-109.71685553759887,-112.87226065128137
-111.88885901662609,-112.71921628132424,-109.84421625935158,-112.87226065128137
-111.9174154879142,-112.7790984683015,-110.2416191005034,-112.87226065128137
-112.03384355285029,-112.85057445109724,-110.02193791500912,-112.87226065128137
-111.82937213484676,-112.49055122939252,-109.8514021255632,-112.87226065128137
-111.79860508445913,-112.78115402844584,-109.82541373396558,-112.87226065128137
-112.05946980140683,-112.78183477000152,-110.02957794973624,-112.87226065128137
-112.08286978941362,-112.84746500561889,-109.63145523563996,-112.87226065128137
-111.89377012981224,-112.8439437629794,-109.81437354728352,-112.87226065128137
-111.83804935052596,-112.95771648834692,-110.05588468544636,-112.87226065128137
-112.11207540389373,-112.65627357273024,-109.90180830424812,-112.87226065128137
-112.09506323586346,-112.62770822941894,-109.94981776099392,-112.87226065128137
-111.79219660420328,-112.68124805078877,-110.10315126880406,-112.87226065128137
-112.01725058957196,-112.86675082579556,-109.80649410677684,-112.87226065128137
-111.99562208647473,-112.934532136989,-109.9203434923055,-112.87226065128137
-111.98955996120463,-112.8228320774477,-109.97666197352692,-112.87226065128137
-112.2538901657488,-112.73943422154844,-109.92595939967644,-112.87226065128137
-111.9233711529524,-112.74010648907772,-110.06126627772142,-112.87226065128137
-111.769715135763,-112.88694273693652,-109.70671720654268,-112.87226065128137
-112.0136939086408,-112.8613282377566,-109.87331197618376,-112.87226065128137
-112.1472089970053,-112.720768407167,-110.15363073201502,-112.87226065128137
-111.92161967890397,-112.661626061902,-109.9111152165058,-112.87226065128137
-111.96314617330547,-112.66478284524008,-110.08428489132714,-112.87226065128137
-112.03071723750048,-112.95343192608924,-109.62232506581783,-112.87226065128137
-111.880667857025,-112.98625258934284,-109.8253577710401,-112.87226065128137
-111.91281821287618,-112.80027423406044,-109.88015537093612,-112.87226065128137
-111.96911438528969,-112.72948117209464,-109.70647868498698,-112.87226065128137
-111.90942223706418,-112.75785143711778,-110.08139244107396,-112.87226065128137
-112.02876462176722,-112.82775024685408,-110.2842223842586,-112.87226065128137
-111.99648059655809,-112.94883459560144,-110.24055577470315,-112.87226065128137
-112.055388390567,-112.81747913932364,-109.97264548967844,-112.87226065128137
-111.92830712311743,-112.81424433010972,-110.0021504960365,-112.87226065128137
-112.0335536899388,-112.81761622339576,-110.22381718599384,-112.87226065128137
-112.06667425279689,-112.69709393084028,-109.88960373523376,-112.87226065128137
-111.95127505419104,-112.70241380863236,-110.0741605408458,-112.87226065128137
-112.0971739936364,-112.82122160836822,-110.1300532040836,-112.87226065128137
-111.9123996993848,-112.86269133518604,-110.41253689070598,-112.87226065128137
-111.76710152574756,-112.685869536047,-110.31220996654876,-112.87226065128137
-111.96640565422888,-112.6509134219354,-110.14864019471662,-112.87226065128137
-111.97123883999436,-112.81769793459854,-110.36840460433103,-112.87226065128137
-112.00515065448464,-112.75558428638011,-109.90741697748471,-112.87226065128137
-112.01818636556354,-112.65086002024624,-110.0556922029504,-112.87226065128137
-111.95496961934148,-112.84937190201418,-110.5104336489608,-112.87226065128137
-112.03326091053802,-112.9772209075744,-109.5111646333756,-112.87226065128137
-112.15780652963144,-112.8435833802699,-109.82155273083576,-112.87226065128137
-111.80916716657146,-112.65387892403842,-109.9805893985178,-112.87226065128137
-111.85917483184382,-112.8220714894661,-110.06960956447264,-112.87226065128137
-111.92532312648108,-112.63261144370124,-110.2007438573102,-112.87226065128137
-111.90209490333322,-113.0875218036266,-109.97619179247424,-112.87226065128137
-112.08411484292316,-112.81405809600524,-110.4164944642262,-112.87226065128137
-111.8279902245796,-112.64850057923628,-110.33982960834368,-112.87226065128137
-112.08940371396292,-112.71352024624818,-110.07980551209587,-112.87226065128137
-111.97885268619174,-112.74881540141884,-110.27507251810488,-112.87226065128137
-111.94159874392588,-112.83324390312929,-109.91360481421944,-112.87226065128137
-112.02931569011211,-112.8411829432354,-109.96186879130288,-112.87226065128137
-112.02975056545576,-112.76908328601814,-110.17241496498843,-112.87226065128137
-112.05077143663192,-112.82669161880092,-109.96411283416076,-112.87226065128137
-111.90179371192298,-112.74536991488108,-110.08498748270868,-112.87226065128137
-112.10366347365748,-112.66555065642127,-109.80012174471052,-112.87226065128137
-111.92652525763566,-112.78197842229903,-110.17598257055393,-112.87226065128137
-112.11833814331,-112.90776869690298,-109.79432025045114,-112.87226065128137
-111.96712274636612,-112.75234615250328,-110.09211280170068,-112.87226065128137
-111.9449205182976,-112.99308044117316,-109.9918017209936,-112.87226065128137
-111.90031089079488,-112.88581818221977,-109.92406438568906,-112.87226065128137
-111.91684564664791,-112.5317705920579,-109.78572837681888,-112.87226065128137
-111.98986873474897,-112.88243393579528,-109.73168569890538,-112.87226065128137
-111.96700879601734,-112.74272323533324,-109.71114138550364,-112.87226065128137
-111.9637094001376,-112.84983956379212,-109.85719980422134,-112.87226065128137
-111.83775450200092,-112.78520128625604,-110.08364957945778,-112.87226065128137
-111.94030795202605,-112.7049923898634,-109.81053702973864,-112.87226065128137
-111.8773724897656,-112.60214195402006,-110.28149111606776,-112.87226065128137
-111.92804971841228,-112.51354773189551,-110.22314866606231,-112.87226065128137
