E,EA,EAS,ind
-362.4420365285785,-361.7817456325743,-352.70663512662213,-422.1748499430632
-360.3609753629664,-362.8205929290368,-355.7126520665257,-422.1748499430632
-363.5628835377333,-361.1101566343816,-352.3866167107408,-422.1748499430632
-361.25503535970654,-361.5038028072552,-354.1268734981573,-422.1748499430632
-360.39807192396574,-360.6799496862207,-353.4238164795337,-422.1748499430632
-363.674664113719,-361.5628402233704,-355.2825980600877,-422.1748499430632
-361.48836012334897,-360.6735792173398,-354.26301200244023,-422.1748499430632
-362.1081289481828,-360.22640702595083,-353.1889565477029,-422.1748499430632
-360.8627915580215,-362.7326061825445,-355.9672693603575,-422.1748499430632
-362.8869691566511,-362.1586306424508,-354.1086541705939,-422.1748499430632
-360.4850718866724,-361.7629678505225,-355.4465556588975,-422.1748499430632
-361.36621340563454,-360.8898356791269,-354.2695956935935,-422.1748499430632
-362.0104550316844,-360.21881585837855,-355.0430949587601,-422.1748499430632
-361.5740731446787,-360.4124020028538,-354.0997973970755,-422.1748499430632
-360.68181018782656,-360.9530762564915,-354.5951761561655,-422.1748499430632
-362.53502082042166,-361.5975208989719,-352.1950609982665,-422.1748499430632
-360.95860471275546,-361.36908628863785,-353.407819334896,-422.1748499430632
-362.21583371227655,-360.2822008596153,-355.1047912355335,-422.1748499430632
-362.3114433933318,-361.1218111973136,-354.37990107518453,-422.1748499430632
-362.3609557432312,-360.5583011246279,-356.1355233792446,-422.1748499430632
-361.555159932646,-361.7403474692376,-354.8243366783436,-422.1748499430632
-361.26747066100376,-361.7301020466348,-353.12156379134115,-422.1748499430632
-362.5770795000874,-361.23606830944766,-355.4505329000912,-422.1748499430632
-360.96430968262655,-360.496427631896,-353.83718648048074,-422.1748499430632
-361.3685556233766,-361.45370698690647,-355.5077219588105,-422.1748499430632
-361.5978680816167,-362.3700262679938,-353.1810999289562,-422.1748499430632
-361.4587985413672,-360.5354246123509,-353.5871981305867,-422.1748499430632
-360.4392254437652,-361.6115150547776,-352.12557953890826,-422.1748499430632
-361.08884764161286,-360.67665349295874,-353.6016267162192,-422.1748499430632
-362.58795798323854,-362.469977074976,-353.7450881636228,-422.1748499430632
-361.5500804473616,-362.51496989761824,-352.9207650980538,-422.1748499430632
-361.9223299676754,-361.2928466777248,-353.9224662957072,-422.1748499430632
-361.6557694044208,-360.6746804849456,-356.79618407487226,-422.1748499430632
-361.59489094183294,-361.643039630919,-353.1424899471674,-422.1748499430632
-361.8319757964509,-361.167369965906,-355.0457514331225,-422.1748499430632
-361.5267411475891,-361.3167406011829,-354.0237871503716,-422.1748499430632
-362.0351909538211,-360.2699153663809,-355.44669825412865,-422.1748499430632
-361.29577371301286,-361.4842512693909,-353.48362415144004,-422.1748499430632
-361.0500668361427,-361.41560590539393,-354.36895435078856,-422.1748499430632
-362.4539684915984,-360.68266386603455,-354.3016895733494,-422.1748499430632
-361.8078205873652,-361.5736208068926,-353.7737880831834,-422.1748499430632
-361.4557257134677,-360.1733441184717,-354.4331864084396,-422.1748499430632
-361.54523349888905,-360.651083490628,-354.8221464250963,-422.1748499430632
-362.9404112010746,-361.146881955346,-355.2322740342543,-422.1748499430632
-360.8444206110798,-361.2100698274061,-352.87549860259713,-422.1748499430632
-361.717976427749,-362.05860035381886,-353.2738507782426,-422.1748499430632
-361.7198792219998,-360.3706423206738,-354.199485054838,-422.1748499430632
-361.4550657796327,-361.19501860364926,-354.486051943084,-422.1748499430632
-361.77629698570826,-360.8346659596669,-354.5874655133907,-422.1748499430632
-362.5533873347091,-360.23538353910203,-352.8949387615729,-422.1748499430632
-361.713556166374,-362.09961043299154,-354.1776106037116,-422.1748499430632
-361.7207639887112,-360.8962304705884,-352.913501948959,-422.1748499430632
-361.8400290675194,-361.188089399433,-354.92576839447656,-422.1748499430632
-361.3495466841469,-362.4305662161018,-354.084121003782,-422.1748499430632
-362.1591773590084,-361.272585789108,-355.88161933820817,-422.1748499430632
-361.0161573372322,-361.1369144049422,-354.62142928526214,-422.1748499430632
-362.39635693009166,-362.0585258622215,-353.2634071165144,-422.1748499430632
-362.4137676543187,-361.23219003446286,-355.56325561754994,-422.1748499430632
-361.1777885780104,-362.01641879572514,-353.9516493729195,-422.1748499430632
-361.80217123424046,-361.0942067548168,-354.1137161220638,-422.1748499430632
-360.6040688918223,-361.0222740579405,-353.86537292865694,-422.1748499430632
-361.78883861694055,-360.75908810047247,-355.2155095826104,-422.1748499430632
-361.320890790327,-359.2320880533481,-355.02211405721494,-422.1748499430632
-360.7500799199743,-360.6587799823934,-354.14625393108287,-422.1748499430632
-361.7321096258689,-361.278054279598,-353.67245458229763,-422.1748499430632
-362.9096646137341,-361.3005360073864,-354.22203307737567,-422.1748499430632
-361.9159797109867,-361.525012751316,-352.8594660446244,-422.1748499430632
-362.1718132577264,-360.8241260440036,-354.3914710171751,-422.1748499430632
-362.1212798097329,-362.1731507419557,-354.6471183135934,-422.1748499430632
-361.80148799627057,-360.38318634924974,-352.74341040850777,-422.1748499430632
-362.0357689636408,-362.43776457536455,-355.1474168170541,-422.1748499430632
-361.7096019809543,-362.0240976898395,-353.4540814061773,-422.1748499430632
-360.8868163743798,-361.3490886341304,-356.43665940452985,-422.1748499430632
-361.2548624110236,-360.4211534710087,-354.56145743810987,-422.1748499430632
-361.9092739023978,-361.12987531364985,-355.07871851228015,-422.1748499430632
-362.0251989891593,-361.3191878909374,-355.89491480500885,-422.1748499430632
-362.20736787418696,-360.6555245872625,-355.35799047458624,-422.1748499430632
-363.1125761466293,-362.88837251831086,-354.76307128289534,-422.1748499430632
-360.7949114579933,-361.8313678801736,-354.10890835203327,-422.1748499430632
-361.7235642969241,-361.9400057022069,-354.2706347660802,-422.1748499430632
-360.6737538083416,-361.129435472989,-353.5223684489519,-422.1748499430632
-362.3211260045263,-361.0818702798322,-354.49780553343794,-422.1748499430632
-361.13714803841697,-359.8684735027326,-354.8255861885464,-422.1748499430632
-362.613972378154,-359.89146203852727,-354.9255631053427,-422.1748499430632
-361.9593246439107,-361.509193514131,-353.6571764731798,-422.1748499430632
-361.2389309194956,-362.2869085543287,-353.81054391178185,-422.1748499430632
-362.1368703540032,-360.4025617922342,-356.2850082586989,-422.1748499430632
-360.8843975228645,-361.5419220369727,-353.44411009405746,-422.1748499430632
-362.0716072921613,-361.35700739698615,-355.15616953937456,-422.1748499430632
-361.4132561526031,-360.8435583289981,-354.1614472751494,-422.1748499430632
-362.417720528451,-360.6369351850189,-354.3205911677253,-422.1748499430632
-362.5355879844951,-361.3260830250039,-356.25696140796185,-422.1748499430632
-361.8955015101959,-361.9927036845356,-354.2117162098856,-422.1748499430632
-360.8168338211035,-361.4405428581677,-354.99845455944114,-422.1748499430632
-360.7813129939087,-361.11214918674193,-353.9829247099024,-422.1748499430632
-361.2708049171122,-362.2184043211924,-354.9996964324753,-422.1748499430632
-363.1324004483511,-362.08898732663454,-353.2734890267336,-422.1748499430632
-362.7239197357373,-360.00432182630834,-352.6518634767259,-422.1748499430632
-362.3951131722043,-361.2411100228644,-354.8744843624538,-422.1748499430632
-362.3861681806634,-362.0796373258168,-355.2617535249651,-422.1748499430632
-361.790229170451,-360.9668296255353,-355.4856104234738,-422.1748499430632
-361.8728159899511,-360.6957614626337,-354.36385035566104,-422.1748499430632
-362.2509674385507,-361.89109538157777,-353.5602305455922,-422.1748499430632
-360.92162909408125,-360.0433805554057,-351.9918832923059,-422.1748499430632
-361.1820485063772,-361.7800211311387,-353.04896452464664,-422.1748499430632
-360.557667659354,-361.6843759121263,-353.6408538161886,-422.1748499430632
-361.1900290000832,-361.1696495077789,-355.9270082055317,-422.1748499430632
-361.8063066101172,-361.67592390739776,-355.0815077458894,-422.1748499430632
-362.3478930982408,-361.2022368539244,-353.88109682808874,-422.1748499430632
-362.38851926662784,-361.24903807586486,-354.6857579666726,-422.1748499430632
-361.6144734181627,-361.4893899605783,-353.70385370035785,-422.1748499430632
-361.133120958273,-361.6136170721688,-353.8678911077349,-422.1748499430632
-361.8552814467823,-361.9570903698224,-355.8776690108346,-422.1748499430632
-361.1459893405146,-361.4738525971239,-354.2497390226034,-422.1748499430632
-362.1188724258647,-361.0461390546857,-352.9102298321259,-422.1748499430632
-361.9181444949094,-360.7406502942381,-354.4861076261603,-422.1748499430632
-361.44517214771065,-362.28026964161,-354.2485984448369,-422.1748499430632
-360.9524127726533,-362.0383915575508,-355.29352573973665,-422.1748499430632
-360.4650400543396,-362.4474799632893,-354.1270731674259,-422.1748499430632
-362.0629831960256,-361.1768794120253,-357.29059004703674,-422.1748499430632
-361.8181935443283,-360.6237850624009,-354.6533313428756,-422.1748499430632
-360.9563597514574,-362.31541888916047,-353.6355925188051,-422.1748499430632
-362.7812149803359,-361.0362643061521,-355.33950828927107,-422.1748499430632
-361.7996644292334,-361.5314559048844,-354.9814370337732,-422.1748499430632
-361.67222882530064,-362.59871336236495,-354.79602735855667,-422.1748499430632
-362.63345937438913,-361.2089965855516,-355.5515889993294,-422.1748499430632
-361.2896287488404,-361.4253366585775,-353.98778249192173,-422.1748499430632
-362.1923767512172,-360.3741932606782,-354.67740754807147,-422.1748499430632
-362.4867112168381,-361.157132806014,-354.8818079842708,-422.1748499430632
-361.0629006508043,-360.7266055380529,-354.0466103504999,-422.1748499430632
-360.6553340765454,-362.2972772653413,-354.7645759613009,-422.1748499430632
-360.9580736778916,-360.8252623261468,-354.5243665301849,-422.1748499430632
-360.92302528581246,-362.193045941562,-355.04557621253434,-422.1748499430632
-361.31032830080767,-361.4748789137293,-353.44348220837,-422.1748499430632
-363.0352131011659,-361.10631729864207,-355.3563020660229,-422.1748499430632
-361.7801958272292,-362.62902227104667,-355.7231793652095,-422.1748499430632
-361.9066171722986,-360.22022703001227,-353.87992800059976,-422.1748499430632
-361.5871107716065,-361.2703794433066,-353.44571430228655,-422.1748499430632
-361.87903587214566,-360.3655522628044,-354.81701071841053,-422.1748499430632
-362.23406024148153,-361.0688321439,-351.7250847331223,-422.1748499430632
-362.0524907155457,-361.7540801901652,-353.7211462853494,-422.1748499430632
-361.7547713111756,-362.49367198815673,-354.9401259408643,-422.1748499430632
-362.0143520971344,-360.7997375434911,-352.3997963814162,-422.1748499430632
-361.069870784808,-361.51843565157577,-355.42349124135416,-422.1748499430632
-362.7374692907599,-361.0680005886237,-353.72878543359286,-422.1748499430632
-362.081330393534,-360.9167150630786,-353.4911288956326,-422.1748499430632
-361.8900175375325,-362.613468139577,-352.46804242656464,-422.1748499430632
-362.2457550310365,-361.3941121896195,-355.95338375358244,-422.1748499430632
-361.5940354591373,-361.0096141111875,-353.8321878226461,-422.1748499430632
-361.8731899212371,-360.819635897738,-355.2359185483639,-422.1748499430632
-362.6512991900256,-361.5061477167373,-352.72488237375256,-422.1748499430632
-361.3482102942112,-361.7049195886883,-354.47710918846155,-422.1748499430632
-362.2230939634376,-362.0011871408472,-355.1517531761409,-422.1748499430632
-361.57098916984114,-361.2732088073875,-355.4554054048863,-422.1748499430632
-361.7806726496855,-361.29710078183433,-354.34199813735086,-422.1748499430632
-361.95172844122885,-360.48672908271465,-352.3683304329196,-422.1748499430632
-361.8403144223946,-360.85856067317417,-354.37543612282815,-422.1748499430632
-361.83959181651335,-360.2806421333449,-351.9821226343984,-422.1748499430632
-361.9052781431924,-360.76469718026,-353.3848301441102,-422.1748499430632
-362.36052167687245,-361.8395076134253,-353.7938878846153,-422.1748499430632
-362.10709053374296,-361.8091632744665,-355.01674382833386,-422.1748499430632
-362.0627550164445,-361.7801258649852,-354.8536693881157,-422.1748499430632
-360.9230762131166,-361.5197784792831,-355.4614707316631,-422.1748499430632
-361.730789731381,-361.71173185147023,-353.0110005645033,-422.1748499430632
-361.89617359767215,-361.65414434376953,-354.7897227322703,-422.1748499430632
-361.4309716674517,-362.99827679202406,-354.0006171388463,-422.1748499430632
-361.8271188806284,-362.0690385721888,-352.634151273833,-422.1748499430632
-360.9700910856888,-362.1595561233784,-355.5650182075569,-422.1748499430632
-361.2644354532771,-360.5905461843992,-354.8652510706295,-422.1748499430632
-361.8176323566914,-361.96101322578016,-354.91185021683407,-422.1748499430632
-361.5761610063631,-361.0750931934907,-353.6332226169897,-422.1748499430632
-362.01705946207,-362.0661885194545,-356.5597300586189,-422.1748499430632
-362.1577020669522,-360.94771336068,-355.25095528818144,-422.1748499430632
-362.3171329530616,-360.3815334020706,-354.17937542093523,-422.1748499430632
-361.6287155644292,-360.2034798888013,-356.54026664850176,-422.1748499430632
-362.1672879338366,-360.7510481767782,-354.83530753847054,-422.1748499430632
-362.3996544061308,-362.36130343080185,-352.76529705489247,-422.1748499430632
-361.7460109813934,-361.7542325649225,-356.4343924340436,-422.1748499430632
-361.9187992426056,-361.41362160852657,-354.5738211865849,-422.1748499430632
-362.3484766674805,-362.2516319059097,-355.7419764123936,-422.1748499430632
-361.0370376149569,-360.0208135208624,-354.2036303486174,-422.1748499430632
-361.6033221082942,-361.8432106980525,-356.7531763744345,-422.1748499430632
-362.4907849580793,-361.8212534121637,-354.4989070591984,-422.1748499430632
-362.05391875292486,-362.1250922395452,-354.25376477753537,-422.1748499430632
-361.6971480744325,-361.34682389345727,-354.27605068307594,-422.1748499430632
-361.64594433038417,-361.63733737302846,-354.25676731878474,-422.1748499430632
-362.2487562859917,-360.74799276313774,-353.5201815132474,-422.1748499430632
-361.0966045201528,-361.0048348166232,-353.93819179791353,-422.1748499430632
-362.0437976019972,-360.4839603797604,-355.21070592544777,-422.1748499430632
-362.47770317617153,-362.2066436520354,-355.27305455242055,-422.1748499430632
-361.9703472582269,-361.610686997852,-353.33821635219624,-422.1748499430632
-361.92755204441255,-361.16363562756464,-354.9894389970307,-422.1748499430632
-361.9586782933159,-360.8477313385041,-352.94804416649185,-422.1748499430632
-360.7989264033039,-361.28298939097226,-353.5430698853603,-422.1748499430632
-361.60848220007495,-360.1014544012398,-354.39726145626287,-422.1748499430632
-362.1591135825474,-360.3795402331623,-353.6677537867919,-422.1748499430632
-361.87336504121686,-361.60320435126624,-353.05395526517583,-422.1748499430632
-362.6771967247759,-361.6497254308214,-355.64695782873594,-422.1748499430632
-362.7122597224793,-361.8328785420772,-354.0003509184036,-422.1748499430632
-361.1948135504781,-361.5418097989826,-353.92693709067885,-422.1748499430632
-361.6771398906649,-361.0818118028794,-353.3238881875708,-422.1748499430632
-361.86189093967096,-360.8464446917291,-353.1508187443084,-422.1748499430632
-362.32870077495727,-362.069179648988,-353.94790235708325,-422.1748499430632
-360.7856305048556,-361.2373476365921,-352.8890844620706,-422.1748499430632
-360.9905786205248,-361.7073257060012,-356.3660181251191,-422.1748499430632
-362.7327244719859,-360.7098673809493,-355.17585943181905,-422.1748499430632
-362.3147091868457,-361.0336561869213,-354.4250530946069,-422.1748499430632
-361.2660100209594,-361.3709205804531,-353.54472096587847,-422.1748499430632
-361.1282969801479,-361.1810020074128,-355.3961769600148,-422.1748499430632
-362.180521362135,-361.1249520355056,-353.9063135506312,-422.1748499430632
-362.4825493894769,-360.2580545716406,-353.96467044866347,-422.1748499430632
-361.6396433889572,-360.08984654216886,-352.1313644860943,-422.1748499430632
-361.1174507662191,-360.8068621876279,-356.3694209446695,-422.1748499430632
-360.4578334915766,-361.3296768245101,-355.20885495441416,-422.1748499430632
-361.9267044754095,-360.9879365556577,-353.53385561393566,-422.1748499430632
-363.1811470660925,-360.2044663413533,-354.858227200766,-422.1748499430632
-361.7880510942636,-360.9717913786415,-354.0578682732995,-422.1748499430632
-360.7992391132432,-361.7582149133021,-353.8386180384907,-422.1748499430632
-361.8463174344573,-360.8501282131359,-353.5354995333216,-422.1748499430632
-361.9239553596061,-361.9760851724964,-354.78542371309953,-422.1748499430632
-361.4707864154256,-360.6900795471048,-353.05754690418826,-422.1748499430632
-361.9622221563884,-360.9138668034407,-355.0770628812263,-422.1748499430632
-362.3414079307948,-360.8591216455378,-355.0523429964327,-422.1748499430632
-362.5125164508152,-360.36842398840696,-353.5066580829978,-422.1748499430632
-362.4978056482026,-361.3831797949639,-353.436904284855,-422.1748499430632
-361.4901263736605,-361.19003614289,-354.2066484583557,-422.1748499430632
-361.4878143263902,-360.3912969801904,-354.7142863755979,-422.1748499430632
-361.5206680122955,-360.7056134038319,-354.0512582145632,-422.1748499430632
-362.1049178006917,-360.5219798254816,-353.63182275955273,-422.1748499430632
-361.3676479079303,-361.54902781056575,-354.8604235507962,-422.1748499430632
-361.167707933145,-361.939391665943,-356.3706430177512,-422.1748499430632
-362.0674528070202,-361.6519856717845,-352.89106147871416,-422.1748499430632
-360.7349232571093,-361.7290498874147,-353.83242764138254,-422.1748499430632
-361.14110871760295,-362.7225280230132,-352.60026203344114,-422.1748499430632
-363.1422513438987,-361.7139336497471,-353.40616924709,-422.1748499430632
-361.8379637907616,-361.84134849557057,-353.75067565867914,-422.1748499430632
-361.5252398205209,-361.6755044097663,-353.0364958169357,-422.1748499430632
-361.9722927566255,-361.22097190183433,-355.5300669984946,-422.1748499430632
-361.5635994139219,-362.04566730033537,-355.4303515353222,-422.1748499430632
-361.84760365105456,-360.778925856756,-354.45155403753466,-422.1748499430632
-361.1276221753481,-360.7263949106343,-355.6602903020702,-422.1748499430632
-360.89058297473787,-360.7212425961591,-354.8036070394314,-422.1748499430632
-362.5014928970128,-361.5528384442538,-353.8825693159312,-422.1748499430632
-362.6604971946568,-360.9302339724714,-353.81895311298865,-422.1748499430632
-361.9059805822119,-361.54354478629045,-352.7764291258071,-422.1748499430632
-361.7329979089433,-359.9225648139827,-353.9533261296148,-422.1748499430632
-360.64549785441136,-360.59705314807377,-352.59147046888984,-422.1748499430632
-362.29524759243736,-360.9506443769376,-353.6042452770158,-422.1748499430632
-361.01795831037214,-362.34847512261337,-353.7085448828488,-422.1748499430632
-361.6715913477218,-361.181356042118,-354.1522462281016,-422.1748499430632
-361.7970540043987,-360.32879808052655,-354.62935388215226,-422.1748499430632
-361.56584479183687,-361.3487304501701,-354.0581224371657,-422.1748499430632
-361.80605778885024,-361.5399334275028,-354.4065654175537,-422.1748499430632
-360.8951961203555,-360.237504631214,-356.0573709825711,-422.1748499430632
-361.9924674963037,-361.3465508748779,-354.43324458560227,-422.1748499430632
-360.7292124483715,-361.3516237733125,-353.93428196721925,-422.1748499430632
-361.66296873384266,-361.09086036738654,-353.60603187692857,-422.1748499430632
-360.9951587877903,-359.7165104316581,-355.83926154499454,-422.1748499430632
-361.2539624427771,-361.4472806469648,-354.49923228198634,-422.1748499430632
-361.8489525122065,-359.95539262335194,-353.77164016293585,-422.1748499430632
-361.6675783484199,-361.4412563542054,-354.200136229974,-422.1748499430632
-362.0097859375894,-362.617495322304,-355.3439635989852,-422.1748499430632
-361.5804384455085,-360.4291944402272,-354.91591475356665,-422.1748499430632
-361.954148543967,-361.9817359651672,-353.73516367343,-422.1748499430632
-361.2604502158752,-361.3703405375964,-353.0871036772244,-422.1748499430632
-362.50561179890366,-361.8588532818621,-352.2918739413851,-422.1748499430632
-362.0590571004993,-361.6905262274941,-353.5255103377937,-422.1748499430632
-361.4280385932739,-362.07549167082254,-353.7181225421954,-422.1748499430632
-361.37448413499214,-362.6518541075715,-353.9480396427856,-422.1748499430632
-362.4529350718721,-361.0852164065731,-353.7741470104644,-422.1748499430632
