recid,eqid,magnitude,region,station_longitude,station_latitude,epi_dist,epi_azimuth,vs30,scaled_deltaW
83,30,6.61,CALIFORNIA,-117.163,32.719,223.24132253088808,2.5903655667894623,354.06,-0.8931853666481514
84,30,6.61,CALIFORNIA,-117.671,33.4894,125.62945251185296,2.563183661341059,459.37,1.153120051066215
85,30,6.61,CALIFORNIA,-117.56,33.37,142.3584289837855,2.552412319854138,442.88,-0.4747293609271319
86,30,6.61,CALIFORNIA,-118.018,34.185,45.847743901812095,2.2337502777424345,667.13,1.8678188505234103
87,30,6.61,CALIFORNIA,-118.753,34.46,31.5978782689688,-1.4988315938724774,389.0,0.3612089491321162
88,30,6.61,CALIFORNIA,-118.827,34.9417,67.50969615995686,-0.5995635973477202,669.48,0.5015034546878844
89,30,6.61,CALIFORNIA,-119.85,34.41,132.4086062752239,-1.5888266526005752,322.42,-0.2450459430523443
90,30,6.61,CALIFORNIA,-117.675,34.155,74.68604749426902,2.0042564318729053,487.23,0.7426884048661584
91,30,6.61,CALIFORNIA,-118.791,35.027,73.87844519082296,-0.4900119261484131,347.67,-0.8372739345280192
92,30,6.61,CALIFORNIA,-118.053,34.02,57.03011399291541,2.5250922409736947,298.68,0.5020401422038386
93,30,6.61,CALIFORNIA,-117.63,34.36,72.26737473248203,1.6900583225777634,486.0,0.1561690354535173
321,76,6.36,CALIFORNIA,-120.32,36.503,29.974213619122548,-0.0298928002401164,274.73,1.1978287113299388
322,76,6.36,CALIFORNIA,-120.404,35.639,66.45250503356517,-3.013118003588907,359.03,-0.4007260570610672
323,76,6.36,CALIFORNIA,-120.277,35.743,54.45117969640167,3.086744273492384,326.64,0.3741065416618549
324,76,6.36,CALIFORNIA,-120.259,35.751,53.67952152775847,3.0555540722908314,522.74,-1.5406730020208677
326,76,6.36,CALIFORNIA,-120.247,35.77,51.68709065208298,3.0311507756923373,397.36,-1.038933217406431
327,76,6.36,CALIFORNIA,-120.294,35.724,56.4963608190714,3.115966111404604,230.57,0.3099975023543619
328,76,6.36,CALIFORNIA,-120.316,35.707,58.36665219664967,-3.1322895400456687,283.38,-0.2722500856137438
329,76,6.36,CALIFORNIA,-120.304,35.718,57.14621494753316,3.132092164225594,410.4,1.4061458755952767
330,76,6.36,CALIFORNIA,-120.328,35.697,59.49583694571381,-3.1142065487733843,236.59,1.2877873202158463
331,76,6.36,CALIFORNIA,-120.342,35.684,60.98443091115021,-3.0940749686236724,251.57,1.1495210552067177
332,76,6.36,CALIFORNIA,-120.359,35.671,62.51495574716396,-3.0705680346816684,256.82,0.792279357407963
334,76,6.36,CALIFORNIA,-120.422,35.872,41.30820148540783,-2.894218241207387,372.73,-0.2313491007247225
335,76,6.36,CALIFORNIA,-120.398,35.896,38.22475712918548,-2.932220546248184,541.73,-0.6344808220385909
336,76,6.36,CALIFORNIA,-120.433,35.899,38.68180098291822,-2.8504277883393647,265.21,-0.3589996047021392
337,76,6.36,CALIFORNIA,-120.458,35.908,38.44769264957159,-2.786711197671636,246.07,1.4350267725971104
338,76,6.36,CALIFORNIA,-120.481,35.921,37.89156793243107,-2.722091512646256,307.59,0.4830119508482267
339,76,6.36,CALIFORNIA,-120.456,35.927,36.41160285923641,-2.7713251775345924,384.26,0.4536270263946717
340,76,6.36,CALIFORNIA,-120.334,35.787,49.53507315020486,-3.097776250246511,294.26,0.5948248047903895
341,76,6.36,CALIFORNIA,-120.334,35.803,47.76153725573311,-3.096157256872577,211.74,0.9276613657436872
342,76,6.36,CALIFORNIA,-120.395,35.836,44.71210602609359,-2.968975376169141,220.75,-0.3364279441725855
343,76,6.36,CALIFORNIA,-120.42,35.859,42.66635039177305,-2.90656521864691,266.65,-1.5213940597413067
344,76,6.36,CALIFORNIA,-120.404,35.871,41.05077208309204,-2.9332914392544365,297.46,-0.010283208828777
345,76,6.36,CALIFORNIA,-120.381,35.878,39.90687866001164,-2.9802316134488827,308.84,0.0406767019319528
346,76,6.36,CALIFORNIA,-120.445,35.879,41.12002076747928,-2.8406012159652594,372.26,-1.561483780313636
347,76,6.36,CALIFORNIA,-120.378,35.818,46.4542915945946,-3.008918019281804,214.43,-0.2346918487237924
348,76,6.36,CALIFORNIA,-120.348,35.843,43.409577210944406,-3.0624254845485765,360.92,-0.4276456402647978
