LE,gammaE,LA,LS,w
17.461795607201594,0.36336219650848905,22.153225437918305,256.7559458175527,0.8250610681076445
16.92450808127055,0.3638386165767752,25.451192099686953,203.61858281084463,0.831426337102378
18.293022787837593,0.35202513458683843,24.935683782860874,114.49598421584608,0.8625862694704711
18.34268296505146,0.3510074869578606,25.21245068981264,118.21329493097701,0.8740385298701145
15.932188587604928,0.36825495365226085,26.5425243616731,177.51547203467703,0.8638434013652079
17.40737440586053,0.36550764830573257,23.46040703848866,199.88301800872367,0.7964886420837116
15.888303946627945,0.3614929982039344,27.01849319191,182.34631414681334,0.8680713500851344
18.34644942083895,0.3688825263477121,22.90705410713946,214.38535408125415,0.8204011387784247
15.700255446079144,0.36342020638487776,26.922960948592994,168.07046511526602,0.8724472778180494
18.193911379628382,0.36416031461991816,23.21652178686435,178.77444653587617,0.8186485390310348
17.36621045989154,0.36835983399304667,25.794372786069474,229.43298312600385,0.8119230125059036
15.835053260577782,0.375461129660575,24.61200636487171,345.1204326311953,0.8070648196392467
17.81038652711459,0.3541889936594649,23.511103690665884,101.99858737982522,0.8713830673458114
16.888601083357738,0.3557956746316319,22.12517180898135,117.58488655121073,0.8668990138357118
17.82402255529214,0.33913430521287063,25.307412992459504,228.2809417806329,0.8551916328779327
15.903819888328403,0.36397190486313397,27.624897500549448,143.29897677412052,0.8668254846225467
16.70579798112745,0.34625663252346756,26.46643616823904,127.5894526703779,0.8916065308367839
16.998715471704138,0.36378886909643543,26.61437768965647,126.44057311033292,0.8900406178765701
17.596516768741335,0.36636014470458955,23.77408586869683,303.11371127252767,0.7979998775787316
16.058379613357463,0.37415294297857415,26.563266887730506,139.45667243086956,0.8516178669655816
16.018731870613507,0.3710760642455718,25.814489112574005,174.0947312595916,0.866043042487485
15.63046963013291,0.36229403902036317,23.885518733531296,216.093255420178,0.8686298492959191
17.95787994515318,0.34864591898847574,25.51775314459757,139.73196075001582,0.84206848180059
17.69966497195162,0.37060614330515645,23.42585142312428,173.96223706445335,0.8395308998811837
18.4032335508451,0.3696151780937444,23.902431258501483,209.6727512471744,0.8516256295456627
15.358410642444285,0.36724933737508836,28.374335403475975,179.65425692201535,0.8438114565574271
17.746100192568314,0.36338173404758345,25.596962798908162,183.20982033434527,0.8240290289512501
17.34185790459465,0.3630857211191475,26.006159547681396,215.437615528955,0.8190351980404897
16.116589830568547,0.37386727030284256,28.354018652282086,104.3740489798414,0.8887622714021449
16.264205028687982,0.3647772365280445,27.352999289784503,107.02782686479276,0.8666476900553443
15.739797129587462,0.3716787077274504,27.27097853782892,268.9634988275267,0.842668777240826
15.888638411398528,0.36957063121382866,28.037057648771594,215.51646646596885,0.8360495482761358
18.321262282342193,0.3494146887551382,21.766004208288066,166.3443219566315,0.8402510313811812
17.592116279342136,0.3643962338597434,25.727742915316746,269.59468372012367,0.7961448577616649
16.72785294137358,0.3637211023271661,25.435141616323524,154.68493644095733,0.8681267138797704
16.281306894753847,0.37328355911745387,21.937317922964162,184.94340500930696,0.8657007880817288
16.000818739956017,0.3699948975146669,24.681772854143915,210.4872187587179,0.8748415806280255
16.18042244430571,0.3534789749535246,25.32584685927301,127.6127536849112,0.8522482689956459
17.875164301316804,0.36687966101817415,24.7301490984848,145.80062267796166,0.8786505204806444
16.477679624292307,0.36509875863338576,24.98152318794167,275.791828490603,0.8286622470783499
17.201489650163136,0.3491138476574352,25.278532918399158,174.78038099062462,0.8251348595344469
17.435893941557975,0.35189920515715856,23.83153464426009,169.6754222089868,0.8273566932305321
16.206708496012116,0.37918092908911144,27.246427488210777,194.04130994373014,0.8571183124549167
18.21246298785641,0.34873095649039854,24.163173134086232,198.95876765610723,0.8577723196932994
15.785559568513303,0.38693762804871507,29.79346456245085,171.80426426379847,0.858814891325336
14.776252771902987,0.36156099889389354,27.584314689805,195.2188713342354,0.8447875204347688
16.13818776004854,0.35590361741823656,26.51683476617061,294.957894680507,0.8259348280900072
15.923223855453733,0.3485387937247699,27.538793122641575,307.64753532123683,0.7908510702699441
15.595609442049884,0.37568201308788846,26.519623723522535,299.99074090276537,0.8082171122106747
18.22111065545632,0.36896460860064556,27.281813172608548,122.48041331587558,0.8678279497861703
16.309533426019556,0.3395915529748205,23.460923186109472,183.21801942312499,0.8474192425406664
17.143975696191625,0.3894943422685305,25.535989331543682,134.9209289533845,0.8316174696767179
16.425806602424064,0.37647100407244166,25.67381320609271,157.88759892307922,0.8591786892097146
18.76954326562511,0.35406141536059543,23.231807703703016,228.17475720715154,0.7946895693335143
18.624894563597014,0.35185702672739344,23.482936511553703,221.3670381564792,0.7961951268757163
14.849107238288859,0.37485949445158795,26.570566151925785,158.90275139412822,0.8672056914022763
17.49900808203446,0.3723943453382512,33.02787213475847,167.7540710875004,0.8291051025713904
15.743568919207394,0.3605554996637668,24.198368293670775,123.68645664418354,0.8759703892800629
17.486373572560584,0.37326312562565456,24.705101016732257,220.07539115877015,0.790135423541645
17.219177081103258,0.35781723692790546,26.186749103834018,117.27464908781866,0.8782247982164453
16.024414353367902,0.36591061291700383,25.124192490575293,190.94267290377886,0.8362841684567244
16.40725890724073,0.3852967091878521,24.431695116616247,289.5419085468257,0.8321229445066534
16.00595985237001,0.3446916089122548,27.29155039707751,109.84322409357308,0.8719900966554839
16.559053246133065,0.36050386009111374,29.88580167084006,294.15357441227616,0.8186101277378204
17.047113585943247,0.3636353867587327,22.213633557241838,101.00297831478318,0.8908146231488121
18.344026931098178,0.35471421934922304,25.884779991749443,141.0558421738166,0.8488137892322509
16.913843843736093,0.3759412473585231,20.81838457066776,265.65828653135,0.8041344187235783
15.476851884299622,0.3362252840313804,27.898580765177247,214.83812123557078,0.864506741182381
16.019631101388867,0.34940310271357244,25.132222477781912,214.63991145062602,0.8507611240935392
16.73121773574671,0.36064279536009947,23.688386318465387,293.92329944517843,0.8084912799158275
17.448336047794243,0.3741902812062066,25.35300107257422,162.6902732911937,0.8373598354846554
19.23014396233461,0.3527656418023538,24.673661882582348,163.27535702334643,0.8277748050835505
16.581469422009,0.36217902254325907,25.446182622249918,204.55504274882236,0.8366346548971838
16.8391657981662,0.36646601192502587,24.788127607515417,160.08534341286196,0.8659449008881298
16.859628170109193,0.3618942560412191,24.915660091141284,176.7470720481973,0.879530657740832
16.741185240772843,0.35172564974327125,22.875948315392908,268.78483280730285,0.8544696611958887
16.644927319396878,0.35206232063510845,22.22420055407178,231.55413761609518,0.842077721227979
16.936495231385226,0.3792783066873003,26.988943592919405,234.24299082911745,0.7831338115961411
16.0881487898432,0.36592792450966866,26.056151365751337,267.3231277158466,0.7997484491505329
16.197894287628113,0.3495210862049336,24.871639137547458,123.27884071183982,0.8660555931749232
15.855775077693519,0.3593777987382118,25.526472082434967,338.7622834679747,0.8284834750440896
15.96766777801229,0.3581656343771833,26.00519699155426,133.36887686441665,0.8597062947300833
16.32043838473367,0.365480546860965,24.426139128486444,149.0585116786951,0.8098686387074776
16.656745575382423,0.3681024626590896,29.91230055951059,187.13195004736494,0.8788630656848359
18.50631770370978,0.34288894989320756,27.59028145969783,130.98153105222394,0.8627745060880658
16.891972195350277,0.37560075484090844,25.45782227531958,98.948450716474,0.8795547077020086
16.129234271119408,0.36067802056677006,25.95157425267295,168.44660536975434,0.8562777962266653
17.544253578895713,0.36505842109553904,24.03950779924378,187.0403522603222,0.8048915118674913
17.758072212777414,0.3611645379877476,24.889881230519414,192.85472516325885,0.8392709013502687
16.16431459550841,0.37212896642519494,25.41783668856698,159.49909779003863,0.8633430007130305
15.958616169073881,0.3808648637279197,22.392454049751997,153.10929322066332,0.8681802441283869
17.96540085209357,0.34426884375148414,26.42918511554374,95.92968460955379,0.8690922697604955
16.092103942531367,0.36590408633906346,24.80633225287574,160.01193723555502,0.8398240500894424
16.987810673909795,0.3589797521533449,22.516265287109167,152.11882520269992,0.8529234082411316
16.829026002811457,0.36196296856226967,21.09588840186829,205.08535407291203,0.8538788249723223
19.59770563361285,0.3662433243264501,25.956676205367142,125.41047045025569,0.8193589138687678
17.39414891066411,0.35432307851347583,21.571059459257224,200.33252437501545,0.8469403935816489
15.871600677187502,0.3776012250418382,31.270079779440007,147.95798170257393,0.8660433402108215
15.687267957479284,0.3404671165962209,24.67660403623092,162.37500899352807,0.8686984330655673
17.860582634550884,0.3772970700881532,26.943627440662194,152.38964108284276,0.8087762098640982
18.002762852318256,0.3763418939664783,27.62501491408704,206.0782745924949,0.8167586350142992
16.557178656876236,0.3660201069949838,24.991880620618623,187.5013902660729,0.8220160227765164
17.046026006080808,0.358681512171241,22.936464978536783,194.3635717677172,0.8587018903503673
17.1883242120308,0.36015334063713084,24.834138991009223,169.68968969390136,0.840052623613259
16.52760693241379,0.36621926521876796,26.454302070492734,173.72304566318567,0.8395300994171704
17.312530600727573,0.3588139690387126,24.036910465665922,161.1592247111682,0.8381633189328954
16.386298704855353,0.3630481915180975,28.35524965294368,162.8663869020365,0.8376725068447427
