LE,gammaE,LA
22.63764512058196,0.33806304319108166,23.68023606263573
22.69334537436862,0.3377181995902099,25.262276137978542
22.819152234607376,0.3425277237989941,24.78698826128087
20.230141047076827,0.3398335740217529,23.32500667068179
22.104521405134786,0.3495570656389778,24.756729147158904
21.334567341332956,0.33506808087494994,21.848234688681554
21.73060969551712,0.34714723272519915,24.770304313943697
20.198582861421425,0.3386001431775936,23.871528805632508
21.391484832507462,0.3423283882318137,24.910334507142753
22.37950835988483,0.35820230196738956,20.244579752505807
19.966965407468326,0.3295555612205594,25.133918451619287
23.37846921759546,0.3516505125225602,21.808949480436137
21.15601381597868,0.3579851435463006,24.357938114640437
21.15601381597868,0.3579851435463006,24.357938114640437
22.282658832981273,0.33195055840393317,23.98301297921988
20.14136623348196,0.3524483461688771,24.50258461807253
19.269202945108027,0.3498010664178572,24.320679436960706
20.778186388329285,0.35028216684116503,26.337135163850025
21.09793091884589,0.3591977938989707,24.50765103282895
20.962380601966974,0.3350177338557673,22.52737992718136
25.544917974984447,0.3333699205181997,20.915382744267557
21.46707400943535,0.3479627428507434,23.572661184902977
20.218569169379542,0.3523577237190037,22.79110793537353
20.862939033478522,0.3458005584535414,22.607375554928215
21.393617090262392,0.35799509465855517,25.39652740345204
19.42369634997224,0.33619747511234427,22.750576452999947
18.850906073258905,0.3416370517672357,21.613191630062836
21.04254011433074,0.34192875755437524,22.81302659580482
21.429563954308513,0.3547865586152436,23.431725372321917
22.086497981166932,0.33882144630113803,22.443929250558597
22.086497981166932,0.33882144630113803,22.443929250558597
21.277272790864707,0.34699671846557567,23.79316422797188
20.806934996783518,0.3436526155876983,21.666060433960578
20.718310109819477,0.3561075768696872,22.354065063292495
21.223899275838683,0.3517412107096487,22.43955139147247
18.049646690931418,0.36075912033198887,20.551674822312496
20.383208687175856,0.3581837925971741,22.65805775963957
20.952693636314446,0.33720665840264863,28.016912160231776
20.736255670662064,0.33645056893191505,28.212368180598112
22.671734066328394,0.34132666815834384,24.633919319043276
22.379715367028044,0.3301794898287224,21.77011495131096
22.556618325589298,0.34075829719191325,23.83343695851904
21.87825437929666,0.35330114982643834,23.112406818921784
21.99662553897201,0.34767129910170996,24.811098990698746
22.521137452850695,0.3565276259480435,25.520314915607198
