LE,gammaE
10.406815,0.40738428
10.875642,0.37647903
10.856113,0.37505957
10.1436825,0.40214774
10.563289,0.39080957
11.065851,0.40786457
11.431332,0.40443453
9.983077,0.3988088
9.983077,0.3988088
10.150815,0.39290303
10.506401,0.38741827
10.922426,0.39768773
10.034626,0.3821624
10.171295,0.37894052
10.089888,0.37871635
10.190296,0.3867441
10.252038,0.40276402
10.108398,0.3818186
9.485729,0.39689258
9.738697,0.38596794
9.958601,0.38363817
10.334278,0.40509334
10.35218,0.38586658
10.088391,0.40285704
9.134464,0.41018078
10.492874,0.3610884
9.678293,0.42884368
9.396378,0.39252546
9.567503,0.39249897
11.220746,0.39521867
10.586885,0.40332693
10.49077,0.38955417
10.1324,0.3975632
10.49184,0.3941828
9.970285,0.39384058
10.712937,0.40146777
9.652683,0.38857242
9.855369,0.38385805
9.971773,0.3952883
10.363981,0.39488804
10.342686,0.39724046
10.338808,0.3972102
10.370548,0.39389452
9.634589,0.37489694
11.054259,0.40957937
11.272027,0.42252913
9.870735,0.3796594
10.416325,0.40760672
10.427063,0.37872508
11.457214,0.39937764
9.255691,0.39090514
9.350694,0.39127687
9.945048,0.3888958
10.141659,0.39936545
10.828207,0.38956958
10.679102,0.38676283
10.016658,0.38960478
10.310677,0.40318868
9.938466,0.38182417
10.668198,0.38739055
10.434143,0.37494075
10.905749,0.40572372
10.185868,0.3985175
10.308376,0.39096943
10.503807,0.39730978
10.503807,0.39730978
10.320113,0.38422439
10.320113,0.38422439
10.749819,0.39930177
10.859678,0.3994791
9.788715,0.39380467
9.812112,0.38617077
10.637793,0.39959657
10.429572,0.38938093
10.209428,0.38949624
9.707566,0.39223477
10.458644,0.38657784
10.078789,0.39176944
11.088474,0.39741707
11.392329,0.40318504
10.984043,0.39657727
9.736431,0.40547866
10.293512,0.38056073
9.771164,0.38213208
10.997984,0.39329466
9.978064,0.40211678
9.860588,0.40174147
10.439493,0.39848584
10.391465,0.3898302
10.499155,0.3843414
10.036703,0.40171131
10.800559,0.38189295
10.082423,0.40797758
9.759977,0.41384128
10.866394,0.3792938
10.461482,0.38543075
11.202607,0.38572994
10.258363,0.40851855
11.060024,0.3964427
9.6602955,0.396363
9.734683,0.36621317
10.335446,0.42336926
9.975935,0.38668746
10.463936,0.3968856
10.196693,0.38180834
10.710843,0.410262
10.401998,0.37833038
10.76268,0.38287094
10.553906,0.38827023
10.468805,0.3902493
9.881221,0.3783678
9.9199705,0.37946534
10.4732485,0.40761882
10.577402,0.40638223
9.754587,0.38936064
10.804436,0.39614093
10.804436,0.39614093
11.075766,0.39359918
9.309614,0.41167107
9.703295,0.37114286
10.769523,0.42193103
10.133148,0.37385336
10.133148,0.37385336
10.233378,0.38293973
10.201644,0.40332618
10.606653,0.41075775
9.758392,0.37940383
10.568796,0.379968
9.719729,0.3953684
10.238784,0.39710823
11.032874,0.3988479
9.7725315,0.39353058
9.666458,0.39214492
9.99999,0.4046537
10.888389,0.39776576
9.882903,0.40140826
10.584127,0.3897878
10.371115,0.40463984
10.3051,0.38782597
10.225466,0.3958939
10.526483,0.39105335
10.721213,0.40194106
10.868662,0.4007158
11.284014,0.3917696
9.474605,0.40468872
9.499091,0.38538963
9.250224,0.39081112
10.893406,0.39988425
9.662216,0.38299558
10.683075,0.40295613
10.690362,0.38936108
10.291717,0.4011078
10.105524,0.39611647
9.985451,0.39356253
9.563129,0.39598823
9.463829,0.39489457
9.331596,0.38993683
10.923806,0.402304
10.298194,0.39977926
10.687551,0.37715974
11.055598,0.39196622
9.943676,0.3957651
10.770697,0.39351773
10.770697,0.39351773
10.619629,0.4060676
9.688319,0.38155854
9.697446,0.38421738
10.387205,0.40600243
10.293189,0.41453636
10.06538,0.41157112
10.06538,0.41157112
10.253771,0.38986525
10.253771,0.38986525
9.870797,0.38541347
9.961788,0.38076314
10.763506,0.4045146
10.914018,0.41468614
9.6984215,0.4020454
10.956196,0.38625684
9.704444,0.39398825
10.116792,0.39092132
10.357996,0.39334652
10.494602,0.39330518
9.855632,0.39307937
9.8028755,0.39427757
9.984289,0.3891242
10.925236,0.3926459
9.6938095,0.38185856
10.537809,0.40504423
9.992007,0.39201802
11.036873,0.40596274
9.951307,0.38680616
10.102903,0.3730181
9.815275,0.38207442
9.862138,0.38474303
11.336468,0.40063944
9.011883,0.40326822
9.249747,0.40937155
11.242356,0.38246748
10.280131,0.38208985
10.193725,0.37332526
10.572821,0.41918918
10.910376,0.40881506
11.158132,0.37960705
9.697138,0.40590617
10.384243,0.39728567
10.290009,0.40111578
10.367995,0.40105164
9.837709,0.4091331
10.209754,0.3852386
10.223158,0.38513258
10.223158,0.38513258
10.980467,0.39829186
9.675301,0.3948277
10.192427,0.3802663
10.192427,0.3802663
10.845955,0.40608168
11.152674,0.37753695
10.386457,0.4093002
10.451019,0.40436864
10.595327,0.39250565
10.328044,0.3940647
10.873361,0.38852465
10.488421,0.37756827
10.651299,0.4024995
10.663089,0.4050353
10.708132,0.38653737
10.057325,0.38408968
10.024416,0.3878917
9.2706375,0.38254496
9.881982,0.4018927
10.181813,0.40471026
10.973419,0.40483922
9.733518,0.39037699
9.667231,0.3925655
9.580743,0.41586062
10.197411,0.40781558
10.643742,0.40236583
10.622017,0.3911387
9.504872,0.38574317
11.045818,0.4013331
9.654613,0.38811308
10.497137,0.4028336
10.662425,0.40376353
10.195689,0.3958386
10.739059,0.41139603
10.2889595,0.39409816
10.367222,0.3965895
10.146883,0.39075887
10.057241,0.3899268
9.730998,0.39305168
10.701273,0.39086697
10.348796,0.39983383
10.270053,0.4095549
9.801798,0.39207837
10.03583,0.38321596
9.609223,0.38898048
10.843664,0.40230152
10.406797,0.38518095
10.674629,0.397899
10.003673,0.3932859
9.966678,0.39692232
10.004145,0.39762542
10.348833,0.37563658
9.711661,0.40168622
10.68523,0.38720226
10.725605,0.41827512
10.691547,0.40387496
10.697197,0.37721777
10.02395,0.41049683
10.693502,0.38371295
10.51833,0.38517857
10.444321,0.4145189
10.351577,0.39391795
10.80015,0.39813888
10.80015,0.39813888
10.80015,0.39813888
10.333816,0.39376828
10.8308325,0.38482568
10.194644,0.3920292
10.621563,0.39747646
10.6765995,0.4018256
10.431925,0.3912636
10.047458,0.3964925
10.449352,0.39132726
9.840131,0.3835753
9.88825,0.38525933
10.239594,0.3936122
9.757443,0.3851746
10.218031,0.4003955
10.38668,0.3950463
10.162327,0.38228077
10.316065,0.3976254
10.504137,0.39598274
9.841622,0.4038256
10.652689,0.40082124
9.813698,0.39246988
10.606886,0.402784
9.908308,0.40402672
9.973911,0.38962656
10.048941,0.41431788
11.635725,0.3907316
10.074164,0.38572368
9.73275,0.3938966
11.071971,0.39513934
10.518916,0.39407814
10.124306,0.39401034
10.293498,0.385493
10.485708,0.41062734
10.541207,0.39296037
9.99382,0.40585676
10.43272,0.4001135
10.5817585,0.39202803
10.097694,0.40764624
10.046965,0.37835577
10.046965,0.37835577
10.024905,0.4054768
9.383134,0.4159697
10.19582,0.37635696
10.620634,0.4156321
10.392702,0.41221723
10.211582,0.38608077
10.0308895,0.3974799
10.307388,0.40002784
10.263736,0.39595097
10.1692705,0.39019257
10.304609,0.38911164
10.194967,0.40038905
10.123837,0.41416824
10.123837,0.41416824
10.123837,0.41416824
10.231495,0.37473255
10.371043,0.38428625
10.042412,0.40116763
10.617778,0.41079572
10.983923,0.37696934
10.961448,0.3786311
11.086941,0.3840672
10.775604,0.38765472
10.775187,0.38478956
10.614892,0.38612348
10.053384,0.40210897
10.399805,0.39135593
10.353727,0.40127772
10.024451,0.39011154
10.551202,0.3989275
10.233676,0.39614376
10.928847,0.3967648
10.306951,0.3843037
10.987223,0.40602994
9.649134,0.384389
10.847418,0.40049675
10.465847,0.41319194
10.911877,0.39267567
10.712705,0.39750984
10.079179,0.40316007
10.629875,0.39827496
10.454395,0.39122772
9.95002,0.40686223
10.037038,0.40108693
10.037038,0.40108693
10.613068,0.38690293
10.596619,0.38680327
10.070983,0.39184335
10.869685,0.39764282
10.863944,0.40514326
10.129905,0.393487
10.409327,0.39342052
10.17262,0.39411262
9.934726,0.3928984
10.4509735,0.3914036
10.120333,0.38307393
10.034004,0.38203686
10.493702,0.38601395
10.305454,0.40500396
10.016023,0.38100466
10.207884,0.39062333
10.20034,0.3909404
10.20034,0.3909404
10.383137,0.40760264
10.030474,0.38122547
10.030474,0.38122547
9.495335,0.37538534
9.495335,0.37538534
10.640279,0.4004435
10.863786,0.40341166
10.958626,0.40587452
10.286396,0.38139188
10.184491,0.40352094
10.292217,0.41077575
10.6538315,0.3868241
10.032875,0.40441468
10.356394,0.3830098
9.997933,0.3947798
10.671207,0.39220226
9.946104,0.40002382
10.781132,0.41007343
10.778449,0.4060967
10.268428,0.39856902
9.478052,0.4100713
9.439402,0.3989518
9.522224,0.39105555
10.271599,0.3987082
10.435801,0.39364326
10.322981,0.3987286
10.172867,0.39287728
10.682741,0.39574376
9.979465,0.39085966
10.484519,0.39913112
10.136227,0.38856632
9.920827,0.384305
10.708024,0.40682742
9.961066,0.39341122
10.640152,0.41647303
9.871835,0.36971885
9.934707,0.37788078
10.925317,0.41153127
10.963568,0.40969852
11.049143,0.37617776
11.049143,0.37617776
11.049841,0.37838373
11.14411,0.37449846
10.506184,0.40606824
10.184814,0.3967066
10.332699,0.39207155
9.847315,0.39214814
10.586082,0.39781037
10.140895,0.39634407
10.140895,0.39634407
10.140895,0.39634407
10.346674,0.39292723
10.373932,0.40214366
10.176247,0.3848214
10.488912,0.40650848
10.249264,0.37905473
9.511118,0.4069905
9.595579,0.40814927
10.74865,0.38042888
10.052571,0.39518178
10.69305,0.40784928
10.798517,0.3918649
10.287598,0.39868388
10.407939,0.38765997
10.786442,0.41074267
11.0505705,0.3869267
10.198269,0.3894194
10.325878,0.40033376
10.071278,0.3842609
10.508019,0.39632502
10.200245,0.41097125
9.691746,0.37533486
10.308595,0.3922586
10.526864,0.39725304
10.2524805,0.39905444
10.298587,0.392629
10.538797,0.3949629
10.055582,0.39657506
10.293545,0.38966236
10.691506,0.39339164
10.352764,0.38759673
9.660841,0.38451535
9.561796,0.385077
10.707232,0.40480813
11.203266,0.40790728
10.9316225,0.40735683
11.036781,0.38603193
10.633013,0.38363928
10.682756,0.38233
9.515005,0.38281304
9.546254,0.38776776
9.2134075,0.38874444
10.688188,0.4118921
10.183151,0.41641837
9.681353,0.3771214
10.972971,0.39935642
9.724446,0.38896203
10.573585,0.38495633
10.290813,0.39531228
10.203809,0.37714958
9.589496,0.41073465
10.884835,0.3962829
9.657879,0.39523542
10.481771,0.38655907
10.419983,0.40066367
9.92164,0.40841207
10.518181,0.39252827
11.524937,0.38584346
10.22677,0.3964233
10.30847,0.38845938
9.861214,0.3852756
10.138736,0.38840336
10.431187,0.3989465
10.119356,0.39129853
10.485776,0.40709186
10.276578,0.3853829
10.093008,0.40699658
10.031603,0.3800463
10.655714,0.41111398
10.261151,0.38241088
10.1018095,0.38406575
10.3998575,0.40397334
10.489279,0.3852189
9.69976,0.40080646
9.889538,0.40904918
11.088204,0.3824707
9.72026,0.38076627
10.228139,0.37881437
10.0716715,0.40021828
10.630696,0.40781367
10.207587,0.395108
10.8968525,0.3982089
9.697092,0.40715066
9.884126,0.3706618
10.088627,0.40902472
10.088627,0.40902472
9.099119,0.38097593
9.9299135,0.3902392
10.257504,0.40468332
10.454999,0.38545454
10.454999,0.38545454
10.19938,0.4055117
10.419422,0.42050225
9.926817,0.39002022
10.723162,0.39768648
10.134582,0.39399844
9.882823,0.3931227
10.796347,0.39791492
9.690895,0.38829237
10.497042,0.3818541
10.696368,0.38948575
10.303192,0.41964382
10.122723,0.3693003
10.36688,0.38532314
10.374765,0.40624276
9.812078,0.39963922
10.278642,0.37556204
9.781347,0.3896086
9.799209,0.38830888
10.093266,0.41017717
10.116857,0.38899496
10.481779,0.40313682
10.116155,0.40542468
9.711392,0.40001896
10.429301,0.38391685
10.00273,0.386237
10.084407,0.39742765
10.868164,0.4039315
10.795995,0.41534555
10.774172,0.42217335
11.023359,0.4078711
11.047369,0.40426084
9.512438,0.38654503
9.571834,0.39260745
10.482487,0.40322587
9.817149,0.38247958
9.374126,0.3856438
10.523703,0.41051942
10.957711,0.38401404
9.616819,0.4034461
10.07592,0.39087424
9.978844,0.3893585
10.839084,0.40937248
10.104361,0.381457
10.391453,0.40616226
9.903589,0.39887726
10.244945,0.39924437
10.4300375,0.40386388
10.811707,0.3930679
9.764136,0.39329258
9.930148,0.41015607
10.70133,0.4066409
10.703284,0.39366463
9.5017185,0.3968996
10.431594,0.3906811
10.926693,0.39103198
10.705811,0.3885432
10.3272295,0.3995327
9.82294,0.40937242
9.82294,0.40937242
10.545181,0.4044645
9.9180975,0.39855802
10.5117035,0.41164723
10.468498,0.38616458
10.173225,0.39221448
10.057852,0.41001707
10.057852,0.41001707
10.434494,0.38060114
10.324017,0.38714033
10.756441,0.38376617
9.919488,0.3980319
10.957779,0.3865493
10.779447,0.38525638
9.901285,0.3897455
9.7915,0.38386896
9.651632,0.38297826
9.936383,0.38267982
10.180294,0.39517453
10.740296,0.39739951
9.573714,0.39581463
10.571878,0.394674
9.585873,0.39769328
10.522049,0.3764237
10.415386,0.38566753
10.376715,0.4040455
10.712273,0.3849472
9.85859,0.40720165
11.099615,0.38657537
11.259062,0.3980103
9.30632,0.39794698
11.634934,0.3874502
9.263773,0.39209738
9.459362,0.39288133
9.975074,0.38950357
10.751205,0.39867142
9.851537,0.39054558
10.20858,0.386092
9.714992,0.38788635
10.615287,0.39929807
10.941134,0.37558392
10.988506,0.38435194
10.794368,0.3997719
10.806473,0.38965198
10.804049,0.38662967
10.614984,0.40867227
10.56026,0.4018727
10.028443,0.38719428
9.4158325,0.40042335
10.429537,0.39353067
10.11849,0.39186668
10.223991,0.41409764
10.476945,0.3997766
10.538052,0.38030517
9.943868,0.39716128
9.958475,0.39718315
10.832627,0.39247733
10.370256,0.3901524
10.559512,0.4043271
10.298618,0.39987785
10.935793,0.38445696
10.254756,0.38648048
10.226037,0.39067385
10.534373,0.40008783
10.559545,0.40093195
10.335915,0.38749915
10.125112,0.3988061
10.520471,0.40204006
9.84673,0.38502964
10.3823395,0.40935865
10.355022,0.40709898
10.81297,0.38191694
10.384555,0.376984
9.527902,0.4061826
11.041702,0.38498813
9.878439,0.40339255
9.491381,0.38762417
10.2835245,0.40051588
9.569695,0.37687248
10.99428,0.40797856
10.962149,0.4059575
11.349373,0.40246904
10.059612,0.38701808
10.56141,0.39474627
9.927018,0.391882
10.241831,0.38365823
10.241831,0.38365823
10.788735,0.40749863
10.866423,0.42489025
10.159502,0.40576085
10.250571,0.41188806
11.106249,0.40507135
9.524186,0.3789103
10.111665,0.40589792
10.204789,0.38976148
10.604799,0.40056327
10.729452,0.39088187
9.611471,0.39770836
9.611471,0.39770836
10.858648,0.40695688
11.097911,0.40571865
9.207125,0.3780429
11.556282,0.40834314
10.152524,0.39774722
9.664029,0.39391676
9.827706,0.39269957
10.567432,0.39706016
10.062218,0.38752306
10.69273,0.40370995
9.693853,0.38661015
10.544367,0.39830747
10.829384,0.37989995
10.330564,0.4013665
10.603378,0.39202383
9.88315,0.39114597
10.405214,0.3996635
10.78567,0.4095916
10.166585,0.38805273
9.752657,0.405568
10.393284,0.38099042
10.528402,0.39714208
10.219717,0.38750488
10.2365675,0.3904799
10.328615,0.39087075
10.917459,0.40193695
10.779827,0.39035398
9.850287,0.40317494
10.547464,0.38491994
9.912464,0.3997995
10.710539,0.38898557
9.389164,0.39088827
10.128388,0.3902052
10.691843,0.39429367
10.61242,0.3963468
9.799239,0.40328342
9.484685,0.40606683
10.707243,0.39418197
9.994754,0.4071433
10.574522,0.3923101
9.813751,0.38440493
9.646226,0.3817775
11.037278,0.3917167
9.832696,0.39848745
10.691547,0.39862826
10.254585,0.39199543
10.333352,0.39467034
10.333352,0.39467034
10.167293,0.38126191
10.304708,0.4055673
11.2558365,0.4026517
10.143646,0.38503772
10.218416,0.39881077
10.442152,0.3947176
9.76877,0.3993714
9.588894,0.40257603
10.509651,0.3954472
10.23258,0.39337218
10.309003,0.39680153
9.860398,0.40097067
10.525441,0.39847618
10.103953,0.39488977
10.782669,0.38981277
10.442842,0.4027232
10.379615,0.4056897
10.063309,0.3937384
10.407996,0.40195823
9.368347,0.40317318
9.972179,0.40134498
9.269245,0.37436193
9.697261,0.40208194
10.999971,0.38590991
10.360409,0.40494633
10.238813,0.3869044
10.429043,0.382379
10.460207,0.40845597
10.54134,0.3874286
10.148257,0.4018517
10.546625,0.38454264
10.492113,0.38369864
10.143531,0.3814939
11.133107,0.40795392
11.014405,0.403442
9.716335,0.3870735
11.264352,0.39440048
9.784543,0.4029719
10.229561,0.38666353
10.206748,0.4000141
10.641073,0.38985592
10.493071,0.4014872
9.932039,0.40217716
11.1227,0.3934001
10.472182,0.41122434
10.461255,0.41238302
9.725805,0.39343062
9.811901,0.39086124
10.649484,0.39218414
10.065227,0.38845468
10.229429,0.40042847
10.242659,0.38669437
10.493872,0.39294383
10.037323,0.3969396
10.037323,0.3969396
10.582293,0.39420703
10.395941,0.3961613
10.224062,0.39134455
9.4053545,0.39773193
10.54569,0.39586824
10.32458,0.40202433
10.880194,0.39513126
10.503962,0.4008847
11.170645,0.39479783
11.322046,0.3977914
11.247694,0.38165194
11.23419,0.3714872
11.284687,0.39137015
10.652143,0.40145648
10.02442,0.38753816
10.4657955,0.3901501
9.921307,0.3905666
10.6600485,0.39920318
10.185647,0.38878626
9.988446,0.39275247
10.567004,0.3949954
9.86475,0.40265194
9.840602,0.4007639
10.259177,0.3965299
9.735581,0.3905183
9.6573105,0.39321315
10.255622,0.38034296
10.249919,0.38415247
9.895348,0.3922799
10.679483,0.3827036
10.33906,0.410739
10.464206,0.3819372
10.449748,0.414778
9.348839,0.3861601
9.608761,0.38656873
10.49906,0.3889179
10.24662,0.39114213
10.24662,0.39114213
9.626205,0.39114326
9.626205,0.39114326
10.832007,0.4053688
10.754068,0.40985274
10.841681,0.41213876
9.917052,0.39067936
10.406413,0.39380744
10.191579,0.40180328
10.191579,0.40180328
10.664009,0.38815612
10.3607025,0.38736102
9.310464,0.39407626
9.871859,0.38596985
10.437515,0.39747462
10.040941,0.39138246
10.094847,0.38364676
10.390224,0.40231666
10.048085,0.39239758
10.163909,0.39262447
10.091735,0.39631692
10.091735,0.39631692
10.263806,0.387343
10.635079,0.4002271
10.570512,0.39514062
10.058927,0.39466587
9.922192,0.39253876
10.321178,0.39282548
10.478461,0.39762184
10.384213,0.38926646
9.243665,0.3805258
9.425214,0.3803753
9.86628,0.398318
9.890417,0.39308795
9.484675,0.38648263
9.856656,0.37304404
10.530311,0.390457
9.978315,0.39092985
9.751703,0.40186974
9.872383,0.4127224
10.626011,0.42251074
10.724826,0.42382932
10.615892,0.42139223
10.20302,0.4021929
10.428715,0.39625657
9.935933,0.41085044
9.517785,0.37885028
9.771546,0.39506778
9.591713,0.4015494
9.367243,0.4019824
9.165269,0.40700555
10.360221,0.37623557
10.288348,0.37424022
9.948508,0.4021685
9.513601,0.39729905
9.77924,0.38704106
9.318783,0.39686993
10.350846,0.38504285
9.651064,0.38997772
9.765728,0.38893932
9.871305,0.38617337
10.176863,0.39886397
9.649534,0.39458323
10.127485,0.37909713
10.181677,0.3940826
10.82856,0.39459252
9.759737,0.393322
9.992521,0.39817843
9.915383,0.3988991
9.751852,0.3955138
10.28211,0.39874005
10.267975,0.3888305
9.667571,0.40284246
9.532551,0.40382063
9.912691,0.3944917
10.47231,0.3962806
9.901967,0.38490164
10.121373,0.40070933
9.24393,0.3805785
9.271065,0.3833489
11.401432,0.4105415
11.597087,0.40905404
11.315357,0.40297294
10.196421,0.3919512
10.196421,0.3919512
10.103474,0.39944252
9.479483,0.39367685
9.754227,0.39877677
10.372925,0.39220157
10.592951,0.39126948
10.471338,0.404656
9.118456,0.3903531
9.443222,0.38198128
9.616489,0.38386846
11.029072,0.40252122
10.575766,0.38886794
10.91466,0.39693758
10.179335,0.4026169
10.093065,0.39494675
10.222113,0.40388924
10.652617,0.41099256
10.680497,0.393826
10.445887,0.36995965
10.635338,0.39324367
10.86648,0.3929121
10.138646,0.3886179
9.985067,0.41066387
9.651756,0.37414157
10.895234,0.4019394
9.871246,0.39218184
10.465197,0.39387867
10.465197,0.39387867
10.401348,0.40434873
9.712772,0.39232102
9.650385,0.39646748
10.960476,0.38634542
11.193465,0.3811624
11.598438,0.40561703
9.627884,0.38666448
9.72246,0.39665717
10.117675,0.39424893
10.209494,0.40773705
10.019271,0.40204716
10.214909,0.39911315
10.650855,0.38467324
9.742982,0.39329305
9.761485,0.38881463
9.966558,0.38850355
10.77318,0.40057853
11.089383,0.3951011
10.766468,0.38447058
10.420679,0.39163515
9.9259205,0.40482238
10.576186,0.389693
10.531739,0.3888048
10.54133,0.3849927
11.06626,0.38908786
10.085159,0.3914162
9.867578,0.39754155
10.06585,0.3947066
9.4638605,0.38484928
9.482173,0.38761136
9.601282,0.39549324
10.449065,0.38549554
10.410095,0.39708763
9.872539,0.398098
10.376106,0.4093916
10.238544,0.41827488
11.133676,0.38859233
9.850943,0.39251694
10.210833,0.3946308
10.514277,0.3765707
10.118881,0.41210505
9.970899,0.39619312
10.073807,0.40665427
10.741889,0.38385716
10.797807,0.38380364
9.685777,0.40618613
9.530965,0.40739405
11.129023,0.38231003
11.003896,0.385689
11.257597,0.38973492
10.274276,0.40962216
10.584574,0.41676623
10.699156,0.41579658
10.648133,0.41561475
10.648133,0.41561475
10.034509,0.3968292
10.217997,0.38877857
9.638336,0.39741954
9.37302,0.3938129
10.246381,0.39424163
9.739679,0.3861576
9.778762,0.39124933
9.736201,0.37483662
9.343867,0.38924092
9.244644,0.3891779
11.512493,0.3917953
11.107409,0.38939923
10.958346,0.40536857
9.637038,0.38433033
10.87045,0.40782732
10.700526,0.38609675
9.951715,0.3991114
10.21019,0.38118213
10.107175,0.37964603
10.353687,0.38085154
10.568997,0.4074371
10.052492,0.39196825
10.634977,0.403527
9.987594,0.3865228
9.915367,0.38630548
9.862364,0.3946784
10.80501,0.38966966
10.691927,0.3901537
10.619694,0.39777836
9.908404,0.3798508
11.208111,0.40351897
9.211803,0.40095565
10.8800535,0.39034146
10.335939,0.39524743
10.478529,0.40201965
9.836385,0.39713785
11.22111,0.38927215
11.24283,0.38911507
10.663895,0.39113316
11.23824,0.39236248
9.73683,0.40675953
10.256666,0.40375158
10.014683,0.39057735
10.107076,0.3969058
10.683804,0.40992057
9.615856,0.36668405
9.472023,0.39674804
10.755187,0.39753592
9.603695,0.37734842
10.334535,0.3922513
10.332778,0.41366938
10.611854,0.38103798
10.595049,0.40427446
10.489177,0.39168388
10.151473,0.37879628
9.568943,0.38453376
10.178428,0.39045686
10.346161,0.39921328
10.259562,0.39175978
10.914955,0.40288958
9.483887,0.3889423
10.316977,0.3947357
10.300628,0.39341518
10.760783,0.40359566
10.231232,0.3794932
10.369263,0.39553833
10.369263,0.39553833
10.851824,0.39165005
9.900335,0.39365894
10.69973,0.400049
10.18983,0.40610644
9.831569,0.39397982
10.299301,0.3991341
10.45941,0.3898684
9.818496,0.38744348
11.027228,0.4108007
9.578438,0.37724304
9.65531,0.39417875
10.245306,0.4126614
10.650078,0.38337183
10.311088,0.4057563
10.519342,0.40336594
10.447962,0.3932439
10.563904,0.40230393
9.498258,0.3874319
9.756608,0.3984052
10.262786,0.3893405
10.3522215,0.3973455
10.093634,0.3938355
9.955665,0.40094906
9.824082,0.40413567
10.566065,0.3854492
10.460083,0.39917564
10.392343,0.3880103
11.297834,0.40171742
9.964057,0.38174534
9.906045,0.41044503
10.047586,0.40780818
10.024989,0.39150965
10.159653,0.39383236
10.223847,0.3936005
10.635596,0.40197468
10.427377,0.40704113
10.422518,0.40930584
10.63319,0.39361337
9.688803,0.40432203
10.837592,0.38021725
10.629956,0.39318272
10.900384,0.3892804
10.98983,0.3897135
10.760201,0.39370948
10.031413,0.39909568
10.851546,0.39191326
10.545762,0.3973998
10.067759,0.3931984
10.453947,0.39558855
10.588694,0.38658896
10.819832,0.38989782
10.747638,0.389977
10.668933,0.37984267
10.086708,0.38986918
10.536227,0.3942464
9.680088,0.43196255
9.590574,0.39822868
9.385805,0.39938283
9.558671,0.39571103
9.5723295,0.38711244
