LE,gammaE
39.575322169177156,0.43396405719492853
38.11184163830682,0.43364809366057655
37.215492517568116,0.4523545244520293
36.85120626818001,0.4561748529474261
35.20351046780903,0.4451584325230897
33.96659464858214,0.4511436026375828
36.41230275812043,0.4507660369070785
38.23233399696722,0.43496717908564103
35.5980215724321,0.44805970434089004
33.66964619983165,0.45964499291899547
35.84540142191649,0.44614634907928447
37.95528831010854,0.4548679822482709
38.59256156126356,0.44908135207616884
37.83077054569828,0.4428148763702544
37.737354550294135,0.427194664487312
41.42095947532058,0.4330834789712523
39.44719059246846,0.4276462032025712
38.65454753312843,0.4324431220791636
34.476985921704845,0.44771657300625495
35.66222733269906,0.44333401997178035
33.066465026747544,0.44736069215416263
33.83631289806952,0.45892722246638257
35.23032731178806,0.46550980628693744
36.88319074519527,0.44327621622618757
36.76704313015909,0.4641414320336243
36.37843785215686,0.45899684559740167
35.83568576592479,0.45664576090731107
37.06968798993382,0.44467395876532584
36.06863137283237,0.448961229988438
36.05718020145195,0.44468461768989576
43.298058099252664,0.4488894771138121
39.88612308332655,0.41757457311994434
40.31610346591199,0.43894002368789503
40.67454858740209,0.43949318627218886
37.77798227525087,0.4509248344446107
36.71565355748046,0.45255205209939825
35.228615849941185,0.455858089333077
36.713682587194796,0.4455209531790388
38.57626743509844,0.4383212050369709
39.44113786158687,0.4342563348405295
40.15495078831923,0.44710270257424584
34.67412387575899,0.4512708007882728
37.03091144186611,0.45482891302342254
37.319007575177764,0.45638582284056517
34.72033858163974,0.4456658879468001
37.37350634839156,0.45413441215659683
33.39407632691556,0.4419590981627803
36.999687037029005,0.4624899534611617
34.33588049921322,0.4695268690302746
34.96790458126522,0.47498793865548
33.08406869948631,0.46870287643487024
32.96874730628564,0.46374035863617596
33.470873729617914,0.4695041113558382
36.96704177929898,0.4491527634811682
35.951489767815225,0.45031085972518453
36.31069623031551,0.44478185111831225
39.28755432175784,0.436814357817641
38.00068775762824,0.4420104857026358
38.48315765139278,0.4497096550483562
38.542100622097365,0.4255260178912876
37.964388414002855,0.4546708636398146
35.254851454407,0.45601385396254
43.0671644493008,0.42571669745010904
33.83358135725773,0.4532153127172921
38.72973411639433,0.46098452285895786
32.17798961016079,0.4473394270474979
37.18333025531595,0.4500804217508169
41.87074494774191,0.44700945606415043
34.96198697681472,0.4449628770462207
35.944254515371235,0.4584179185047079
39.00239512793366,0.42891307916339433
39.343559341135055,0.43122949638096003
41.79850200966388,0.4328611772622564
41.2008389137992,0.43285992790546607
39.681392053194436,0.43490593493029844
36.45868259231845,0.4444872687037625
35.844714534817186,0.45915679097522366
37.91935286424207,0.4360213805289854
36.61673986577334,0.4484408564102412
37.96565995253052,0.4467365357621632
35.62740409572962,0.4477719031298804
36.83982669454326,0.4503433496301613
34.3909218968524,0.4413690441940425
39.02947470630471,0.4483091140946131
36.99071584556609,0.4471550271958323
38.64719272033703,0.45399510265804127
37.3046013589121,0.4345882803434907
33.88059382587097,0.4457758016000441
37.69284225312382,0.45225686098822265
34.96312183233654,0.44907487289795
34.36208402534273,0.45881897000358657
33.379738144248705,0.45723685904988876
37.9804896616958,0.45203522960083414
38.66449621586241,0.439363565183817
36.77701243349394,0.44779365877619665
37.976725906569314,0.4492469764742559
37.80749107006481,0.4374205132233877
36.01586046365817,0.440404383415344
35.474002062896574,0.43959252881646177
36.42583511660479,0.4290066316628243
35.93495584174402,0.45351253257586976
37.854064428087774,0.4389595501019559
38.86167808253953,0.44770419055538596
34.967702605799346,0.4417850789382532
37.03422972977922,0.4318788809373275
36.3798886101861,0.44236573600719303
41.52463484317749,0.44488649221884696
38.773856269725115,0.45441113882243805
37.63241492575172,0.4289457054629659
39.5605295221464,0.4422955190177523
37.07481508392099,0.4513916281247139
31.345795596336306,0.47352241592569944
34.904680382107635,0.45612114710025015
