LE,gammaE,LA
13.760863246850146,0.3396564638680179,26.320683957661213
13.564651369651141,0.3442032603514235,28.777545485537857
13.634810187548744,0.3499935501146206,28.055958359516133
13.211394776359942,0.3431504716229562,28.51508550387951
12.994688230858005,0.3494982519710675,24.656504075445397
12.774259404016322,0.35698263674187664,24.96743591661875
13.26363438255449,0.3472514941747902,30.263587527882006
12.18215569785778,0.34306836411066977,26.19869780543477
13.171286856697979,0.341497345150666,25.25745404395491
14.344355461923426,0.35558189355280356,27.629787785603657
14.44233211750167,0.36137348281485937,27.7433440596141
13.99045734607251,0.33900758455817986,27.895538037266704
12.757497586848398,0.34247646614944777,26.075892623277753
12.757497586848398,0.34247646614944777,26.075892623277753
12.558467316296689,0.361050653352009,27.312473331451635
13.303155405008164,0.3338788399078213,26.686644567240528
13.716476528891917,0.35568086935449544,25.38311412454691
13.880987053202656,0.3473299300162697,25.437833748973624
13.477404858354555,0.3562869154119391,26.580001087625956
12.640398098939976,0.33635266710657397,26.368701494364363
15.2495993607677,0.336738419842239,23.487672414657503
12.799909838076731,0.35789612999196346,27.811529987748813
12.209281073786888,0.359820800311969,26.654473783476114
13.149397915827175,0.33823378576758506,26.982364007142177
11.925112026428483,0.3478467149632503,30.821456594238335
12.92630082024913,0.3366351980616103,24.14782187988836
14.176897992686534,0.34253967309622135,29.473511053206657
14.847161105860765,0.34259657372218916,29.399254747129785
12.425161504125683,0.3312356225105303,29.674222028322433
12.01313352215731,0.34723290095973247,28.14412241909289
13.874771581497061,0.3402575741716944,24.237317606632175
12.340245105418298,0.3541793556336263,28.34176769277907
12.303574782976108,0.3474310938848609,25.068787360367836
12.998915570470823,0.3516453022624363,27.34281498902007
12.919339816485309,0.3455422479876257,26.771351015918892
12.919339816485309,0.3455422479876257,26.771351015918892
13.1006143446024,0.3423333761326983,28.21298277606778
13.230840893628647,0.35164558068206414,23.825122860107502
12.81519633894691,0.3392740995166307,30.65645386069215
13.257695600709326,0.3519721009117201,25.774670619353014
12.55533010736381,0.35741694437038335,28.11760097712628
13.096988584649315,0.3398453214405262,28.620315307274577
13.235125114655633,0.3513216336179543,27.933571085679812
13.234485914539821,0.3527621110603087,28.145359796229176
12.739137051060979,0.3394293267366249,26.147848060459282
12.6347464486221,0.33822591937073154,27.170500395867897
13.999553270174669,0.351794019116019,27.06685596781831
11.805984970725833,0.3454419860739268,28.123507661499723
14.129034679835112,0.3552041686933065,26.384743939037254
13.484743231930612,0.3600709593602993,26.111371867814253
13.484772089603126,0.35135390765708213,24.054399222586284
13.452377352490213,0.34927401915396894,26.573387023914005
13.596983113683335,0.3481903108559503,30.18754577874691
13.596983113683335,0.3481903108559503,30.18754577874691
12.0500247991544,0.3506545598899651,25.765532707947553
13.589507175868784,0.3371276356243653,26.59839719705468
12.256641569276393,0.3484757126318255,32.92682692196383
12.856511191895356,0.3590481463856259,33.10654881966004
14.01051595870883,0.33594294989479784,31.22399392041926
12.812271780920181,0.3616421638061442,22.55576390704354
12.946693240731664,0.3647462489570364,23.548273414439635
12.77068031399375,0.3369058811251899,28.828312928390126
13.641343609800824,0.3550005650841334,24.95295764474996
13.48889438631458,0.32057505347513143,25.4636308907579
13.605118642855595,0.3469801501068616,24.437187540190482
13.420376359112716,0.34483988025423473,22.18952187383398
12.108784512907453,0.3298333737096462,31.013770182001203
12.621635388308668,0.33140360308443334,32.18020650675763
12.813762812276892,0.3429839585431082,29.629289847995487
12.860056191300949,0.32364543254621725,26.788432702675234
12.85092213320277,0.36187169691841764,30.919578188884284
13.169827271835244,0.3639190872926533,32.29901522299003
12.970088396327906,0.3416957342291223,25.577241298082246
12.795805054028556,0.33665258671687864,25.602516880994735
14.024338401943766,0.3205163447628655,24.532728002853947
12.938109833525429,0.3301407358370967,25.564328022910395
13.745611359075843,0.3669884415083032,29.10626193289101
12.780595399529783,0.32188369679132706,26.197413675247674
13.773006249249724,0.36614061187381547,29.713197337125024
13.56632177188039,0.3645691165365665,26.139220486551945
13.517224040933188,0.34953709572252945,30.870604077097852
12.783704860777279,0.3355793892818122,28.439450404235167
13.063046523729387,0.3408161942878571,25.613852408846288
13.420474104511364,0.3520504306813938,25.166412546860514
13.747860155452582,0.3696279185409556,28.967850766612543
13.691587653885595,0.31292316416144433,22.06259310640846
12.977642207543331,0.35013979245343063,30.561889258320544
12.516048535316795,0.34620924352671667,27.594649240520685
14.202757626772698,0.33958404390108216,26.758436759726973
12.68620535178402,0.3616075104416668,27.83958373478027
12.521843388526474,0.35254193064609335,28.87961392835974
12.63265847295759,0.3503260972634664,28.548529196599784
13.23007929397896,0.3411390311427528,25.166863183520658
13.23007929397896,0.3411390311427528,25.166863183520658
13.087014224260765,0.33065281085478104,24.644538303484975
13.902175079321728,0.3492133201861221,25.255176085347596
11.81514014761283,0.3466407584163542,30.745489263598422
11.72326976582417,0.3566509335909363,31.74796939888053
12.347058243324708,0.3542374898742334,31.04834735393932
12.695728874791039,0.3403582667307712,27.008234685779453
12.862191404723937,0.3325020870247862,23.96478880899221
12.86048945845994,0.33802849507956617,24.61037176309197
12.870525792823905,0.3322215756260928,28.388139813314208
12.732656247595814,0.3522251624472144,30.977437988616472
12.793219087163973,0.34338230150143917,25.95449067121518
