sr3_025,sr4_025,sr3_sr4_025,sr1_075,sr2_075,sr1_sr2_075
0.0025220680958385,0.0,0.001278363694471,0.0147010780790591,0.0221793635486981,0.0184705119896305
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0016202203499675,0.0007989773090444,0.1097680496569748,0.1610414657666345,0.1356124432922877
0.2184741488020176,0.0,0.110738255033557,0.0009800718719372,0.0,0.0004860661049902
0.0,0.0,0.0,0.2727866710225416,0.0,0.1352883992222942
0.0,0.0,0.0,0.1581182620058804,0.0440372870459659,0.1006156837329876
0.162358133669609,0.2482177576150356,0.2046979865771812,0.7709898725906567,0.5085181613629058,0.6386908619572261
0.0,0.0,0.0,0.0104540999673309,0.0096432015429122,0.010045366169799
0.0,0.0,0.0,0.0418163998693237,0.0,0.0207388204795852
0.2635561160151324,0.077446532728451,0.171780121444551,0.1257758902319503,0.0051430408228865,0.0649708360337005
0.1286254728877679,0.0,0.0651965484180249,0.5227049983665468,0.0054644808743169,0.2619896305897602
0.0,0.0,0.0,0.00359359686377,0.0623593699774992,0.0332145171743357
0.0296343001261034,0.0,0.0150207734100351,0.0248284874224109,0.008678881388621,0.0166882696046662
0.0022068095838587,0.0019442644199611,0.0020773410035155,0.1264292714799085,0.0009643201542912,0.0631885936487362
0.42843631778058,0.0385612443292287,0.2361776925535315,0.0836327997386475,0.0118932819029251,0.0474724562540505
0.0,0.0,0.0,0.0506370467167592,0.0,0.0251134154244977
0.0050441361916771,0.0003240440699935,0.002716522850751,0.1702058150931068,0.0642880102860816,0.1168178872326636
0.0964691046658259,0.0466623460790667,0.071907957813998,0.0022868343678536,0.1340405014464802,0.068697342838626
0.0274274905422446,0.0,0.0139022051773729,0.0,0.0003214400514304,0.0001620220349967
0.7377049180327869,0.5881399870382372,0.6639501438159157,0.5360993139496897,0.5004821600771456,0.518146467919637
0.287515762925599,0.0217109526895657,0.156439757110898,0.0,0.0,0.0
0.0047288776796973,0.0061568373298768,0.005433045701502,0.4537732767069585,0.4329797492767598,0.4432922877511341
0.0460277427490542,0.0025923525599481,0.0246085011185682,0.3858216269193074,0.1121825779492124,0.2478937135450421
0.0050441361916771,0.0077770576798444,0.0063918184723553,0.0558640967004247,0.0,0.0277057679844458
0.0,0.0,0.0,0.0539039529565501,0.0022500803600128,0.0278677900194426
0.0,0.0,0.0,0.0,0.0019286403085824,0.0009721322099805
0.0047288776796973,0.0003240440699935,0.0025567273889421,0.4665142110421431,0.0517518482802957,0.2574530136098509
0.4627994955863808,0.3904731043421905,0.4271332694151486,0.0,0.0,0.0
0.0,0.000648088139987,0.0003195909236177,0.2793204835021234,0.1295403407264545,0.2038237200259235
0.0337326607818411,0.001296176279974,0.0177372962607861,0.0480235217249264,0.07875281260045,0.0635126377187297
0.0699873896595208,0.0226830848995463,0.0466602748481943,0.2427311336164652,0.3259402121504339,0.2846727154893065
0.2030264817150063,0.010045366169799,0.1078619367209971,0.0241751061744527,0.0523947283831565,0.038399222294232
0.0349936948297604,0.0003240440699935,0.017897091722595,0.0718719372754002,0.0,0.0356448476992871
0.1150693568726355,0.0340246273493195,0.0751038670501757,0.1790264619405423,0.0925747348119575,0.1354504212572909
0.1122320302648171,0.000648088139987,0.0572067753275807,0.0,0.0,0.0
0.1289407313997478,0.0025923525599481,0.0666347075743049,0.0679516497876511,0.1263259402121504,0.0973752430330524
0.2411727616645649,0.0022683084899546,0.1233620965164589,0.0803658934988565,0.1658630665380906,0.1234607906675307
0.0611601513240857,0.0003240440699935,0.0311601150527325,0.0797125122508984,0.1285760205721633,0.1043421905379131
0.0,0.0,0.0,0.2995753021888271,0.0241080038572806,0.1607258587167855
