sr3_025,sr4_025,sr3_sr4_025,sr1_075,sr2_075,sr1_sr2_075
0.1368221941992433,0.0119896305897602,0.0752636625119846,0.8124795818360013,0.1581485053037608,0.4826636422553467
0.4126733921815889,0.5502268308489955,0.480504953659316,0.0525971904606337,0.0430729668916747,0.047796500324044
0.0176544766708701,0.0038885288399222,0.0108660914030041,0.2724599803985625,0.4757312761170041,0.3749189889825016
0.0066204287515762,0.0,0.0033557046979865,0.0473701404769683,0.1761491481838637,0.1122812702527543
0.2329760403530895,0.0119896305897602,0.1240012783636944,0.1969944462593923,0.0266795242687238,0.111147116007777
0.0,0.0,0.0,0.0205815093106827,0.0318225650916104,0.026247569669475
0.0,0.0003240440699935,0.0001597954618088,0.0006533812479581,0.0006428801028608,0.000648088139987
0.1907313997477931,0.0145819831497083,0.103867050175775,0.0516171185886965,0.0,0.025599481529488
0.0069356872635561,0.0025923525599481,0.0047938638542665,0.1081345965370793,0.0,0.0536292935839274
0.0,0.0,0.0,0.0045736687357072,0.0035358405657344,0.0040505508749189
0.1238965952080706,0.0029163966299416,0.0642377756471716,0.0019601437438745,0.0,0.0009721322099805
0.1551071878940731,0.0434219053791315,0.1000319590923617,0.0013067624959163,0.0,0.000648088139987
0.3234552332912989,0.0395333765392093,0.1834451901565995,0.0,0.0,0.0
0.7414880201765448,0.8289047310434219,0.7845957174816235,0.0111074812152891,0.0003214400514304,0.0056707712248865
0.0,0.0,0.0,0.0,0.0,0.0
0.6837957124842371,0.5852235904082955,0.6351869606903164,0.0062071218556027,0.0,0.0030784186649384
0.0015762925598991,0.0,0.0007989773090444,0.0542306435805292,0.0012857602057216,0.0275437459494491
0.0066204287515762,0.0,0.0033557046979865,0.508983992159425,0.0684667309546769,0.2869410239792612
0.0498108448928121,0.0003240440699935,0.0254074784276126,0.0130676249591636,0.0,0.0064808813998703
0.4290668348045397,0.0288399222294232,0.2317034196228827,0.0849395622345638,0.0440372870459659,0.0643227478937135
0.0353089533417402,0.0061568373298768,0.0209332054969638,0.0088206468474354,0.1700417872066859,0.0900842514581983
0.0122950819672131,0.0003240440699935,0.0063918184723553,0.106827834041163,0.0054644808743169,0.0557355800388852
0.1103404791929382,0.1723914452365521,0.1409395973154362,0.2887945115975172,0.0218579234972677,0.1542449773169151
0.0056746532156368,0.0,0.0028763183125599,0.0058804312316236,0.0019286403085824,0.0038885288399222
0.0866960907944514,0.0,0.0439437519974432,0.0052270499836654,0.0591449694631951,0.0324044069993519
0.0362547288776797,0.0003240440699935,0.0185362735698306,0.0013067624959163,0.0041787206685953,0.0027543745949449
0.1128625472887768,0.0204147764095917,0.0672738894215404,0.9993466187520418,0.6010928961748634,0.7986066104990278
0.0343631778058007,0.0,0.0174177053371684,0.9202874877491016,0.5107682417229187,0.7138690861957226
0.0,0.0,0.0,0.0009800718719372,0.0,0.0004860661049902
0.0,0.0,0.0,0.2999019928128063,0.3587270973963355,0.3295528191834089
0.0230138713745271,0.0032404406999351,0.0132630233301374,0.9787651094413592,0.8964963034394086,0.937297472456254
0.0040983606557377,0.0,0.0020773410035155,0.0016334531198954,0.0,0.0008101101749837
0.0009457755359394,0.0,0.0004793863854266,0.0,0.0,0.0
0.0028373266078184,0.000648088139987,0.0017577500798977,0.0731786997713165,0.0453230472516875,0.0591380427738172
0.4315889029003783,0.1331821127673363,0.2844359220198146,0.0026135249918327,0.0,0.001296176279974
0.2023959646910466,0.0213869086195722,0.1131351869606903,0.0,0.0,0.0
0.0504413619167717,0.0145819831497083,0.0327580696708213,0.0222149624305782,0.0376084860173577,0.0299740764744005
0.0003152585119798,0.0,0.0001597954618088,0.0294021561581182,0.1256830601092896,0.0779325988334413
0.1494325346784363,0.1461438755670771,0.1478108021732183,0.0601110748121528,0.0183220829315332,0.039047310434219
0.8373266078184111,0.4374594944912508,0.6401406200063918,0.0,0.0003214400514304,0.0001620220349967
0.0009457755359394,0.0,0.0004793863854266,0.6151584449526298,0.2201864352298296,0.4160725858716785
0.2802648171500631,0.0567077122488658,0.1700223713646532,0.039202874877491,0.1526840244294439,0.0964031108230719
0.046343001261034,0.0,0.023489932885906,0.8846782097353806,0.8399228543876567,0.8621192482177576
0.8335435056746532,0.3402462734931951,0.5902844359220198,0.3544593270173146,0.0851816136290581,0.2187297472456254
0.0,0.0,0.0,0.135249918327344,0.1623272259723561,0.148898250162022
0.0,0.0,0.0,0.0084939562234563,0.0,0.0042125729099157
0.4416771752837327,0.0534672715489306,0.2502396931927133,0.0,0.0,0.0
0.0012610340479192,0.0,0.0006391818472355,0.0539039529565501,0.0793956927033108,0.0667530784186649
0.0,0.0,0.0,0.8150931068278341,0.1526840244294439,0.4812054439403759
0.0031525851197982,0.0,0.0015979546180888,0.0261352499183273,0.0019286403085824,0.0139338950097213
0.0003152585119798,0.0,0.0001597954618088,0.0623979091800065,0.0996464159434265,0.0811730395333765
0.3430012610340479,0.0819831497083603,0.2142857142857142,0.9944462593923554,0.3018322082931533,0.6453337653920933
0.1011979823455233,0.0233311730395333,0.0627996164908916,0.0,0.0,0.0
0.0028373266078184,0.0,0.0014381591562799,0.0222149624305782,0.0160720025715204,0.0191186001296176
0.0428751576292559,0.0064808813998703,0.024928092042186,0.1692257432211695,0.0482160077145612,0.1082307193778353
0.0334174022698612,0.0,0.0169383189517417,0.3276706958510291,0.0067502410800385,0.1659105638366818
0.0182849936948297,0.0573558003888528,0.0375519335250878,0.0068605031035609,0.0,0.0034024627349319
0.362547288776797,0.1247569669475048,0.2452860338766379,0.0,0.0,0.0
0.0119798234552332,0.0,0.0060722275487376,0.0,0.0,0.0
0.1046658259773013,0.0337005832793259,0.0696708213486737,0.0029402156158118,0.0,0.0014581983149708
0.0040983606557377,0.0,0.0020773410035155,0.8088859849722313,0.2089360334297653,0.5064808813998704
0.0551702395964691,0.0158781594296824,0.0357941834451901,0.0055537406076445,0.0,0.0027543745949449
0.1305170239596469,0.0045366169799092,0.0683924576542026,0.0101274093433518,0.0,0.0050226830848995
0.0163934426229508,0.0,0.008309364014062,0.0055537406076445,0.0006428801028608,0.0030784186649384
0.3023329129886506,0.001296176279974,0.1538830297219559,0.0,0.0,0.0
0.0952080706179066,0.0029163966299416,0.0496963886225631,0.0182946749428291,0.0,0.0090732339598185
0.0018915510718789,0.0,0.0009587727708533,0.2035282587389742,0.0205721632915461,0.1113091380427738
0.0,0.0,0.0,0.0022868343678536,0.0003214400514304,0.001296176279974
0.0,0.0,0.0,0.0454099967330937,0.0292510446801671,0.0372650680492546
0.5416141235813366,0.5609202851587816,0.5511345477788431,0.000326690623979,0.0,0.0001620220349967
0.3962799495586381,0.0113415424497731,0.2064557366570789,0.0594576935641947,0.0067502410800385,0.0328904731043421
0.1242118537200504,0.0106934543097861,0.0682326621923937,0.0026135249918327,0.0041787206685953,0.0034024627349319
0.1324085750315258,0.0,0.0671140939597315,0.0045736687357072,0.0160720025715204,0.0103694102397926
0.1639344262295081,0.0375891121192482,0.1016299137104506,0.0320156811499509,0.0057859209257473,0.0187945560596241
