Magnitude,SourceIndex,RuptureIndex,AverageRake,AverageDip,lat_p0,long_p0,depth_p0,lat_p1,long_p1,depth_p1,lat_p2,long_p2,depth_p2,lat_p3,long_p3,depth_p3,hypo_latitude,hypo_longitude
6.25,27,1,180.0,90.0,37.8273,-122.21280000000002,2.400000035762787,38.0888859498998,-122.4353844451033,2.400000035762787,37.8273,-122.21280000000002,9.400000035762789,38.0888859498998,-122.4353844451033,9.400000035762789,37.8273,-122.21280000000002
