,Latitude,Longitude,Vs30,subregion,medianim,total_std_dev,within_ev_std_dev,between_ev_std_dev
0,37.79312517260514,-122.45062508233028,423.91296,SF,0.012589333339906729,0.6992631027884036,0.6007442723104868,0.3578759648361555
1,37.79312517260514,-122.44979174903028,336.55225,SF,0.011982829037012399,0.6988532509132939,0.6004470582649282,0.3575740434274742
2,37.79312517260514,-122.44895841573027,335.83463,SF,0.012021737362939445,0.6988439383235795,0.6004403053300331,0.35756718231234197
3,37.79312517260514,-122.44812508243028,733.4,SF,0.011036989758010362,0.7002773024877974,0.6014798605098057,0.35862275134281524
4,37.79312517260514,-122.44729174913026,733.4,SF,0.011075306068881309,0.7002759115425369,0.601478851558497,0.3586217274714438
5,37.79312517260514,-122.44645841583024,733.4,SF,0.011113803817687782,0.7002745181028681,0.6014778407981293,0.3586207017630528
6,37.79312517260514,-122.44562508253024,733.4,SF,0.011152483404035919,0.700273122194248,0.6014768282471701,0.35861967423637603
7,37.79312517260514,-122.44479174923023,733.4,SF,0.011593791818699642,0.7002717238426769,0.6014758139244809,0.3586186449105478
8,37.79312517260514,-122.44395841593024,733.4,SF,0.01163424027930806,0.7002703230747062,0.6014747978493229,0.35861761380510776
9,37.79312517260514,-122.44312508263022,733.4,SF,0.011674878269029434,0.7002689199174443,0.6014737800413615,0.35861658094000604
10,37.79312517260514,-122.4422917493302,733.4,SF,0.011715706140718407,0.7002675143985644,0.6014727605206716,0.3586155463356079
11,37.79312517260514,-122.4414584160302,733.4,SF,0.011756724230757923,0.7002661065463102,0.6014717393077417,0.3586145100126992
12,37.79312517260514,-122.4406250827302,733.4,SF,0.0117979328585563,0.7002646963895035,0.60147071642348,0.35861347199249116
13,37.79312517260514,-122.4397917494302,733.4,SF,0.011839332326038914,0.700263283957551,0.6014696918892187,0.3586124322966257
14,37.79312517260514,-122.43895841613018,733.4,SF,0.011880922917136055,0.7002618692804508,0.6014686657267192,0.3586113909471802
15,37.79312517260514,-122.43812508283015,401.86407,SF,0.014392443198507621,0.6991115844989464,0.6006343919756643,0.3577643564647708
16,37.79312517260514,-122.43729174953016,400.2622,SF,0.01443817587472254,0.6991032447333952,0.6006283441255863,0.35775821308492384
17,37.79312517260514,-122.43645841623017,400.21106,SF,0.014488937267369138,0.6990995179597512,0.600625641539068,0.35775546779516826
18,37.79312517260514,-122.43562508293014,733.4,SF,0.01204920153623303,0.700256188741653,0.6014645452448799,0.35860720947069
19,37.79312517260514,-122.43479174963014,733.4,SF,0.011670877739651551,0.7002547633100001,0.6014635112829946,0.3586061602001217
20,37.79312517260514,-122.43395841633011,733.4,SF,0.0117121322445272,0.7002533358260149,0.6014624758327419,0.35860510941788043
21,37.79312517260514,-122.43312508303012,733.4,SF,0.011753572608270407,0.7002519063240377,0.6014614389190327,0.35860405714924026
22,37.79312517260514,-122.43229174973013,733.4,SF,0.01179519894666734,0.7002504748390579,0.6014604005672484,0.35860300341995344
23,37.79312517260514,-122.4314584164301,733.4,SF,0.011837011353157295,0.7002490414067212,0.6014593608032467,0.3586019482562551
24,37.79312517260514,-122.4306250831301,733.4,SF,0.011879038050486188,0.7002476051027026,0.6014583189565547,0.3586008909777357
25,37.79312517260514,-122.42979174983007,733.4,SF,0.011922841722803706,0.7002461128209999,0.6014572365058828,0.3585997924924486
26,37.79312517260514,-122.42895841653008,733.4,SF,0.011966862819511532,0.7002446179955463,0.6014561522104196,0.3585986921336513
27,37.79312517260514,-122.42812508323009,733.4,SF,0.012011101829005973,0.7002431206581948,0.601455066093272,0.3585975899247859
28,37.79312517260514,-122.42729174993006,733.4,SF,0.012055559220476427,0.7002416208414672,0.6014539781780323,0.35859648588978715
29,37.79312517260514,-122.42645841663006,733.4,SF,0.01210023544327136,0.700240118578563,0.6014528884887835,0.3585953800530885
30,37.79312517260514,-122.42562508333005,733.4,SF,0.012145130926254749,0.7002386139033675,0.6014517970501071,0.3585942724396281
31,37.79312517260514,-122.42479175003004,733.4,SF,0.01283737955251096,0.70023710685046,0.6014507038870872,0.35859316307485545
32,37.79312517260514,-122.42395841673004,733.4,SF,0.012885121429550093,0.7002355974551228,0.6014496090253181,0.35859205198473754
33,37.79312517260514,-122.42312508343002,312.91895,SF,0.01632399155542524,0.6985801755140798,0.6002490460967453,0.3573728365184319
34,37.79312517260514,-122.42229175013,312.14194,SF,0.016384629878272775,0.6985752665855837,0.6002454866498117,0.35736921921403636
35,37.79312517260514,-122.42145841683,311.35464,SF,0.016459384145316922,0.6985646928728602,0.6002378197008541,0.35736142759021766
36,37.79312517260514,-122.42062508353,311.05753,SF,0.016520656883056213,0.6985597580201467,0.6002342414687527,0.3573577911471876
37,37.79312517260514,-122.41979175023,312.21423,SF,0.016568296188447365,0.6985604969334932,0.6002347772501367,0.35735833564567604
38,37.79312517260514,-122.41895841692998,313.30206,SF,0.01661650100412998,0.6985612418578717,0.6002353173901716,0.35735888457338216
39,37.79312517260514,-122.41812508362996,733.4,SF,0.013225832126589466,0.7002249692151248,0.6014418996878917,0.35858422833714027
40,37.79312517260514,-122.41729175032997,733.4,SF,0.013275439509818823,0.7002234424377726,0.6014407922208136,0.3585831044433142
41,37.79312517260514,-122.41645841702996,733.4,SF,0.013325281125336085,0.7002219136686217,0.6014396833093355,0.3585819790822078
42,37.79312517260514,-122.41562508372996,733.4,SF,0.013375357106681406,0.7002203829504724,0.6014385729845046,0.3585808522853234
43,37.79312517260514,-122.41479175042994,733.4,SF,0.014221508069105077,0.7002188503269273,0.6014374612779502,0.35857972408475364
44,37.79312517260514,-122.41395841712992,733.4,SF,0.014275049236256929,0.7002173158423999,0.6014363482218893,0.3585785945131883
45,37.79312517260514,-122.41312508382993,733.4,SF,0.01432883887925771,0.7002157795421243,0.6014352338491346,0.3585774636039216
46,37.79312517260514,-122.41229175052992,733.4,SF,0.014382876998267992,0.7002142414721648,0.6014341181931004,0.35857633139085865
47,37.79312517260514,-122.41145841722992,733.4,SF,0.014437163555585497,0.7002127016794248,0.6014330012878102,0.3585751979085227
48,37.79312517260514,-122.4106250839299,733.4,SF,0.014491698474600447,0.700211160211657,0.6014318831679029,0.35857406319206186
49,37.79312517260514,-122.40979175062988,733.4,SF,0.014547681572896234,0.7002095833788091,0.6014307393959578,0.3585729024412705
50,37.79312517260514,-122.40895841732988,733.4,SF,0.014605037696880306,0.700207973692761,0.6014295717940188,0.3585717175051394
51,37.79312517260514,-122.40812508402988,233.53484,SF,0.026246172579370144,0.6979939608529728,0.5998240115201701,0.35694078583298966
52,37.79312517260514,-122.40729175072988,233.9187,SF,0.02634942556790507,0.6979876802112702,0.5998194580467339,0.35693615602125955
53,37.79312517260514,-122.40645841742986,234.26675,SF,0.026360457034182314,0.6979881589909844,0.5998198051624263,0.35693650895717116
54,37.79312517260514,-122.40562508412984,234.51598,SF,0.026464397385401427,0.697981874912405,0.5998152492031724,0.3569318765949217
55,37.79312517260514,-122.40479175082984,234.55293,SF,0.028037238408146273,0.6979755822779243,0.5998106870473131,0.35692723790716463
56,37.79312517260514,-122.40395841752984,234.18718,SF,0.028148032218285417,0.6979692812689899,0.5998061188264239,0.35692259302758106
57,37.79312517260514,-122.40312508422984,233.14679,SF,0.028360914229446706,0.6979561466256382,0.5997965962527948,0.35691291057633545
58,37.79312517260514,-122.40229175092982,231.17415,SF,0.028680940606653153,0.6979360980991135,0.5997820611904201,0.3568981312699558
59,37.79312517260514,-122.4014584176298,228.26387,SF,0.02911735036982925,0.6979090171269887,0.5997624277505049,0.3568781675109586
60,37.79312517260514,-122.4006250843298,224.80647,SF,0.029684158977804628,0.6978747457503994,0.5997375815084589,0.3568529025839208
61,37.79229183930513,-122.45062508233028,336.20743,SF,0.011908484059452632,0.6988609112916971,0.6004526131252004,0.3575796872342999
62,37.79229183930513,-122.44979174903028,335.45883,SF,0.0119469069689348,0.6988516465462321,0.6004458948725776,0.35757286140176975
63,37.79229183930513,-122.44895841573027,334.7286,SF,0.011985715482075266,0.6988423446808529,0.600439149716739,0.35756600818096723
64,37.79229183930513,-122.44812508243028,334.01605,SF,0.012026953997667478,0.6988380929895974,0.6004360666494682,0.35756287570139683
65,37.79229183930513,-122.44729174913026,733.4,SF,0.011043735609992339,0.7002770573067553,0.6014796826625735,0.35862257086572014
66,37.79229183930513,-122.44645841583024,733.4,SF,0.011081940646808872,0.700275671109607,0.6014786771554617,0.35862155048926764
67,37.79229183930513,-122.44562508253024,733.4,SF,0.011120324529321882,0.7002742824883236,0.601477669890263,0.3586205283275293
68,37.79229183930513,-122.44479174923023,733.4,SF,0.01156016702685905,0.7002728914690681,0.601476660885957,0.358619504399759
69,37.79229183930513,-122.44395841593024,733.4,SF,0.01160030286002093,0.700271498078552,0.601475650161921,0.3586184787256145
70,37.79229183930513,-122.44312508263022,733.4,SF,0.011640625031439915,0.7002701023440413,0.6014746377379344,0.3586174513251616
71,37.79229183930513,-122.4422917493302,733.4,SF,0.011681133863161726,0.7002687042933634,0.6014736236341841,0.3586164222188798
72,37.79229183930513,-122.4414584160302,733.4,SF,0.011721829660600376,0.700267303954914,0.601472607871269,0.3586153914276666
73,37.79229183930513,-122.4406250827302,733.4,SF,0.011762712712039934,0.7002659013576633,0.6014715904702048,0.3586143589728427
74,37.79229183930513,-122.4397917494302,733.4,SF,0.01180378328813154,0.7002644965311641,0.6014705714524297,0.3586133248761574
75,37.79229183930513,-122.43895841613018,733.4,SF,0.01184504164138621,0.7002630895055566,0.6014695508398078,0.358612289159793
76,37.79229183930513,-122.43812508283015,733.4,SF,0.011886488005640227,0.7002616803115773,0.6014685286546361,0.3586112518463704
77,37.79229183930513,-122.43729174953016,733.4,SF,0.011928122595527321,0.7002602689805655,0.6014675049196485,0.3586102129589542
78,37.79229183930513,-122.43645841623017,733.4,SF,0.01196994560594085,0.7002588555444688,0.6014664796580202,0.3586091725210573
79,37.79229183930513,-122.43562508293014,733.4,SF,0.012011957211468393,0.7002574400358521,0.6014654528933744,0.3586081305566468
80,37.79229183930513,-122.43479174963014,733.4,SF,0.011634592482808992,0.7002560224879041,0.6014644246497862,0.3586070870901488
81,37.79229183930513,-122.43395841633011,316.545,SF,0.012752488975797083,0.6986685132019721,0.6003131001135094,0.3574379291177167
82,37.79229183930513,-122.43312508303012,733.4,SF,0.011716602510683837,0.7002531814099269,0.6014623638243755,0.35860499575092164
83,37.79229183930513,-122.43229174973013,733.4,SF,0.011757881228969492,0.7002517579494563,0.6014613312930112,0.35860394792938716
84,37.79229183930513,-122.4314584164301,733.4,SF,0.011800758657536112,0.700250283981755,0.6014602621257084,0.3586028629280626
85,37.79229183930513,-122.4306250831301,733.4,SF,0.011844006301325717,0.7002488020367985,0.6014591871723217,0.35860177205359905
86,37.79229183930513,-122.42979174983007,733.4,SF,0.011887467188779468,0.7002473175668268,0.6014581103877281,0.35860067931943435
87,37.79229183930513,-122.42895841653008,733.4,SF,0.011931141788334728,0.7002458306032291,0.6014570317946979,0.3585995847486691
88,37.79229183930513,-122.42812508323009,733.4,SF,0.01197503054960332,0.7002443411780515,0.601455951416478,0.3585984883648878
89,37.79229183930513,-122.42729174993006,733.4,SF,0.012019133902743279,0.700242849324006,0.6014548692767985,0.3585973901921651
90,37.79229183930513,-122.42645841663006,733.4,SF,0.012063452257829338,0.7002413550744793,0.6014537853998784,0.3585962902550721
91,37.79229183930513,-122.42562508333005,733.4,SF,0.012107986004215966,0.7002398584635394,0.6014526998104315,0.35859518857868233
92,37.79229183930513,-122.42479175003004,733.4,SF,0.01279787769289787,0.7002383595259463,0.6014516125336729,0.3585940851885779
93,37.79229183930513,-122.42395841673004,313.4174,SF,0.016200197906523432,0.6985947683070545,0.6002596273030993,0.3573835896287508
94,37.79229183930513,-122.42312508343002,312.92267,SF,0.016273317281534957,0.6985842903452353,0.600252029749475,0.357375868657624
95,37.79229183930513,-122.42229175013,312.43005,SF,0.016333456389787025,0.6985794082212038,0.6002484897350993,0.3573722711143378
96,37.79229183930513,-122.42145841683,311.93915,SF,0.016407663234280553,0.698568871296825,0.6002408494540926,0.3573645066197107
97,37.79229183930513,-122.42062508353,311.85822,SF,0.01646842554696742,0.6985639636482557,0.6002372909442191,0.357360890232698
98,37.79229183930513,-122.41979175023,312.96075,SF,0.01651559262870613,0.6985647199904161,0.6002378393636423,0.357361447572839
99,37.79229183930513,-122.41895841692998,314.0003,SF,0.01655012913965545,0.6985711440820982,0.6002424974399275,0.35736618140396303
100,37.79229183930513,-122.41812508362996,733.4,SF,0.013183096543070389,0.7002262886716049,0.6014428567724808,0.35858519961672547
101,37.79229183930513,-122.41729175032997,733.4,SF,0.013232279905785268,0.7002247704765618,0.6014417555303643,0.3585840820414469
